Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Abel Braga,M,Brazil,BRA,1972,Munich,Football,Football Men's Football,No medal,Football,FBL,False,True
Ademir Kaefer,M,Brazil,BRA,1984,Los Angeles,Football,Football Men's Football,Silver,Football,FBL,True,True
Ademir Kaefer,M,Brazil,BRA,1988,Seoul,Football,Football Men's Football,Silver,Football,FBL,True,False
Adsio Machado,M,Brazil,BRA,1952,Helsinki,Football,Football Men's Football,No medal,Football,FBL,False,True
Adevaldo Netto,M,Brazil,BRA,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,False,True
Alberto Marques,M,Brazil,BRA,1976,Montreal,Football,Football Men's Football,No medal,Football,FBL,False,True
Aldair Santos,M,Brazil,BRA,1996,Atlanta,Football,Football Men's Football,Bronze,Football,FBL,False,True
Alexsandro Souza,M,Brazil,BRA,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False,True
Alex Silva,M,Brazil,BRA,2012,London,Football,Football Men's Football,Silver,Football,FBL,True,False
Alexandre Silva,M,Brazil,BRA,2008,Beijing,Football,Football Men's Football,Bronze,Football,FBL,True,True
Alexandre Silva,M,Brazil,BRA,2012,London,Football,Football Men's Football,Silver,Football,FBL,True,False
Joo Filho,M,Brazil,BRA,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False,True
Alosio Alves,M,Brazil,BRA,1988,Seoul,Football,Football Men's Football,Silver,Football,FBL,False,True
lvaro Aquino,M,Brazil,BRA,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False,True
Alexandre Mariano,M,Brazil,BRA,1996,Atlanta,Football,Football Men's Football,Bronze,Football,FBL,False,True
nderson Oliveira,M,Brazil,BRA,2008,Beijing,Football,Football Men's Football,Bronze,Football,FBL,False,True
Jorge Silva,M,Brazil,BRA,1988,Seoul,Football,Football Men's Football,Silver,Football,FBL,True,False
Andr Moreira,M,Brazil,BRA,1996,Atlanta,Football,Football Men's Football,Bronze,Football,FBL,False,True
Andr Ferreira,M,Brazil,BRA,1984,Los Angeles,Football,Football Men's Football,Silver,Football,FBL,False,True
Paulino Souza,M,Brazil,BRA,1972,Munich,Football,Football Men's Football,No medal,Football,FBL,False,True
Arnaldo Mattos,M,Brazil,BRA,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False,True
Athirson Oliveira,M,Brazil,BRA,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False,True
