Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Qaied Al-adwani,M,Kuwait,KUW,1996,Atlanta,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Mishal Al-ali,M,Kuwait,KUW,1996,Atlanta,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Abdel Al-anjri,M,Kuwait,KUW,1980,Moskva,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Abdul Al-boloushi,M,Kuwait,KUW,1996,Atlanta,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Jasem Al-deyab,M,Kuwait,KUW,1980,Moskva,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Ahmad Al-emran,M,Kuwait,KUW,1980,Moskva,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Abbas Al-harbi,M,Kuwait,KUW,1996,Atlanta,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Adel Al-kahham,M,Kuwait,KUW,1996,Atlanta,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Majid Al-khamis,M,Kuwait,KUW,1980,Moskva,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Khaldoun Al-khashti,M,Kuwait,KUW,1996,Atlanta,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Salah Al-marzouq,M,Kuwait,KUW,1996,Atlanta,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Salem Al-marzouq,M,Kuwait,KUW,1996,Atlanta,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Khaled Al-mulla,M,Kuwait,KUW,1996,Atlanta,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Faraj Al-mutairi,M,Kuwait,KUW,1980,Moskva,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Naser Al-otaibi,M,Kuwait,KUW,1996,Atlanta,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Jasem Al-qassar,M,Kuwait,KUW,1980,Moskva,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Mohamed Al-qassar,M,Kuwait,KUW,1980,Moskva,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Abdullah Al-qenai,M,Kuwait,KUW,1980,Moskva,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Musa'ed Al-randi,M,Kuwait,KUW,1980,Moskva,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Bandar Al-shammari,M,Kuwait,KUW,1996,Atlanta,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Fawzi Al-shuwairbat,M,Kuwait,KUW,1980,Moskva,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Khamis Bashir,M,Kuwait,KUW,1980,Moskva,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Dhadh Najem,M,Kuwait,KUW,1980,Moskva,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Khaled Al-zadah,M,Kuwait,KUW,1980,Moskva,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Ismael Al-zadah,M,Kuwait,KUW,1980,Moskva,Handball,Handball Men's Handball,No medal,Handball,HBL,True
Ismael Al-zadah,M,Kuwait,KUW,1996,Atlanta,Handball,Handball Men's Handball,No medal,Handball,HBL,True
