Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Mohamed Abadi,M,Iran,IRI,1948,London,Boxing,Boxing Men's Heavyweight,No medal,Boxing,BOX,False
Ibrahim Afsharpour,M,Iran,IRI,1952,Helsinki,Boxing,Boxing Men's Light-Welterweight,No medal,Boxing,BOX,False
Nasser Aghaie,M,Iran,IRI,1964,Tokyo,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,False
Emanoul (agassian-),M,Iran,IRI,1948,London,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,True
Emanoul (agassian-),M,Iran,IRI,1952,Helsinki,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,True
Sadegh Khoi,M,Iran,IRI,1960,Roma,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,True
Sadegh Khoi,M,Iran,IRI,1964,Tokyo,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,True
Mohamed Asheri,M,Iran,IRI,2004,Athina,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,False
Mohamed Hazin,M,Iran,IRI,1976,Montreal,Boxing,Boxing Men's Light-Middleweight,No medal,Boxing,BOX,False
Parviz Badpa,M,Iran,IRI,1976,Montreal,Boxing,Boxing Men's Heavyweight,No medal,Boxing,BOX,False
Manuchehr Bahmani,M,Iran,IRI,1972,Munich,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,False
Parviz Bahmani,M,Iran,IRI,1976,Montreal,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,False
Ali Khomani,M,Iran,IRI,1976,Montreal,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,False
Sayed Bashiri,M,Iran,IRI,1976,Montreal,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,False
Bijan Batmani,M,Iran,IRI,2000,Sydney,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,False
Hassan Eghmaz,M,Iran,IRI,1972,Munich,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,False
Jamshid Fani,M,Iran,IRI,1948,London,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,False
Jabar Feli,M,Iran,IRI,1972,Munich,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,False
Behzad Bardeh,M,Iran,IRI,1976,Montreal,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,False
Amin Ghasemipour,M,Iran,IRI,2012,London,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,False
Nadimi Dashti,M,Iran,IRI,1964,Tokyo,Boxing,Boxing Men's Light-Welterweight,No medal,Boxing,BOX,False
Vazik Ghazarian,M,Iran,IRI,1960,Roma,Boxing,Boxing Men's Light-Welterweight,No medal,Boxing,BOX,False
Mehdi Ghorbani,M,Iran,IRI,2008,Beijing,Boxing,Boxing Men's Light-Heavyweight,No medal,Boxing,BOX,False
