Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Dariusz Adamczuk,M,Poland,POL,1992,Barcelona,Football,Football Men's Football,Silver,False
Spirydion Albaski,M,Poland,POL,1936,Berlin,Football,Football Men's Football,No medal,False
Henryk Alszer,M,Poland,POL,1952,Helsinki,Football,Football Men's Football,No medal,False
Zygmunt Anczok,M,Poland,POL,1972,Munich,Football,Football Men's Football,Gold,False
Marek Bajor,M,Poland,POL,1992,Barcelona,Football,Football Men's Football,Silver,False
Hubert Banisz,M,Poland,POL,1952,Helsinki,Football,Football Men's Football,No medal,False
Mieczysaw Batsch,M,Poland,POL,1924,Paris,Football,Football Men's Football,No medal,False
Jan Benigier,M,Poland,POL,1976,Montreal,Football,Football Men's Football,Silver,False
Zdzisaw Bieniek,M,Poland,POL,1952,Helsinki,Football,Football Men's Football,No medal,False
Lucjan Brychczy,M,Poland,POL,1960,Roma,Football,Football Men's Football,No medal,False
Jerzy Brzczek,M,Poland,POL,1992,Barcelona,Football,Football Men's Football,Silver,False
Edward Cebula,M,Poland,POL,1952,Helsinki,Football,Football Men's Football,No medal,False
Franciszek Cebulak,M,Poland,POL,1936,Berlin,Football,Football Men's Football,No medal,False
Gerard Cielik,M,Poland,POL,1952,Helsinki,Football,Football Men's Football,No medal,False
Stanisaw Cikowski,M,Poland,POL,1924,Paris,Football,Football Men's Football,No medal,False
Lesaw Mikiewicz,M,Poland,POL,1972,Munich,Football,Football Men's Football,Gold,True
Lesaw Mikiewicz,M,Poland,POL,1976,Montreal,Football,Football Men's Football,Silver,True
Wawrzyniec Cyl,M,Poland,POL,1924,Paris,Football,Football Men's Football,No medal,False
Kazimierz Deyna,M,Poland,POL,1972,Munich,Football,Football Men's Football,Gold,True
Kazimierz Deyna,M,Poland,POL,1976,Montreal,Football,Football Men's Football,Silver,True
Edward Dytko,M,Poland,POL,1936,Berlin,Football,Football Men's Football,No medal,False
Stefan Fryc,M,Poland,POL,1924,Paris,Football,Football Men's Football,No medal,False
Hubert Gad,M,Poland,POL,1936,Berlin,Football,Football Men's Football,No medal,False
Zygmunt Gadecki,M,Poland,POL,1960,Roma,Football,Football Men's Football,No medal,False
Robert Gadocha,M,Poland,POL,1972,Munich,Football,Football Men's Football,Gold,False
Antoni Gaecki,M,Poland,POL,1936,Berlin,Football,Football Men's Football,No medal,False
Wadysaw Gdek,M,Poland,POL,1952,Helsinki,Football,Football Men's Football,No medal,False
Dariusz Gsior,M,Poland,POL,1992,Barcelona,Football,Football Men's Football,Silver,False
Wilhelm Gra,M,Poland,POL,1936,Berlin,Football,Football Men's Football,No medal,False
Jerzy Gorgo,M,Poland,POL,1972,Munich,Football,Football Men's Football,Gold,True
Jerzy Gorgo,M,Poland,POL,1976,Montreal,Football,Football Men's Football,Silver,True
Ryszard Grzegorczyk,M,Poland,POL,1960,Roma,Football,Football Men's Football,No medal,False
Zbigniew Gut,M,Poland,POL,1972,Munich,Football,Football Men's Football,Gold,False
Stanisaw Hachorek,M,Poland,POL,1960,Roma,Football,Football Men's Football,No medal,False
Marcin Jaocha,M,Poland,POL,1992,Barcelona,Football,Football Men's Football,Silver,False
Andrzej Juskowiak,M,Poland,POL,1992,Barcelona,Football,Football Men's Football,Silver,False
Henryk Kasperczak,M,Poland,POL,1976,Montreal,Football,Football Men's Football,Silver,False
Kazimierz Kaszuba,M,Poland,POL,1952,Helsinki,Football,Football Men's Football,No medal,False
Jzef Kaua,M,Poland,POL,1924,Paris,Football,Football Men's Football,No medal,False
Walerian Kisieliski,M,Poland,POL,1936,Berlin,Football,Football Men's Football,No medal,False
Aleksander Kak,M,Poland,POL,1992,Barcelona,Football,Football Men's Football,Silver,False
Kazimierz Kmiecik,M,Poland,POL,1972,Munich,Football,Football Men's Football,Gold,True
Kazimierz Kmiecik,M,Poland,POL,1976,Montreal,Football,Football Men's Football,Silver,True
Andrzej Kobylaski,M,Poland,POL,1992,Barcelona,Football,Football Men's Football,Silver,False
Hubert Kostka,M,Poland,POL,1972,Munich,Football,Football Men's Football,Gold,False
Jzef Kotlarczyk,M,Poland,POL,1936,Berlin,Football,Football Men's Football,No medal,False
Wojciech Kowalczyk,M,Poland,POL,1992,Barcelona,Football,Football Men's Football,Silver,False
Marek Komiski,M,Poland,POL,1992,Barcelona,Football,Football Men's Football,Silver,False
Jerzy Kraska,M,Poland,POL,1972,Munich,Football,Football Men's Football,Gold,False
Jerzy Kraswka,M,Poland,POL,1952,Helsinki,Football,Football Men's Football,No medal,False
Wacaw Kuchar,M,Poland,POL,1924,Paris,Football,Football Men's Football,No medal,False
Grzegorz Lato,M,Poland,POL,1972,Munich,Football,Football Men's Football,Gold,True
Grzegorz Lato,M,Poland,POL,1976,Montreal,Football,Football Men's Football,Silver,True
Tomasz Apiski,M,Poland,POL,1992,Barcelona,Football,Football Men's Football,Silver,False
Roman Lentner,M,Poland,POL,1960,Roma,Football,Football Men's Football,No medal,False
Wodzimierz Lubaski,M,Poland,POL,1972,Munich,Football,Football Men's Football,Gold,False
Jzef Mamo,M,Poland,POL,1952,Helsinki,Football,Football Men's Football,No medal,False
Henryk Martyna,M,Poland,POL,1936,Berlin,Football,Football Men's Football,No medal,False
Joachim Marx,M,Poland,POL,1972,Munich,Football,Football Men's Football,Gold,False
Zygmunt Maszczyk,M,Poland,POL,1972,Munich,Football,Football Men's Football,Gold,True
Zygmunt Maszczyk,M,Poland,POL,1976,Montreal,Football,Football Men's Football,Silver,True
Micha Matyas,M,Poland,POL,1936,Berlin,Football,Football Men's Football,No medal,False
Grzegorz Mielcarski,M,Poland,POL,1992,Barcelona,Football,Football Men's Football,Silver,False
Piotr Mowlik,M,Poland,POL,1976,Montreal,Football,Football Men's Football,Silver,False
Walenty Musielak,M,Poland,POL,1936,Berlin,Football,Football Men's Football,No medal,False
Roman Ogaza,M,Poland,POL,1976,Montreal,Football,Football Men's Football,Silver,False
Marian Ostafiski,M,Poland,POL,1972,Munich,Football,Football Men's Football,Gold,False
Henryk Pala,M,Poland,POL,1960,Roma,Football,Football Men's Football,No medal,False
Teodor Peterek,M,Poland,POL,1936,Berlin,Football,Football Men's Football,No medal,False
Ryszard Piec,M,Poland,POL,1936,Berlin,Football,Football Men's Football,No medal,False
Ernest Pohl,M,Poland,POL,1960,Roma,Football,Football Men's Football,No medal,False
Henryk Reyman,M,Poland,POL,1924,Paris,Football,Football Men's Football,No medal,False
Wojciech Rudy,M,Poland,POL,1976,Montreal,Football,Football Men's Football,Silver,False
Fryderyk Scherfke,M,Poland,POL,1936,Berlin,Football,Football Men's Football,No medal,False
Pawe Sobek,M,Poland,POL,1952,Helsinki,Football,Football Men's Football,No medal,False
Leon Sperling,M,Poland,POL,1924,Paris,Football,Football Men's Football,No medal,False
Marian Spojda,M,Poland,POL,1924,Paris,Football,Football Men's Football,No medal,False
Ryszard Staniek,M,Poland,POL,1992,Barcelona,Football,Football Men's Football,Silver,False
Tomasz Stefaniszyn,M,Poland,POL,1952,Helsinki,Football,Football Men's Football,No medal,True
Tomasz Stefaniszyn,M,Poland,POL,1960,Roma,Football,Football Men's Football,No medal,True
Marceli Strzykalski,M,Poland,POL,1960,Roma,Football,Football Men's Football,No medal,False
Zdzisaw Stycze,M,Poland,POL,1924,Paris,Football,Football Men's Football,No medal,False
Czesaw Suszczyk,M,Poland,POL,1952,Helsinki,Football,Football Men's Football,No medal,False
Piotr Wierczewski,M,Poland,POL,1992,Barcelona,Football,Football Men's Football,Silver,False
Andrzej Szarmach,M,Poland,POL,1976,Montreal,Football,Football Men's Football,Silver,False
Wadysaw Szczepaniak,M,Poland,POL,1936,Berlin,Football,Football Men's Football,No medal,False
Henryk Szczepaski,M,Poland,POL,1960,Roma,Football,Football Men's Football,No medal,False
Zygfryd Szotysik,M,Poland,POL,1972,Munich,Football,Football Men's Football,Gold,False
Antoni Szymanowski,M,Poland,POL,1972,Munich,Football,Football Men's Football,Gold,True
Antoni Szymanowski,M,Poland,POL,1976,Montreal,Football,Football Men's Football,Silver,True
Ryszard Szymczak,M,Poland,POL,1972,Munich,Football,Football Men's Football,Gold,False
Edward Szymkowiak,M,Poland,POL,1952,Helsinki,Football,Football Men's Football,No medal,True
Edward Szymkowiak,M,Poland,POL,1960,Roma,Football,Football Men's Football,No medal,True
Jan Tomaszewski,M,Poland,POL,1976,Montreal,Football,Football Men's Football,Silver,False
Kazimierz Trampisz,M,Poland,POL,1952,Helsinki,Football,Football Men's Football,No medal,False
Mirosaw Waligra,M,Poland,POL,1992,Barcelona,Football,Football Men's Football,Silver,False
Jan Wasiewicz,M,Poland,POL,1936,Berlin,Football,Football Men's Football,No medal,False
Henryk Wawrowski,M,Poland,POL,1976,Montreal,Football,Football Men's Football,Silver,False
Tomasz Wadoch,M,Poland,POL,1992,Barcelona,Football,Football Men's Football,Silver,False
Henryk Wieczorek,M,Poland,POL,1976,Montreal,Football,Football Men's Football,Silver,False
Jan Winiewski,M,Poland,POL,1952,Helsinki,Football,Football Men's Football,No medal,False
Mieczysaw Winiewski,M,Poland,POL,1924,Paris,Football,Football Men's Football,No medal,False
Gerard Wodarz,M,Poland,POL,1936,Berlin,Football,Football Men's Football,No medal,False
Jerzy Woniak,M,Poland,POL,1960,Roma,Football,Football Men's Football,No medal,False
