Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Aikaterini Deli,F,Greece,GRE,2004,Athina,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Dimitra Kalentzou,F,Greece,GRE,2004,Athina,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Tatiana Kavvadia,F,Greece,GRE,2004,Athina,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Athina Khristoforaki,F,Greece,GRE,2004,Athina,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Sofia Klingopoulou,F,Greece,GRE,2004,Athina,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Anastasia Kostaki,F,Greece,GRE,2004,Athina,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Evanthia Maltsi,F,Greece,GRE,2004,Athina,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Maria Samoroukova,F,Greece,GRE,2004,Athina,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Polymnia Sarengou,F,Greece,GRE,2004,Athina,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Eirini Stakhtiari,F,Greece,GRE,2004,Athina,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Atalanti Tasouli,F,Greece,GRE,2004,Athina,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Eleni Vasileiou,F,Greece,GRE,2004,Athina,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
