Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Vladimir Agishev,M,Russia,URS,1972,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",No medal,Shooting,SHO,False
Sergey Aksyutin,M,Russia,RUS,2004,Athina,Shooting,Shooting Men's Skeet,No medal,Shooting,SHO,False
Yevgeny Aleynikov,M,Russia,RUS,1996,Atlanta,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal,Shooting,SHO,True
Yevgeny Aleynikov,M,Russia,RUS,2000,Sydney,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze,Shooting,SHO,True
Yevgeny Aleynikov,M,Russia,RUS,2000,Sydney,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal,Shooting,SHO,True
Sergey Alifirenko,M,Russia,RUS,2000,Sydney,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold,Shooting,SHO,True
Sergey Alifirenko,M,Russia,RUS,2004,Athina,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze,Shooting,SHO,True
Aleksandr Alipov,M,Russia,URS,1968,Mexico City,Shooting,Shooting Mixed Trap,No medal,Shooting,SHO,True
Aleksandr Alipov,M,Russia,URS,1972,Munich,Shooting,Shooting Mixed Trap,No medal,Shooting,SHO,True
Aleksandr Alipov,M,Russia,URS,1976,Montreal,Shooting,Shooting Mixed Trap,No medal,Shooting,SHO,True
Aleksey Alipov,M,Russia,RUS,2000,Sydney,Shooting,Shooting Men's Trap,No medal,Shooting,SHO,True
Aleksey Alipov,M,Russia,RUS,2000,Sydney,Shooting,Shooting Men's Double Trap,No medal,Shooting,SHO,True
Aleksey Alipov,M,Russia,RUS,2004,Athina,Shooting,Shooting Men's Trap,Gold,Shooting,SHO,True
Aleksey Alipov,M,Russia,RUS,2008,Beijing,Shooting,Shooting Men's Trap,Bronze,Shooting,SHO,True
Aleksey Alipov,M,Russia,RUS,2012,London,Shooting,Shooting Men's Trap,No medal,Shooting,SHO,True
Aleksey Alipov,M,Russia,RUS,2016,Rio de Janeiro,Shooting,Shooting Men's Trap,No medal,Shooting,SHO,True
Boris Andreyev,M,Russia,URS,1952,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze,Shooting,SHO,True
Boris Andreyev,M,Russia,URS,1952,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver,Shooting,SHO,True
Aleksandr Androshkin,M,Russia,URS,1972,Munich,Shooting,Shooting Mixed Trap,No medal,Shooting,SHO,True
Aleksandr Androshkin,M,Russia,URS,1976,Montreal,Shooting,Shooting Mixed Trap,No medal,Shooting,SHO,True
Aleksandr Asanov,M,Russia,URS,1980,Moskva,Shooting,Shooting Mixed Trap,No medal,Shooting,SHO,False
Anton Astakhov,M,Russia,RUS,2016,Rio de Janeiro,Shooting,Shooting Men's Skeet,No medal,Shooting,SHO,False
Pyotr Avilov,M,Russia,URS,1952,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal,Shooting,SHO,True
Pyotr Avilov,M,Russia,URS,1952,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal,Shooting,SHO,True
Hennadiy Avramenko,M,Russia,URS,1988,Seoul,Shooting,"Shooting Men's Running Target, 50 metres",Bronze,Shooting,SHO,False
Igor Bakalov,M,Russia,URS,1964,Tokyo,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",No medal,Shooting,SHO,True
Igor Bakalov,M,Russia,URS,1972,Munich,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",No medal,Shooting,SHO,True
Dmitry Barkov,M,Russia,RUS,1912,Stockholm,Shooting,"Shooting Men's Running Target, Single Shot",No medal,Shooting,SHO,True
Dmitry Barkov,M,Russia,RUS,1912,Stockholm,Shooting,"Shooting Men's Running Target, Single Shot, Team",No medal,Shooting,SHO,True
Dmitry Barkov,M,Russia,RUS,1912,Stockholm,Shooting,"Shooting Men's Running Target, Double Shot",No medal,Shooting,SHO,True
Igor Basinsky,M,Russia,URS,1988,Seoul,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal,Shooting,SHO,True
Igor Basinsky,M,Russia,URS,1988,Seoul,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,Shooting,SHO,True
Boris Belinsky,M,Russia,RUS,1912,Stockholm,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",No medal,Shooting,SHO,True
Boris Belinsky,M,Russia,RUS,1912,Stockholm,Shooting,"Shooting Men's Military Rifle, Three Positions, 300 metres",No medal,Shooting,SHO,True
Boris Belinsky,M,Russia,RUS,1912,Stockholm,Shooting,"Shooting Men's Military Rifle, Any Position, 600 metres",No medal,Shooting,SHO,True
Haralds Blaus,M,Russia,RUS,1912,Stockholm,Shooting,"Shooting Men's Running Target, Single Shot",No medal,Shooting,SHO,True
Haralds Blaus,M,Russia,RUS,1912,Stockholm,Shooting,"Shooting Men's Running Target, Single Shot, Team",No medal,Shooting,SHO,True
Haralds Blaus,M,Russia,RUS,1912,Stockholm,Shooting,Shooting Men's Trap,Bronze,Shooting,SHO,True
Aleksandr Blinov,M,Russia,RUS,2004,Athina,Shooting,"Shooting Men's Running Target, 10 metres",Silver,Shooting,SHO,False
Vyacheslav Bochkaryov,M,Russia,RUS,1996,Atlanta,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal,Shooting,SHO,False
Walter Bodneck,M,Russia,RUS,1912,Stockholm,Shooting,Shooting Men's Trap,No medal,Shooting,SHO,False
Anatoly Bogdanov,M,Russia,URS,1952,Helsinki,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Gold,Shooting,SHO,True
Anatoly Bogdanov,M,Russia,URS,1956,Melbourne,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold,Shooting,SHO,True
Anatoly Bogdanov,M,Russia,URS,1956,Melbourne,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal,Shooting,SHO,True
Vasily Borisov,M,Russia,URS,1956,Melbourne,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Gold,Shooting,SHO,True
Vasily Borisov,M,Russia,URS,1956,Melbourne,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal,Shooting,SHO,True
Vasily Borisov,M,Russia,URS,1956,Melbourne,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver,Shooting,SHO,True
Vasily Borisov,M,Russia,URS,1960,Roma,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Bronze,Shooting,SHO,True
Vasily Borisov,M,Russia,URS,1960,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal,Shooting,SHO,True
Oleksandr Bulkin,M,Russia,URS,1980,Moskva,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",No medal,Shooting,SHO,False
Aleksandr Cherkasov,M,Russia,URS,1976,Montreal,Shooting,Shooting Mixed Skeet,No medal,Shooting,SHO,True
Aleksandr Cherkasov,M,Russia,URS,1988,Seoul,Shooting,Shooting Mixed Skeet,No medal,Shooting,SHO,True
Yevgeny Cherkasov,M,Russia,URS,1956,Melbourne,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver,Shooting,SHO,True
Yevgeny Cherkasov,M,Russia,URS,1960,Roma,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",No medal,Shooting,SHO,True
Vladimir Chuyan,M,Russia,URS,1964,Tokyo,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal,Shooting,SHO,True
