Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Pavel Abramov,M,Russia,RUS,2004,Athina,Volleyball,Volleyball Men's Volleyball,Bronze,False
Yaroslav Antonov,M,Russia,URS,1988,Seoul,Volleyball,Volleyball Men's Volleyball,Silver,False
Oegs Antropovs,M,Russia,URS,1968,Mexico City,Volleyball,Volleyball Men's Volleyball,Gold,False
Nikolay Apalikov,M,Russia,RUS,2012,London,Volleyball,Volleyball Men's Volleyball,Gold,False
Andrey Ashchev,M,Russia,RUS,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,No medal,False
Konstantin Bakun,M,Russia,RUS,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,No medal,False
Sergey Baranov,M,Russia,RUS,2004,Athina,Volleyball,Volleyball Men's Volleyball,Bronze,False
Yury Berezhko,M,Russia,RUS,2008,Beijing,Volleyball,Volleyball Men's Volleyball,Bronze,True
Yury Berezhko,M,Russia,RUS,2012,London,Volleyball,Volleyball Men's Volleyball,Gold,True
Volodymyr Bieliaiev,M,Russia,URS,1968,Mexico City,Volleyball,Volleyball Men's Volleyball,Gold,False
Viktor Borshch,M,Russia,URS,1972,Munich,Volleyball,Volleyball Men's Volleyball,Bronze,False
Ivans Bugajenkovs,M,Russia,URS,1964,Tokyo,Volleyball,Volleyball Men's Volleyball,Gold,True
Ivans Bugajenkovs,M,Russia,URS,1968,Mexico City,Volleyball,Volleyball Men's Volleyball,Gold,True
Nikolay Burobin,M,Russia,URS,1964,Tokyo,Volleyball,Volleyball Men's Volleyball,Gold,False
Aleksandr Butko,M,Russia,RUS,2012,London,Volleyball,Volleyball Men's Volleyball,Gold,False
Yury Cherednik,M,Russia,URS,1988,Seoul,Volleyball,Volleyball Men's Volleyball,Silver,False
Vladimir Chernyshov,M,Russia,URS,1976,Montreal,Volleyball,Volleyball Men's Volleyball,Silver,True
Vladimir Chernyshov,M,Russia,URS,1980,Moskva,Volleyball,Volleyball Men's Volleyball,Gold,True
Yury Chesnokov,M,Russia,URS,1964,Tokyo,Volleyball,Volleyball Men's Volleyball,Gold,False
Yefim Chulak,M,Russia,URS,1972,Munich,Volleyball,Volleyball Men's Volleyball,Bronze,True
Yefim Chulak,M,Russia,URS,1976,Montreal,Volleyball,Volleyball Men's Volleyball,Silver,True
Stanislav Dineykin,M,Russia,RUS,1996,Atlanta,Volleyball,Volleyball Men's Volleyball,No medal,True
Stanislav Dineykin,M,Russia,RUS,2004,Athina,Volleyball,Volleyball Men's Volleyball,Bronze,True
Vyacheslav Domani,M,Russia,URS,1972,Munich,Volleyball,Volleyball Men's Volleyball,Bronze,False
Vladimir Dorokhov,M,Russia,URS,1976,Montreal,Volleyball,Volleyball Men's Volleyball,Silver,True
Vladimir Dorokhov,M,Russia,URS,1980,Moskva,Volleyball,Volleyball Men's Volleyball,Gold,True
Dmitry Fomin,M,Russia,RUS,1996,Atlanta,Volleyball,Volleyball Men's Volleyball,No medal,False
Aleksandr Gerasimov,M,Russia,RUS,2000,Sydney,Volleyball,Volleyball Men's Volleyball,Silver,False
