Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Eduardo Adriana,M,Netherlands Antilles,AHO,1960,Roma,Weightlifting,Weightlifting Men's Heavyweight,No medal,Weightlifting,WLF,False
Hector Curiel,M,Netherlands Antilles,AHO,1960,Roma,Weightlifting,Weightlifting Men's Bantamweight,No medal,Weightlifting,WLF,True
Hector Curiel,M,Netherlands Antilles,AHO,1964,Tokyo,Weightlifting,Weightlifting Men's Bantamweight,No medal,Weightlifting,WLF,True
Ramiro Fermin,M,Netherlands Antilles,AHO,1960,Roma,Weightlifting,Weightlifting Men's Middle-Heavyweight,No medal,Weightlifting,WLF,False
Jos Flores,M,Netherlands Antilles,AHO,1960,Roma,Weightlifting,Weightlifting Men's Middle-Heavyweight,No medal,Weightlifting,WLF,False
Roberto Lindeborg,M,Netherlands Antilles,AHO,1972,Munich,Weightlifting,Weightlifting Men's Bantamweight,No medal,Weightlifting,WLF,False
Rudolf Sofia,M,Netherlands Antilles,AHO,1960,Roma,Weightlifting,Weightlifting Men's Lightweight,No medal,Weightlifting,WLF,True
Rudolf Sofia,M,Netherlands Antilles,AHO,1964,Tokyo,Weightlifting,Weightlifting Men's Lightweight,No medal,Weightlifting,WLF,True
Rudolf Sofia,M,Netherlands Antilles,AHO,1968,Mexico City,Weightlifting,Weightlifting Men's Middleweight,No medal,Weightlifting,WLF,True
Fortunato Rijna,M,Netherlands Antilles,AHO,1964,Tokyo,Weightlifting,Weightlifting Men's Light-Heavyweight,No medal,Weightlifting,WLF,True
Fortunato Rijna,M,Netherlands Antilles,AHO,1968,Mexico City,Weightlifting,Weightlifting Men's Light-Heavyweight,No medal,Weightlifting,WLF,True
