Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
va Angyal,F,Hungary,HUN,1976,Montreal,Handball,Handball Women's Handball,Bronze,Handball,HBL,True,True
va Angyal,F,Hungary,HUN,1980,Moskva,Handball,Handball Women's Handball,No medal,Handball,HBL,True,False
Beatrix (-csata),F,Hungary,HUN,2000,Sydney,Handball,Handball Women's Handball,Silver,Handball,HBL,False,True
Erzsbet (nyri-),F,Hungary,HUN,1980,Moskva,Handball,Handball Women's Handball,No medal,Handball,HBL,False,True
Mria Berzsenyi,F,Hungary,HUN,1976,Montreal,Handball,Handball Women's Handball,Bronze,Handball,HBL,True,True
Mria Berzsenyi,F,Hungary,HUN,1980,Moskva,Handball,Handball Women's Handball,No medal,Handball,HBL,True,False
Bernadett (-bognr),F,Hungary,HUN,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False,True
Beta Bohus-megyerbr,F,Hungary,HUN,2004,Athina,Handball,Handball Women's Handball,No medal,Handball,HBL,False,True
Klra Bonyhdi,F,Hungary,HUN,1980,Moskva,Handball,Handball Women's Handball,No medal,Handball,HBL,False,True
Rita Borbs,F,Hungary,HUN,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,False,True
Piroska Budai,F,Hungary,HUN,1980,Moskva,Handball,Handball Women's Handball,No medal,Handball,HBL,False,True
gota Bujdos,F,Hungary,HUN,1976,Montreal,Handball,Handball Women's Handball,Bronze,Handball,HBL,False,True
va (boz-),F,Hungary,HUN,1980,Moskva,Handball,Handball Women's Handball,No medal,Handball,HBL,False,True
Rita Deli,F,Hungary,HUN,2000,Sydney,Handball,Handball Women's Handball,Silver,Handball,HBL,False,True
va Erds,F,Hungary,HUN,1996,Atlanta,Handball,Handball Women's Handball,Bronze,Handball,HBL,False,True
gnes Farkas,F,Hungary,HUN,2000,Sydney,Handball,Handball Women's Handball,Silver,Handball,HBL,True,True
gnes Farkas,F,Hungary,HUN,2004,Athina,Handball,Handball Women's Handball,No medal,Handball,HBL,True,False
Andrea (-sgor),F,Hungary,HUN,1996,Atlanta,Handball,Handball Women's Handball,Bronze,Handball,HBL,True,True
Andrea (-sgor),F,Hungary,HUN,2000,Sydney,Handball,Handball Women's Handball,Silver,Handball,HBL,True,False
Bernadett Ferling,F,Hungary,HUN,2004,Athina,Handball,Handball Women's Handball,No medal,Handball,HBL,True,True
Bernadett Ferling,F,Hungary,HUN,2008,Beijing,Handball,Handball Women's Handball,No medal,Handball,HBL,True,False
Anita Grbicz,F,Hungary,HUN,2004,Athina,Handball,Handball Women's Handball,No medal,Handball,HBL,True,True
