Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
An Jeong-hwa,F,South Korea,KOR,2008,Beijing,Handball,Handball Women's Handball,Bronze,Handball,HBL,False
Bae Min-hee,F,South Korea,KOR,2008,Beijing,Handball,Handball Women's Handball,Bronze,Handball,HBL,False
Cha Jae-gyeong,F,South Korea,KOR,1992,Barcelona,Handball,Handball Women's Handball,Gold,Handball,HBL,False
Choi Hyeon-jeong,F,South Korea,KOR,2000,Sydney,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Choi Im-jeong,F,South Korea,KOR,2004,Athina,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Choi Im-jeong,F,South Korea,KOR,2008,Beijing,Handball,Handball Women's Handball,Bronze,Handball,HBL,True
Choi Im-jeong,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Choi Su-min,F,South Korea,KOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Gwon Han-na,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Gwon Han-na,F,South Korea,KOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Han Hwa-su,F,South Korea,KOR,1984,Los Angeles,Handball,Handball Women's Handball,Silver,Handball,HBL,False
Han Hyeon-suk,F,South Korea,KOR,1988,Seoul,Handball,Handball Women's Handball,Gold,Handball,HBL,False
Han Seon-hui,F,South Korea,KOR,1996,Atlanta,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Han Seon-hui,F,South Korea,KOR,2000,Sydney,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Heo Sun-yeong,F,South Korea,KOR,1996,Atlanta,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Heo Sun-yeong,F,South Korea,KOR,2000,Sydney,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Heo Sun-yeong,F,South Korea,KOR,2004,Athina,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Heo Sun-yeong,F,South Korea,KOR,2008,Beijing,Handball,Handball Women's Handball,Bronze,Handball,HBL,True
Heo Yeong-suk,F,South Korea,KOR,2000,Sydney,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Heo Yeong-suk,F,South Korea,KOR,2004,Athina,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Hong Jeong-ho,F,South Korea,KOR,1992,Barcelona,Handball,Handball Women's Handball,Gold,Handball,HBL,True
Hong Jeong-ho,F,South Korea,KOR,1996,Atlanta,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Hong Jeong-ho,F,South Korea,KOR,2008,Beijing,Handball,Handball Women's Handball,Bronze,Handball,HBL,True
Im Mi-gyeong,F,South Korea,KOR,1988,Seoul,Handball,Handball Women's Handball,Gold,Handball,HBL,False
Im O-gyeong,F,South Korea,KOR,1992,Barcelona,Handball,Handball Women's Handball,Gold,Handball,HBL,True
Im O-gyeong,F,South Korea,KOR,1996,Atlanta,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Im O-gyeong,F,South Korea,KOR,2004,Athina,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Jang Ri-ra,F,South Korea,KOR,1992,Barcelona,Handball,Handball Women's Handball,Gold,Handball,HBL,False
Jang So-hui,F,South Korea,KOR,2004,Athina,Handball,Handball Women's Handball,Silver,Handball,HBL,False
Jeong Eun-hui,F,South Korea,KOR,2000,Sydney,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Jeong Hoe-sun,F,South Korea,KOR,1984,Los Angeles,Handball,Handball Women's Handball,Silver,Handball,HBL,False
Jeong Ji-hae,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Jeong Sun-bok,F,South Korea,KOR,1984,Los Angeles,Handball,Handball Women's Handball,Silver,Handball,HBL,False
Jeong Yu-ra,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Jeong Yu-ra,F,South Korea,KOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Jo Eun-hui,F,South Korea,KOR,1996,Atlanta,Handball,Handball Women's Handball,Silver,Handball,HBL,False
Jo Hyo-bi,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Ju Hui,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Kim Cha-yeon,F,South Korea,KOR,2004,Athina,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Kim Cha-yeon,F,South Korea,KOR,2008,Beijing,Handball,Handball Women's Handball,Bronze,Handball,HBL,True
Kim Cha-yeon,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Kim Chun-rye,F,South Korea,KOR,1984,Los Angeles,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Kim Chun-rye,F,South Korea,KOR,1988,Seoul,Handball,Handball Women's Handball,Gold,Handball,HBL,True
Kim Eun-mi,F,South Korea,KOR,1996,Atlanta,Handball,Handball Women's Handball,Silver,Handball,HBL,False
Kim Gyeong-sun,F,South Korea,KOR,1984,Los Angeles,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Kim Gyeong-sun,F,South Korea,KOR,1988,Seoul,Handball,Handball Women's Handball,Gold,Handball,HBL,True
Kim Hwa-suk,F,South Korea,KOR,1992,Barcelona,Handball,Handball Women's Handball,Gold,Handball,HBL,False
Kim Hyang-gi,F,South Korea,KOR,2000,Sydney,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Kim Hyeon-mi,F,South Korea,KOR,1988,Seoul,Handball,Handball Women's Handball,Gold,Handball,HBL,False
Kim Hyeon-ok,F,South Korea,KOR,2000,Sydney,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Kim Hyeon-ok,F,South Korea,KOR,2004,Athina,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Kim Jeong-mi,F,South Korea,KOR,1996,Atlanta,Handball,Handball Women's Handball,Silver,Handball,HBL,False
Kim Jeong-sim,F,South Korea,KOR,1996,Atlanta,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Kim Jeong-sim,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Kim Jin-sun,F,South Korea,KOR,2000,Sydney,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Kim Jin-yi,F,South Korea,KOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Kim Mi-sim,F,South Korea,KOR,1996,Atlanta,Handball,Handball Women's Handball,Silver,Handball,HBL,False
Kim Mi-suk,F,South Korea,KOR,1984,Los Angeles,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Kim Mi-suk,F,South Korea,KOR,1988,Seoul,Handball,Handball Women's Handball,Gold,Handball,HBL,True
Kim Myeong-sun,F,South Korea,KOR,1988,Seoul,Handball,Handball Women's Handball,Gold,Handball,HBL,False
Kim Nam-sun,F,South Korea,KOR,2008,Beijing,Handball,Handball Women's Handball,Bronze,Handball,HBL,False
Kim Ok-hwa,F,South Korea,KOR,1984,Los Angeles,Handball,Handball Women's Handball,Silver,Handball,HBL,False
Kim On-a,F,South Korea,KOR,2008,Beijing,Handball,Handball Women's Handball,Bronze,Handball,HBL,True
Kim On-a,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Kim On-a,F,South Korea,KOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Kim Rang,F,South Korea,KOR,1996,Atlanta,Handball,Handball Women's Handball,Silver,Handball,HBL,False
Kwag Hye-jeong,F,South Korea,KOR,1996,Atlanta,Handball,Handball Women's Handball,Silver,Handball,HBL,False
Lee Eun-bi,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Lee Eun-bi,F,South Korea,KOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Lee Gi-sun,F,South Korea,KOR,1988,Seoul,Handball,Handball Women's Handball,Gold,Handball,HBL,False
Lee Gong-ju,F,South Korea,KOR,2004,Athina,Handball,Handball Women's Handball,Silver,Handball,HBL,False
Lee Ho-yeon,F,South Korea,KOR,1992,Barcelona,Handball,Handball Women's Handball,Gold,Handball,HBL,False
Lee Jeong-yeong,F,South Korea,KOR,2000,Sydney,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Lee Mi-gyeong,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Lee Mi-yeong,F,South Korea,KOR,1992,Barcelona,Handball,Handball Women's Handball,Gold,Handball,HBL,False
Lee Min-hui,F,South Korea,KOR,2008,Beijing,Handball,Handball Women's Handball,Bronze,Handball,HBL,False
Lee Nam-su,F,South Korea,KOR,2000,Sydney,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Lee Sang-eun,F,South Korea,KOR,1996,Atlanta,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Lee Sang-eun,F,South Korea,KOR,2000,Sydney,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Lee Sang-eun,F,South Korea,KOR,2004,Athina,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Lee Sun-i,F,South Korea,KOR,1984,Los Angeles,Handball,Handball Women's Handball,Silver,Handball,HBL,False
Lee Yeong-ja,F,South Korea,KOR,1984,Los Angeles,Handball,Handball Women's Handball,Silver,Handball,HBL,False
Min Hye-suk,F,South Korea,KOR,1992,Barcelona,Handball,Handball Women's Handball,Gold,Handball,HBL,False
Mun Gyeong-ha,F,South Korea,KOR,2000,Sydney,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Mun Gyeong-ha,F,South Korea,KOR,2004,Athina,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Mun Gyeong-ha,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Mun Hyang-ja,F,South Korea,KOR,1992,Barcelona,Handball,Handball Women's Handball,Gold,Handball,HBL,True
Mun Hyang-ja,F,South Korea,KOR,1996,Atlanta,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Mun Pil-hui,F,South Korea,KOR,2004,Athina,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Mun Pil-hui,F,South Korea,KOR,2008,Beijing,Handball,Handball Women's Handball,Bronze,Handball,HBL,True
Myeom Bok-hui,F,South Korea,KOR,2004,Athina,Handball,Handball Women's Handball,Silver,Handball,HBL,False
Nam Eun-yeong,F,South Korea,KOR,1992,Barcelona,Handball,Handball Women's Handball,Gold,Handball,HBL,False
Nam Yeong-sin,F,South Korea,KOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Oh Seong-ok,F,South Korea,KOR,1992,Barcelona,Handball,Handball Women's Handball,Gold,Handball,HBL,True
Oh Seong-ok,F,South Korea,KOR,1996,Atlanta,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Oh Seong-ok,F,South Korea,KOR,2000,Sydney,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Oh Seong-ok,F,South Korea,KOR,2004,Athina,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Oh Seong-ok,F,South Korea,KOR,2008,Beijing,Handball,Handball Women's Handball,Bronze,Handball,HBL,True
Oh Yeong-ran,F,South Korea,KOR,1996,Atlanta,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Oh Yeong-ran,F,South Korea,KOR,2000,Sydney,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Oh Yeong-ran,F,South Korea,KOR,2004,Athina,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Oh Yeong-ran,F,South Korea,KOR,2008,Beijing,Handball,Handball Women's Handball,Bronze,Handball,HBL,True
Oh Yeong-ran,F,South Korea,KOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Park Gap-suk,F,South Korea,KOR,1992,Barcelona,Handball,Handball Women's Handball,Gold,Handball,HBL,False
Park Jeong-hui,F,South Korea,KOR,2000,Sydney,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Park Jeong-hui,F,South Korea,KOR,2008,Beijing,Handball,Handball Women's Handball,Bronze,Handball,HBL,True
Park Jeong-rim,F,South Korea,KOR,1992,Barcelona,Handball,Handball Women's Handball,Gold,Handball,HBL,True
Park Jeong-rim,F,South Korea,KOR,1996,Atlanta,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Park Mi-ra,F,South Korea,KOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,Handball,HBL,False
Seok Min-hui,F,South Korea,KOR,1988,Seoul,Handball,Handball Women's Handball,Gold,Handball,HBL,False
Seong Gyeong-hwa,F,South Korea,KOR,1984,Los Angeles,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Seong Gyeong-hwa,F,South Korea,KOR,1988,Seoul,Handball,Handball Women's Handball,Gold,Handball,HBL,True
Sim Hae-in,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Sim Hae-in,F,South Korea,KOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Son Mi-na,F,South Korea,KOR,1984,Los Angeles,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Son Mi-na,F,South Korea,KOR,1988,Seoul,Handball,Handball Women's Handball,Gold,Handball,HBL,True
Song Hai-rim,F,South Korea,KOR,2008,Beijing,Handball,Handball Women's Handball,Bronze,Handball,HBL,True
Song Hai-rim,F,South Korea,KOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,No medal,Handball,HBL,True
Song Ji-hyeon,F,South Korea,KOR,1988,Seoul,Handball,Handball Women's Handball,Gold,Handball,HBL,False
Wu Seon-hui,F,South Korea,KOR,2004,Athina,Handball,Handball Women's Handball,Silver,Handball,HBL,True
Wu Seon-hui,F,South Korea,KOR,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,True
