Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Michelle (-schneider),F,United States,USA,1984,Los Angeles,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,True
Michelle (-schneider),F,United States,USA,1988,Seoul,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,True
Jessica Davis,F,United States,USA,1996,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,False
Kiana Eide,F,United States,USA,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,False
Mandy (-morgan),F,United States,USA,1996,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,False
Alisa Kano,F,United States,USA,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,False
Tamara (-campos),F,United States,USA,1992,Barcelona,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,False
Jenifer (-moreno),F,United States,USA,1992,Barcelona,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,False
Alaine (-wilson),F,United States,USA,1996,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,False
Natalie Mcgiffert,F,United States,USA,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,False
Katherine (-nack),F,United States,USA,1996,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,False
Monica Rokhman,F,United States,USA,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,False
Mary Sanders,F,United States,USA,2004,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,False
Kristen Shaldybin,F,United States,USA,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,False
Brandi Siegel,F,United States,USA,1996,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,False
Challen Sievers,F,United States,USA,1996,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,False
Diane (-bundy),F,United States,USA,1988,Seoul,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,False
Rebecca Turner,F,United States,USA,1996,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,False
Laura Zeng,F,United States,USA,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,True
Julie Zetlin,F,United States,USA,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,False
Valerie (-schneiderman),F,United States,USA,1984,Los Angeles,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,False
Isabelle Connor,F,United States,USA,2020,Tokyo,Rhythmic Gymnastics,Group All-Around Team,No medal,False
Camilla Feeley,F,United States,USA,2020,Tokyo,Rhythmic Gymnastics,Group All-Around Team,No medal,False
Evita Griskenas,F,United States,USA,2020,Tokyo,Rhythmic Gymnastics,Individual All-Around,No medal,True
Lili Mizuno,F,United States,USA,2020,Tokyo,Rhythmic Gymnastics,Group All-Around Team,No medal,False
Elizaveta Pletneva,F,United States,USA,2020,Tokyo,Rhythmic Gymnastics,Group All-Around Team,No medal,False
Nicole Sladkov,F,United States,USA,2020,Tokyo,Rhythmic Gymnastics,Group All-Around Team,No medal,False
Laura Zeng,F,United States,USA,2020,Tokyo,Rhythmic Gymnastics,Individual All-Around,No medal,True
Evita Griskenas,F,United States,USA,2024,Paris,Rhythmic Gymnastics,Individual All-Around,No medal,True
