Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
van Anna,F,Netherlands,NED,2020,Tokyo,Cycling Road,Women's Road Race,No medal,Women's,CRD,True
van Anna,F,Netherlands,NED,2020,Tokyo,Cycling Road,Women's Individual Time Trial,Bronze,Women's,CRD,True
van Annemiek,F,Netherlands,NED,2020,Tokyo,Cycling Road,Women's Road Race,Silver,Women's,CRD,True
van Annemiek,F,Netherlands,NED,2020,Tokyo,Cycling Road,Women's Individual Time Trial,Gold,Women's,CRD,True
Demi Vollering,F,Netherlands,NED,2020,Tokyo,Cycling Road,Women's Road Race,No medal,Women's,CRD,True
Marianne Vos,F,Netherlands,NED,2020,Tokyo,Cycling Road,Women's Road Race,No medal,Women's,CRD,True
Demi Vollering,F,Netherlands,NED,2024,Paris,Cycling Road,Women's Road Race,No medal,Women's,CRD,True
Demi Vollering,F,Netherlands,NED,2024,Paris,Cycling Road,Women's Individual Time Trial,No medal,Women's,CRD,True
van Ellen,F,Netherlands,NED,2024,Paris,Cycling Road,Women's Road Race,No medal,Women's,CRD,True
van Ellen,F,Netherlands,NED,2024,Paris,Cycling Road,Women's Individual Time Trial,No medal,Women's,CRD,True
Marianne Vos,F,Netherlands,NED,2024,Paris,Cycling Road,Women's Road Race,Silver,Women's,CRD,True
Lorena Wiebes,F,Netherlands,NED,2024,Paris,Cycling Road,Women's Road Race,No medal,Women's,CRD,False
