Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Taha Karim,M,Iraq,IRQ,1960,Roma,Boxing,Boxing Men's Lightweight,No medal,False
Ahmed Ahmed,M,Iraq,IRQ,2012,London,Boxing,Boxing Men's Welterweight,No medal,False
Waheed Karaawi,M,Iraq,IRQ,2016,Rio de Janeiro,Boxing,Boxing Men's Middleweight,No medal,False
Sadoon Aboub,M,Iraq,IRQ,1988,Seoul,Boxing,Boxing Men's Light-Flyweight,No medal,False
Ahmed Aboud,M,Iraq,IRQ,1992,Barcelona,Boxing,Boxing Men's Bantamweight,No medal,False
Khalid Al-karkhi,M,Iraq,IRQ,1960,Roma,Boxing,Boxing Men's Light-Welterweight,No medal,True
Khalid Al-karkhi,M,Iraq,IRQ,1964,Tokyo,Boxing,Boxing Men's Welterweight,No medal,True
Najah Salah,M,Iraq,IRQ,2004,Athina,Boxing,Boxing Men's Light-Flyweight,No medal,False
Youssef Anwer,M,Iraq,IRQ,1964,Tokyo,Boxing,Boxing Men's Featherweight,No medal,False
Salah Beden,M,Iraq,IRQ,1980,Moskva,Boxing,Boxing Men's Light-Middleweight,No medal,False
Farouk Jawad,M,Iraq,IRQ,1980,Moskva,Boxing,Boxing Men's Light-Welterweight,No medal,False
Furas Hashim,M,Iraq,IRQ,1992,Barcelona,Boxing,Boxing Men's Light-Middleweight,No medal,False
Amir Hussain,M,Iraq,IRQ,1988,Seoul,Boxing,Boxing Men's Flyweight,No medal,False
Ali Jawad,M,Iraq,IRQ,1980,Moskva,Boxing,Boxing Men's Featherweight,No medal,False
Samir Khenyab,M,Iraq,IRQ,1980,Moskva,Boxing,Boxing Men's Flyweight,No medal,True
Samir Khenyab,M,Iraq,IRQ,1984,Los Angeles,Boxing,Boxing Men's Lightweight,No medal,True
Farid Makhdi,M,Iraq,IRQ,1980,Moskva,Boxing,Boxing Men's Light-Flyweight,No medal,False
Sadie Mohammed,M,Iraq,IRQ,1980,Moskva,Boxing,Boxing Men's Welterweight,No medal,False
Moustafa Saleh,M,Iraq,IRQ,1988,Seoul,Boxing,Boxing Men's Bantamweight,No medal,False
Ismail Salman,M,Iraq,IRQ,1980,Moskva,Boxing,Boxing Men's Light-Heavyweight,No medal,True
Ismail Salman,M,Iraq,IRQ,1984,Los Angeles,Boxing,Boxing Men's Light-Heavyweight,No medal,True
Abbas Zeghayer,M,Iraq,IRQ,1984,Los Angeles,Boxing,Boxing Men's Light-Flyweight,No medal,False
