Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Andrew Aitken,M,United Kingdom,GBR,1948,London,Football,Football Men's Football,No medal,Football,FBL,False
Joseph Allen,M,United Kingdom,GBR,2012,London,Football,Football Men's Football,No medal,Football,FBL,False
William Amor,M,United Kingdom,GBR,1948,London,Football,Football Men's Football,No medal,Football,FBL,False
George Atkinson,M,United Kingdom,GBR,1920,Antwerpen,Football,Football Men's Football,No medal,Football,FBL,False
Horace Bailey,M,United Kingdom,GBR,1908,London,Football,Football Men's Football,Gold,Football,FBL,False
Craig Bellamy,M,United Kingdom,GBR,2012,London,Football,Football Men's Football,No medal,Football,FBL,False
Edward Bennett,M,United Kingdom,GBR,1952,Helsinki,Football,Football Men's Football,No medal,Football,FBL,False
Arthur Berry,M,United Kingdom,GBR,1908,London,Football,Football Men's Football,Gold,Football,FBL,True
Arthur Berry,M,United Kingdom,GBR,1912,Stockholm,Football,Football Men's Football,Gold,Football,FBL,True
Ryan Bertrand,M,United Kingdom,GBR,2012,London,Football,Football Men's Football,No medal,Football,FBL,False
John Boyd,M,United Kingdom,GBR,1948,London,Football,Football Men's Football,No medal,Football,FBL,False
Ronald Brebner,M,United Kingdom,GBR,1912,Stockholm,Football,Football Men's Football,Gold,Football,FBL,False
George Bromilow,M,United Kingdom,GBR,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False
Robert Brown,M,United Kingdom,GBR,1960,Roma,Football,Football Men's Football,No medal,Football,FBL,False
Laurence Brown,M,United Kingdom,GBR,1960,Roma,Football,Football Men's Football,No medal,Football,FBL,False
Maurice Bunyan,M,United Kingdom,GBR,1920,Antwerpen,Football,Football Men's Football,No medal,Football,FBL,False
Thomas Burn,M,United Kingdom,GBR,1912,Stockholm,Football,Football Men's Football,Gold,Football,FBL,False
Jack Butland,M,United Kingdom,GBR,2012,London,Football,Football Men's Football,No medal,Football,FBL,False
Angus Carmichael,M,United Kingdom,GBR,1948,London,Football,Football Men's Football,No medal,Football,FBL,False
Steven Caulker,M,United Kingdom,GBR,2012,London,Football,Football Men's Football,No medal,Football,FBL,False
Frederick Chapman,M,United Kingdom,GBR,1908,London,Football,Football Men's Football,Gold,Football,FBL,False
Bertram Clements,M,United Kingdom,GBR,1936,Berlin,Football,Football Men's Football,No medal,Football,FBL,False
Thomas Cleverley,M,United Kingdom,GBR,2012,London,Football,Football Men's Football,No medal,Football,FBL,False
Walter Corbett,M,United Kingdom,GBR,1908,London,Football,Football Men's Football,Gold,Football,FBL,False
Jack Cork,M,United Kingdom,GBR,2012,London,Football,Football Men's Football,No medal,Football,FBL,False
James Crawford,M,United Kingdom,GBR,1936,Berlin,Football,Football Men's Football,No medal,Football,FBL,False
Craig Dawson,M,United Kingdom,GBR,2012,London,Football,Football Men's Football,No medal,Football,FBL,False
John Devine,M,United Kingdom,GBR,1960,Roma,Football,Football Men's Football,No medal,Football,FBL,False
Joseph Dines,M,United Kingdom,GBR,1912,Stockholm,Football,Football Men's Football,Gold,Football,FBL,False
John Dodds,M,United Kingdom,GBR,1936,Berlin,Football,Football Men's Football,No medal,Football,FBL,False
Herbert Dodkins,M,United Kingdom,GBR,1956,Melbourne,Football,Football Men's Football,No medal,Football,FBL,False
Francis Donovan,M,United Kingdom,GBR,1948,London,Football,Football Men's Football,No medal,Football,FBL,False
Maurice Edelston,M,United Kingdom,GBR,1936,Berlin,Football,Football Men's Football,No medal,Football,FBL,False
