Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Abdelhak Aatakni,M,Morocco,MAR,2012,London,Boxing,Boxing Men's Light-Welterweight,No medal,Boxing,BOX,False,True
Abdel Achik,M,Morocco,MAR,1988,Seoul,Boxing,Boxing Men's Featherweight,Bronze,Boxing,BOX,False,True
Mohamed Achik,M,Morocco,MAR,1988,Seoul,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,True,True
Mohamed Achik,M,Morocco,MAR,1992,Barcelona,Boxing,Boxing Men's Bantamweight,Bronze,Boxing,BOX,True,False
Mohamed Achik,M,Morocco,MAR,1996,Atlanta,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,True,False
Lahcen Ahidous,M,Morocco,MAR,1964,Tokyo,Boxing,Boxing Men's Middleweight,No medal,Boxing,BOX,True,True
Lahcen Ahidous,M,Morocco,MAR,1968,Mexico City,Boxing,Boxing Men's Middleweight,No medal,Boxing,BOX,True,False
Hamid Bighrade,M,Morocco,MAR,2004,Athina,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,False,True
Miloud Hammi,M,Morocco,MAR,2004,Athina,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,False,True
Mohamed Amanissi,M,Morocco,MAR,2008,Beijing,Boxing,Boxing Men's Super-Heavyweight,No medal,Boxing,BOX,False,True
Mohamed Al-arjaoui,M,Morocco,MAR,2008,Beijing,Boxing,Boxing Men's Heavyweight,No medal,Boxing,BOX,True,True
Mohamed Al-arjaoui,M,Morocco,MAR,2012,London,Boxing,Boxing Men's Super-Heavyweight,No medal,Boxing,BOX,True,False
Mohamed Al-arjaoui,M,Morocco,MAR,2016,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,No medal,Boxing,BOX,True,False
Mohamed Atmani,M,Morocco,MAR,1960,Roma,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,False,True
Tahar Aziz,M,Morocco,MAR,1968,Mexico City,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,False,True
Ahmed Al-barki,M,Morocco,MAR,2012,London,Boxing,Boxing Men's Light-Heavyweight,No medal,Boxing,BOX,False,True
Abdel Belghiti,M,Morocco,MAR,1960,Roma,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,False,True
Fatah Farj,M,Morocco,MAR,1964,Tokyo,Boxing,Boxing Men's Light-Welterweight,No medal,Boxing,BOX,False,True
Moustafa Lahbib,M,Morocco,MAR,1960,Roma,Boxing,Boxing Men's Middleweight,No medal,Boxing,BOX,False,True
Hamid Berhili,M,Morocco,MAR,1992,Barcelona,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,True,True
Hamid Berhili,M,Morocco,MAR,1996,Atlanta,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,True,False
Ahmed Bouazza,M,Morocco,MAR,1960,Roma,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,False,True
Mohamed Boubekeur,M,Morocco,MAR,1960,Roma,Boxing,Boxing Men's Light-Welterweight,No medal,Boxing,BOX,False,True
Mohamed Bouchara,M,Morocco,MAR,1968,Mexico City,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,False,True
Redouane Bouchtouk,M,Morocco,MAR,2004,Athina,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,True,True
Redouane Bouchtouk,M,Morocco,MAR,2008,Beijing,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,True,False
Abdelali Darra,M,Morocco,MAR,2012,London,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,False,True
Rachid El-haddak,M,Morocco,MAR,2004,Athina,Boxing,Boxing Men's Heavyweight,No medal,Boxing,BOX,False,True
Mustapha Fadli,M,Morocco,MAR,1984,Los Angeles,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,False,True
Abdel Fatihi,M,Morocco,MAR,1976,Montreal,Boxing,Boxing Men's Light-Heavyweight,No medal,Boxing,BOX,False,True
Abdel Gangani,M,Morocco,MAR,1960,Roma,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,False,True
Badr-Eddine Haddioui,M,Morocco,MAR,2012,London,Boxing,Boxing Men's Middleweight,No medal,Boxing,BOX,False,True
Mohamed Hamout,M,Morocco,MAR,2016,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,True,True
Mohamed Hassane,M,Morocco,MAR,1960,Roma,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,False,True
Boujemaa Hilmann,M,Morocco,MAR,1968,Mexico City,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,False,True
Al-Mehdi Al-khalsi,M,Morocco,MAR,2008,Beijing,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,True,True
Al-Mehdi Al-khalsi,M,Morocco,MAR,2012,London,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,True,False
Achraf Kharroubi,M,Morocco,MAR,2016,Rio de Janeiro,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,False,True
Hassan Lahmar,M,Morocco,MAR,1984,Los Angeles,Boxing,Boxing Men's Light-Welterweight,No medal,Boxing,BOX,False,True
Kabil Lahsen,M,Morocco,MAR,1996,Atlanta,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,False,True
Aboubakr Al-lbida,M,Morocco,MAR,2012,London,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,False,True
Lahcen Maghfour,M,Morocco,MAR,1972,Munich,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,False,True
Kamal Marjouane,M,Morocco,MAR,1988,Seoul,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,True,True
Kamal Marjouane,M,Morocco,MAR,1992,Barcelona,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,True,False
Hicham Mesbahi,M,Morocco,MAR,2000,Sydney,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,True,True
Hicham Mesbahi,M,Morocco,MAR,2004,Athina,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,True,False
Hicham Mesbahi,M,Morocco,MAR,2008,Beijing,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,True,False
Mohamed Mesbahi,M,Morocco,MAR,1992,Barcelona,Boxing,Boxing Men's Light-Middleweight,No medal,Boxing,BOX,True,True
Mohamed Mesbahi,M,Morocco,MAR,1996,Atlanta,Boxing,Boxing Men's Middleweight,No medal,Boxing,BOX,True,False
Mohamed Mesbahi,M,Morocco,MAR,2000,Sydney,Boxing,Boxing Men's Middleweight,No medal,Boxing,BOX,True,False
Al-Mahjoub M'jirih,M,Morocco,MAR,1984,Los Angeles,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,True,True
Al-Mahjoub M'jirih,M,Morocco,MAR,1988,Seoul,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,True,False
Aissa Moukrim,M,Morocco,MAR,1988,Seoul,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,False,True
Driss Moussaid,M,Morocco,MAR,2008,Beijing,Boxing,Boxing Men's Light-Welterweight,No medal,Boxing,BOX,False,True
Hicham Nafil,M,Morocco,MAR,1996,Atlanta,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,True,True
Hicham Nafil,M,Morocco,MAR,2004,Athina,Boxing,Boxing Men's Light-Welterweight,No medal,Boxing,BOX,True,False
Abderrahim Najm,M,Morocco,MAR,1976,Montreal,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,False,True
Abdelillah Nhaila,M,Morocco,MAR,2008,Beijing,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,False,True
Ali Ouabbou,M,Morocco,MAR,1972,Munich,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,False,True
Mahdi Ouatine,M,Morocco,MAR,2008,Beijing,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,False,True
Hassan Oucheikh,M,Morocco,MAR,2000,Sydney,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,False,True
Mohammed Rabii,M,Morocco,MAR,2016,Rio de Janeiro,Boxing,Boxing Men's Welterweight,Bronze,Boxing,BOX,False,True
Said Rachidi,M,Morocco,MAR,2008,Beijing,Boxing,Boxing Men's Middleweight,No medal,Boxing,BOX,False,True
Azize Al-raguig,M,Morocco,MAR,2000,Sydney,Boxing,Boxing Men's Light-Heavyweight,No medal,Boxing,BOX,False,True
Khalid Rahilou,M,Morocco,MAR,1988,Seoul,Boxing,Boxing Men's Light-Welterweight,No medal,Boxing,BOX,False,True
Mohamed Rais,M,Morocco,MAR,1976,Montreal,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,False,True
Mohamed Saoud,M,Morocco,MAR,1976,Montreal,Boxing,Boxing Men's Middleweight,No medal,Boxing,BOX,False,True
Ahmed Sarir,M,Morocco,MAR,1992,Barcelona,Boxing,Boxing Men's Super-Heavyweight,No medal,Boxing,BOX,False,True
Mohamed Sourour,M,Morocco,MAR,1968,Mexico City,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,True,True
Mohamed Sourour,M,Morocco,MAR,1972,Munich,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,True,False
Al-Tahar Al-tamsamani,M,Morocco,MAR,2000,Sydney,Boxing,Boxing Men's Featherweight,Bronze,Boxing,BOX,True,True
Al-Tahar Al-tamsamani,M,Morocco,MAR,2004,Athina,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,True,False
Al-Tahar Al-tamsamani,M,Morocco,MAR,2008,Beijing,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,True,False
Abdellah Taouane,M,Morocco,MAR,1988,Seoul,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,True,True
Abdellah Taouane,M,Morocco,MAR,1992,Barcelona,Boxing,Boxing Men's Welterweight,No medal,Boxing,BOX,True,False
Abdellah Tibazi,M,Morocco,MAR,1984,Los Angeles,Boxing,Boxing Men's Light-Middleweight,No medal,Boxing,BOX,False,True
Mbarek Zarrougui,M,Morocco,MAR,1976,Montreal,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,False,True
Mohamed Zbir,M,Morocco,MAR,1992,Barcelona,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,True,True
Mohamed Zbir,M,Morocco,MAR,1996,Atlanta,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,True,False
