Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Mircea Bedivan,M,Romania,ROU,1984,Los Angeles,Handball,Handball Men's Handball,Bronze,Handball,HBL,False
Dumitru Berbece,M,Romania,ROU,1984,Los Angeles,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Dumitru Berbece,M,Romania,ROU,1992,Barcelona,Handball,Handball Men's Handball,No medal,Handball,HBL,True
tefan Birtalan,M,Romania,ROU,1972,Munich,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
tefan Birtalan,M,Romania,ROU,1976,Montreal,Handball,Handball Men's Handball,Silver,Handball,HBL,True
tefan Birtalan,M,Romania,ROU,1980,Moskva,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Mitic Bonta,M,Romania,ROU,1992,Barcelona,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Iosif Boro,M,Romania,ROU,1980,Moskva,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Iosif Boro,M,Romania,ROU,1984,Los Angeles,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Alexandru Buligan,M,Romania,ROU,1984,Los Angeles,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Alexandru Buligan,M,Romania,ROU,1992,Barcelona,Handball,Handball Men's Handball,No medal,Handball,HBL,True
Adrian Cosma,M,Romania,ROU,1972,Munich,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Adrian Cosma,M,Romania,ROU,1976,Montreal,Handball,Handball Men's Handball,Silver,Handball,HBL,True
Adrian Cosma,M,Romania,ROU,1980,Moskva,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Gheorghe Covaciu,M,Romania,ROU,1984,Los Angeles,Handball,Handball Men's Handball,Bronze,Handball,HBL,False
Mihai Dedu,M,Romania,ROU,1992,Barcelona,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Alexandru Dinc,M,Romania,ROU,1972,Munich,Handball,Handball Men's Handball,Bronze,Handball,HBL,False
George Dogrescu,M,Romania,ROU,1984,Los Angeles,Handball,Handball Men's Handball,Bronze,Handball,HBL,False
Cezar Drgni,M,Romania,ROU,1976,Montreal,Handball,Handball Men's Handball,Silver,Handball,HBL,True
Cezar Drgni,M,Romania,ROU,1980,Moskva,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Marian Dumitru,M,Romania,ROU,1980,Moskva,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Marian Dumitru,M,Romania,ROU,1984,Los Angeles,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Marian Dumitru,M,Romania,ROU,1992,Barcelona,Handball,Handball Men's Handball,No medal,Handball,HBL,True
Cornel Duru,M,Romania,ROU,1980,Moskva,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Cornel Duru,M,Romania,ROU,1984,Los Angeles,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Peter Fecsi,M,Romania,ROU,1936,Berlin,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Alexandru Flker,M,Romania,ROU,1976,Montreal,Handball,Handball Men's Handball,Silver,Handball,HBL,True
Alexandru Flker,M,Romania,ROU,1980,Moskva,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Alexandru Flker,M,Romania,ROU,1984,Los Angeles,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Cristian Gau,M,Romania,ROU,1972,Munich,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Cristian Gau,M,Romania,ROU,1976,Montreal,Handball,Handball Men's Handball,Silver,Handball,HBL,True
Mircea Grabovschi,M,Romania,ROU,1976,Montreal,Handball,Handball Men's Handball,Silver,Handball,HBL,False
Gheorghe Gruia,M,Romania,ROU,1972,Munich,Handball,Handball Men's Handball,Bronze,Handball,HBL,False
Roland Gune,M,Romania,ROU,1972,Munich,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Roland Gune,M,Romania,ROU,1976,Montreal,Handball,Handball Men's Handball,Silver,Handball,HBL,True
Friedrich Haffer,M,Romania,ROU,1936,Berlin,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Karl Haffer,M,Romania,ROU,1936,Berlin,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Friedrich Halmen,M,Romania,ROU,1936,Berlin,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Wilhelm Heidel,M,Romania,ROU,1936,Berlin,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Hans Hermannstdter,M,Romania,ROU,1936,Berlin,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Hans Herzog,M,Romania,ROU,1936,Berlin,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Alfred Hchsmann,M,Romania,ROU,1936,Berlin,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Bruno Holztrger,M,Romania,ROU,1936,Berlin,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Claudiu Ionescu,M,Romania,ROU,1980,Moskva,Handball,Handball Men's Handball,Bronze,Handball,HBL,False
Gabriel Kicsid,M,Romania,ROU,1972,Munich,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Gabriel Kicsid,M,Romania,ROU,1976,Montreal,Handball,Handball Men's Handball,Silver,Handball,HBL,True
Wilhelm Kirschner,M,Romania,ROU,1936,Berlin,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Gheorghe Licu,M,Romania,ROU,1972,Munich,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Gheorghe Licu,M,Romania,ROU,1976,Montreal,Handball,Handball Men's Handball,Silver,Handball,HBL,True
Robert Licu,M,Romania,ROU,1992,Barcelona,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Dan Marin,M,Romania,ROU,1972,Munich,Handball,Handball Men's Handball,Bronze,Handball,HBL,False
Ion Mocanu,M,Romania,ROU,1992,Barcelona,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Nicolae Munteanu,M,Romania,ROU,1976,Montreal,Handball,Handball Men's Handball,Silver,Handball,HBL,True
Nicolae Munteanu,M,Romania,ROU,1980,Moskva,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Nicolae Munteanu,M,Romania,ROU,1984,Los Angeles,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Costica Neagu,M,Romania,ROU,1992,Barcelona,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Vasile Oprea,M,Romania,ROU,1984,Los Angeles,Handball,Handball Men's Handball,Bronze,Handball,HBL,False
Cornel Penu,M,Romania,ROU,1972,Munich,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Cornel Penu,M,Romania,ROU,1976,Montreal,Handball,Handball Men's Handball,Silver,Handball,HBL,True
Adrian Popovici,M,Romania,ROU,1992,Barcelona,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Rudi Priscaru,M,Romania,ROU,1992,Barcelona,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Ionel Radu,M,Romania,ROU,1992,Barcelona,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Titel Rdu,M,Romania,ROU,1992,Barcelona,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Valentin Samungi,M,Romania,ROU,1972,Munich,Handball,Handball Men's Handball,Bronze,Handball,HBL,False
Simion Schobel,M,Romania,ROU,1972,Munich,Handball,Handball Men's Handball,Bronze,Handball,HBL,False
Gnther Schorsten,M,Romania,ROU,1936,Berlin,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Adrian Simion,M,Romania,ROU,1984,Los Angeles,Handball,Handball Men's Handball,Bronze,Handball,HBL,False
Robert Speck,M,Romania,ROU,1936,Berlin,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Vasile Stng,M,Romania,ROU,1980,Moskva,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Vasile Stng,M,Romania,ROU,1984,Los Angeles,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Werner Stckl,M,Romania,ROU,1972,Munich,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Werner Stckl,M,Romania,ROU,1976,Montreal,Handball,Handball Men's Handball,Silver,Handball,HBL,True
Gabriel Toacsen,M,Romania,ROU,1992,Barcelona,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Constantin Tudosie,M,Romania,ROU,1972,Munich,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Constantin Tudosie,M,Romania,ROU,1976,Montreal,Handball,Handball Men's Handball,Silver,Handball,HBL,True
Lucian Vasilache,M,Romania,ROU,1980,Moskva,Handball,Handball Men's Handball,Bronze,Handball,HBL,False
Neculai Vasilca,M,Romania,ROU,1980,Moskva,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Neculai Vasilca,M,Romania,ROU,1984,Los Angeles,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Radu Voina,M,Romania,ROU,1972,Munich,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Radu Voina,M,Romania,ROU,1976,Montreal,Handball,Handball Men's Handball,Silver,Handball,HBL,True
Radu Voina,M,Romania,ROU,1980,Moskva,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Maricel Voinea,M,Romania,ROU,1980,Moskva,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Maricel Voinea,M,Romania,ROU,1984,Los Angeles,Handball,Handball Men's Handball,Bronze,Handball,HBL,True
Maricel Voinea,M,Romania,ROU,1992,Barcelona,Handball,Handball Men's Handball,No medal,Handball,HBL,True
Wilhelm Zacharias,M,Romania,ROU,1936,Berlin,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Valentin Zaharia,M,Romania,ROU,1992,Barcelona,Handball,Handball Men's Handball,No medal,Handball,HBL,False
Hans Zikeli,M,Romania,ROU,1936,Berlin,Handball,Handball Men's Handball,No medal,Handball,HBL,False
tefan Zoller,M,Romania,ROU,1936,Berlin,Handball,Handball Men's Handball,No medal,Handball,HBL,False
