Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Polona Hercog,F,Slovenia,SLO,2012,London,Tennis,Tennis Women's Singles,No medal,True
Polona Hercog,F,Slovenia,SLO,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,No medal,True
Andreja Klepa,F,Slovenia,SLO,2012,London,Tennis,Tennis Women's Doubles,No medal,False
Tina Krian,F,Slovenia,SLO,1992,Barcelona,Tennis,Tennis Women's Doubles,No medal,True
Tina Krian,F,Slovenia,SLO,2000,Sydney,Tennis,Tennis Women's Doubles,No medal,True
Karin Luni,F,Slovenia,SLO,1992,Barcelona,Tennis,Tennis Women's Doubles,No medal,False
Maja Matevi,F,Slovenia,SLO,2004,Athina,Tennis,Tennis Women's Singles,No medal,False
Tina Pisnik,F,Slovenia,SLO,2000,Sydney,Tennis,Tennis Women's Singles,No medal,True
Tina Pisnik,F,Slovenia,SLO,2004,Athina,Tennis,Tennis Women's Singles,No medal,True
Katarina Srebotnik,F,Slovenia,SLO,2000,Sydney,Tennis,Tennis Women's Singles,No medal,True
Katarina Srebotnik,F,Slovenia,SLO,2000,Sydney,Tennis,Tennis Women's Doubles,No medal,True
Katarina Srebotnik,F,Slovenia,SLO,2004,Athina,Tennis,Tennis Women's Singles,No medal,True
Katarina Srebotnik,F,Slovenia,SLO,2012,London,Tennis,Tennis Women's Doubles,No medal,True
