Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Klaus Ampler,M,East Germany,GDR,1968,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,False,True
Uwe Ampler,M,East Germany,GDR,1988,Seoul,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Uwe Ampler,M,East Germany,GDR,1988,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold,Cycling,CTR,True,True
Thomas Barth,M,East Germany,GDR,1980,Moskva,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,False,True
Steffen Blochwitz,M,East Germany,GDR,1988,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,Cycling,CTR,False,True
Falk Boden,M,East Germany,GDR,1980,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver,Cycling,CTR,False,True
Karl-Dietrich Diers,M,East Germany,GDR,1976,Montreal,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Karl-Dietrich Diers,M,East Germany,GDR,1976,Montreal,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
Bernd Dittert,M,East Germany,GDR,1988,Seoul,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze,Cycling,CTR,False,True
Bernd Drogan,M,East Germany,GDR,1980,Moskva,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Bernd Drogan,M,East Germany,GDR,1980,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver,Cycling,CTR,True,True
Norbert Drpisch,M,East Germany,GDR,1976,Montreal,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,False,True
Rudolf Franz,M,East Germany,GDR,1968,Mexico City,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,False,True
Hans-Jrgen Geschke,M,East Germany,GDR,1968,Mexico City,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",No medal,Cycling,CTR,True,True
Hans-Jrgen Geschke,M,East Germany,GDR,1972,Munich,Cycling,Cycling Men's Sprint,No medal,Cycling,CTR,True,False
Hans-Jrgen Geschke,M,East Germany,GDR,1972,Munich,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver,Cycling,CTR,True,False
Hans-Jrgen Geschke,M,East Germany,GDR,1976,Montreal,Cycling,Cycling Men's Sprint,Bronze,Cycling,CTR,True,False
Dieter Gonschorek,M,East Germany,GDR,1972,Munich,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,False,True
Dieter Grabe,M,East Germany,GDR,1968,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,False,True
Klaus-Jrgen Grnke,M,East Germany,GDR,1976,Montreal,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold,Cycling,CTR,False,True
Hans-Joachim Hartnick,M,East Germany,GDR,1976,Montreal,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Hans-Joachim Hartnick,M,East Germany,GDR,1976,Montreal,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
Hans-Joachim Hartnick,M,East Germany,GDR,1980,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver,Cycling,CTR,True,False
Roland Hennig,M,East Germany,GDR,1988,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,Cycling,CTR,False,True
Lutz Helich,M,East Germany,GDR,1980,Moskva,Cycling,Cycling Men's Sprint,Gold,Cycling,CTR,True,True
Lutz Helich,M,East Germany,GDR,1988,Seoul,Cycling,Cycling Men's Sprint,Gold,Cycling,CTR,True,False
Gnter Hoffmann,M,East Germany,GDR,1968,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,False,True
Thomas Huschke,M,East Germany,GDR,1972,Munich,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",No medal,Cycling,CTR,True,True
Thomas Huschke,M,East Germany,GDR,1972,Munich,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,Cycling,CTR,True,True
Thomas Huschke,M,East Germany,GDR,1976,Montreal,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze,Cycling,CTR,True,False
Thomas Huschke,M,East Germany,GDR,1976,Montreal,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal,Cycling,CTR,True,False
Wolfram Khn,M,East Germany,GDR,1972,Munich,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,False,True
Mario Kummer,M,East Germany,GDR,1988,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold,Cycling,CTR,False,True
Maik Landsmann,M,East Germany,GDR,1988,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold,Cycling,CTR,False,True
Gerhard Lauke,M,East Germany,GDR,1976,Montreal,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Gerhard Lauke,M,East Germany,GDR,1976,Montreal,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
Olaf Ludwig,M,East Germany,GDR,1980,Moskva,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Olaf Ludwig,M,East Germany,GDR,1980,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver,Cycling,CTR,True,True
Olaf Ludwig,M,East Germany,GDR,1988,Seoul,Cycling,"Cycling Men's Road Race, Individual",Gold,Cycling,CTR,True,False
Olaf Ludwig,M,East Germany,GDR,1988,Seoul,Cycling,Cycling Men's Points Race,No medal,Cycling,CTR,True,False
Maic Malchow,M,East Germany,GDR,1988,Seoul,Cycling,"Cycling Men's 1,000 metres Time Trial",No medal,Cycling,CTR,False,True
Dirk Meier,M,East Germany,GDR,1988,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,Cycling,CTR,False,True
Gerald Mortag,M,East Germany,GDR,1980,Moskva,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,Cycling,CTR,False,True
Karl-Heinz Oberfranz,M,East Germany,GDR,1972,Munich,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,False,True
Werner Otto,M,East Germany,GDR,1968,Mexico City,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",No medal,Cycling,CTR,True,True
Werner Otto,M,East Germany,GDR,1972,Munich,Cycling,Cycling Men's Sprint,No medal,Cycling,CTR,True,False
Werner Otto,M,East Germany,GDR,1972,Munich,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver,Cycling,CTR,True,False
Axel Peschel,M,East Germany,GDR,1968,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,False,True
Andreas Petermann,M,East Germany,GDR,1980,Moskva,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,False,True
