Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Terrence Jennings,M,United States,USA,2012,London,Taekwondo,Taekwondo Men's Featherweight,Bronze,False
Stephen Lambdin,M,United States,USA,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,No medal,False
Mark Lopez,M,United States,USA,2008,Beijing,Taekwondo,Taekwondo Men's Featherweight,Silver,False
Steven Lopez,M,United States,USA,2000,Sydney,Taekwondo,Taekwondo Men's Featherweight,Gold,True
Steven Lopez,M,United States,USA,2004,Athina,Taekwondo,Taekwondo Men's Welterweight,Gold,True
Steven Lopez,M,United States,USA,2008,Beijing,Taekwondo,Taekwondo Men's Welterweight,Bronze,True
Steven Lopez,M,United States,USA,2012,London,Taekwondo,Taekwondo Men's Welterweight,No medal,True
Steven Lopez,M,United States,USA,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Welterweight,No medal,True
Juan Moreno,M,United States,USA,2000,Sydney,Taekwondo,Taekwondo Men's Flyweight,No medal,False
Jonathan Healy,M,United States,USA,2024,Paris,Taekwondo,Men +80kg,No medal,False
Cj Nickolas,M,United States,USA,2024,Paris,Taekwondo,Men -80kg,No medal,False
