Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Patrick Birocheau,M,France,FRA,1988,Seoul,Table Tennis,Table Tennis Men's Singles,No medal,Table,TTE,True
Patrick Birocheau,M,France,FRA,1988,Seoul,Table Tennis,Table Tennis Men's Doubles,No medal,Table,TTE,True
Nicolas Chatelain,M,France,FRA,1992,Barcelona,Table Tennis,Table Tennis Men's Singles,No medal,Table,TTE,False
Patrick Chila,M,France,FRA,1996,Atlanta,Table Tennis,Table Tennis Men's Singles,No medal,Table,TTE,True
Patrick Chila,M,France,FRA,2004,Athina,Table Tennis,Table Tennis Men's Singles,No medal,Table,TTE,True
Patrick Chila,M,France,FRA,2008,Beijing,Table Tennis,Table Tennis Men's Singles,No medal,Table,TTE,True
Damien Loi,M,France,FRA,2000,Sydney,Table Tennis,Table Tennis Men's Singles,No medal,Table,TTE,True
Damien Loi,M,France,FRA,2008,Beijing,Table Tennis,Table Tennis Men's Singles,No medal,Table,TTE,True
Tristan Flore,M,France,FRA,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,No medal,Table,TTE,False
Jean-Philippe Gatien,M,France,FRA,1988,Seoul,Table Tennis,Table Tennis Men's Singles,No medal,Table,TTE,True
Jean-Philippe Gatien,M,France,FRA,1988,Seoul,Table Tennis,Table Tennis Men's Doubles,No medal,Table,TTE,True
Jean-Philippe Gatien,M,France,FRA,1992,Barcelona,Table Tennis,Table Tennis Men's Singles,Silver,Table,TTE,True
Jean-Philippe Gatien,M,France,FRA,1996,Atlanta,Table Tennis,Table Tennis Men's Singles,No medal,Table,TTE,True
Jean-Philippe Gatien,M,France,FRA,2000,Sydney,Table Tennis,Table Tennis Men's Singles,No medal,Table,TTE,True
Simon Gauzy,M,France,FRA,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,No medal,Table,TTE,True
Simon Gauzy,M,France,FRA,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,No medal,Table,TTE,True
Emmanuel Lebesson,M,France,FRA,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,No medal,Table,TTE,True
Emmanuel Lebesson,M,France,FRA,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,No medal,Table,TTE,True
Christophe Legot,M,France,FRA,2000,Sydney,Table Tennis,Table Tennis Men's Singles,No medal,Table,TTE,True
Christophe Legot,M,France,FRA,2008,Beijing,Table Tennis,Table Tennis Men's Singles,No medal,Table,TTE,True
Adrien Mattenet,M,France,FRA,2012,London,Table Tennis,Table Tennis Men's Singles,No medal,Table,TTE,False
Alexandre Cassin,M,France,FRA,2020,Tokyo,Table Tennis,Men's Team,No medal,Men's,TTE,False
Simon Gauzy,M,France,FRA,2020,Tokyo,Table Tennis,Men's Singles,No medal,Men's,TTE,True
Simon Gauzy,M,France,FRA,2020,Tokyo,Table Tennis,Men's Team,No medal,Men's,TTE,True
Emmanuel Lebesson,M,France,FRA,2020,Tokyo,Table Tennis,Men's Singles,No medal,Men's,TTE,True
Emmanuel Lebesson,M,France,FRA,2020,Tokyo,Table Tennis,Mixed Doubles Team,No medal,Mixed,TTE,True
Emmanuel Lebesson,M,France,FRA,2020,Tokyo,Table Tennis,Men's Team,No medal,Men's,TTE,True
Alexis Lebrun,M,France,FRA,2024,Paris,Table Tennis,Men's Singles,No medal,Men's,TTE,True
Alexis Lebrun,M,France,FRA,2024,Paris,Table Tennis,Men's Team,Bronze,Men's,TTE,True
Alexis Lebrun,M,France,FRA,2024,Paris,Table Tennis,Mixed Doubles,No medal,Mixed,TTE,True
Felix Lebrun,M,France,FRA,2024,Paris,Table Tennis,Men's Singles,Bronze,Men's,TTE,True
Felix Lebrun,M,France,FRA,2024,Paris,Table Tennis,Men's Team,Bronze,Men's,TTE,True
Simon Gauzy,M,France,FRA,2024,Paris,Table Tennis,Men's Team,Bronze,Men's,TTE,True
