Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Jamal Abdullah,M,Qatar,QAT,1992,Barcelona,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal,Athletics,ATH,True,True
Jamal Abdullah,M,Qatar,QAT,1996,Atlanta,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal,Athletics,ATH,True,False
Masoud Al-rahman,M,Qatar,QAT,1992,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,False,True
Ahmad Abdullah,M,Qatar,QAT,2008,Beijing,Athletics,"Athletics Men's 10,000 metres",No medal,Athletics,ATH,False,True
Ibrahim Aboubaker,M,Qatar,QAT,2004,Athina,Athletics,Athletics Men's Triple Jump,No medal,Athletics,ATH,True,True
Ibrahim Aboubaker,M,Qatar,QAT,2008,Beijing,Athletics,Athletics Men's Triple Jump,No medal,Athletics,ATH,True,False
Abdul Al-abdullah,M,Qatar,QAT,1996,Atlanta,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,False,True
Jamal Sultan,M,Qatar,QAT,1984,Los Angeles,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True,True
Jamal Sultan,M,Qatar,QAT,1984,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,Athletics,ATH,True,True
Sami Al-abdullah,M,Qatar,QAT,1992,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,True,True
Sami Al-abdullah,M,Qatar,QAT,1996,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,True,False
Hamad Al-dosari,M,Qatar,QAT,1996,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,False,True
Rashid Al-dosari,M,Qatar,QAT,2000,Sydney,Athletics,Athletics Men's Discus Throw,No medal,Athletics,ATH,True,True
Rashid Al-dosari,M,Qatar,QAT,2008,Beijing,Athletics,Athletics Men's Discus Throw,No medal,Athletics,ATH,True,False
Mohamad Al-garni,M,Qatar,QAT,2012,London,Athletics,"Athletics Men's 1,500 metres",No medal,Athletics,ATH,False,True
Ahmed Al-imam,M,Qatar,QAT,2000,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,False,True
