Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Yekaterina Andryushina,F,Russia,RUS,2008,Beijing,Handball,Handball Women's Handball,Silver,Handball,HBL,False,True
Nataliya (guskova-),F,Russia,URS,1988,Seoul,Handball,Handball Women's Handball,Bronze,Handball,HBL,False,True
Maryna Bazanova,F,Russia,URS,1988,Seoul,Handball,Handball Women's Handball,Bronze,Handball,HBL,False,True
Liubov Berezhna-odynokova,F,Russia,URS,1976,Montreal,Handball,Handball Women's Handball,Gold,Handball,HBL,True,True
Liubov Berezhna-odynokova,F,Russia,URS,1980,Moskva,Handball,Handball Women's Handball,Gold,Handball,HBL,True,False
Irina Bliznova,F,Russia,RUS,2008,Beijing,Handball,Handball Women's Handball,Silver,Handball,HBL,True,True
Irina Bliznova,F,Russia,RUS,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,True,False
Irina Bliznova,F,Russia,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball,Gold,Handball,HBL,True,False
Vladlena Bobrovnikova,F,Russia,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball,Gold,Handball,HBL,True,True
Liudmyla Bobrus-poradnyk,F,Russia,URS,1976,Montreal,Handball,Handball Women's Handball,Gold,Handball,HBL,True,True
Liudmyla Bobrus-poradnyk,F,Russia,URS,1980,Moskva,Handball,Handball Women's Handball,Gold,Handball,HBL,True,False
Lyudmila Bodniyeva,F,Russia,RUS,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,False,True
Aldona Esaityt-nennien,F,Russia,URS,1976,Montreal,Handball,Handball Women's Handball,Gold,Handball,HBL,True,True
Aldona Esaityt-nennien,F,Russia,URS,1980,Moskva,Handball,Handball Women's Handball,Gold,Handball,HBL,True,False
Olga Chernoivanenko,F,Russia,RUS,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,False,True
Yekaterina Davydenko,F,Russia,RUS,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,False,True
Darya Dmitriyeva,F,Russia,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball,Gold,Handball,HBL,False,True
Yelena Dmitriyeva,F,Russia,RUS,2008,Beijing,Handball,Handball Women's Handball,Silver,Handball,HBL,False,True
Tatjana Dschandschgawa,F,Russia,URS,1988,Seoul,Handball,Handball Women's Handball,Bronze,Handball,HBL,False,True
Elina Guseva,F,Russia,URS,1988,Seoul,Handball,Handball Women's Handball,Bronze,Handball,HBL,False,True
Tetiana (-lapshynova),F,Russia,URS,1976,Montreal,Handball,Handball Women's Handball,Gold,Handball,HBL,False,True
Tetiana Horb,F,Russia,URS,1988,Seoul,Handball,Handball Women's Handball,Bronze,Handball,HBL,False,True
Yekaterina Ilyina,F,Russia,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball,Gold,Handball,HBL,False,True
Viktoriya Kalinina,F,Russia,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball,Gold,Handball,HBL,False,True
Anna Kareyeva,F,Russia,RUS,2008,Beijing,Handball,Handball Women's Handball,Silver,Handball,HBL,False,True
Larysa Karlova,F,Russia,URS,1976,Montreal,Handball,Handball Women's Handball,Gold,Handball,HBL,True,True
Larysa Karlova,F,Russia,URS,1980,Moskva,Handball,Handball Women's Handball,Gold,Handball,HBL,True,False
Larysa Karlova,F,Russia,URS,1988,Seoul,Handball,Handball Women's Handball,Bronze,Handball,HBL,True,False
Tatyana Khmyrova,F,Russia,RUS,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,False,True
Polina (vyakhireva-),F,Russia,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball,Gold,Handball,HBL,False,True
Nataliya (-tsygankova),F,Russia,URS,1988,Seoul,Handball,Handball Women's Handball,Bronze,Handball,HBL,False,True
Olga Levina-akopyan,F,Russia,RUS,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,True,True
Olga Levina-akopyan,F,Russia,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball,Gold,Handball,HBL,True,False
Mariya (-kirkevych),F,Russia,URS,1976,Montreal,Handball,Handball Women's Handball,Gold,Handball,HBL,False,True
Nina (-hetsko),F,Russia,URS,1976,Montreal,Handball,Handball Women's Handball,Gold,Handball,HBL,False,True
Valentyna (berzina-),F,Russia,URS,1980,Moskva,Handball,Handball Women's Handball,Gold,Handball,HBL,False,True
Tetiana Makarets-kocherhina,F,Russia,URS,1976,Montreal,Handball,Handball Women's Handball,Gold,Handball,HBL,True,True
Tetiana Makarets-kocherhina,F,Russia,URS,1980,Moskva,Handball,Handball Women's Handball,Gold,Handball,HBL,True,False
Svitlana (-kovalchuk),F,Russia,URS,1988,Seoul,Handball,Handball Women's Handball,Bronze,Handball,HBL,False,True
Yekaterina Marennikova,F,Russia,RUS,2008,Beijing,Handball,Handball Women's Handball,Silver,Handball,HBL,True,True
Yekaterina Marennikova,F,Russia,RUS,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,True,False
Yekaterina Marennikova,F,Russia,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball,Gold,Handball,HBL,True,False
Nataliya (kirchik-),F,Russia,URS,1988,Seoul,Handball,Handball Women's Handball,Bronze,Handball,HBL,False,True
Nadezhda Muravyova,F,Russia,RUS,2012,London,Handball,Handball Women's Handball,No medal,Handball,HBL,False,True
Nataliya Mytriuk,F,Russia,URS,1988,Seoul,Handball,Handball Women's Handball,Bronze,Handball,HBL,False,True
Olena (kuznietsova-),F,Russia,URS,1988,Seoul,Handball,Handball Women's Handball,Bronze,Handball,HBL,False,True
Iryna (biletska-),F,Russia,URS,1980,Moskva,Handball,Handball Women's Handball,Gold,Handball,HBL,False,True
Liudmyla (-kolomiyets),F,Russia,URS,1976,Montreal,Handball,Handball Women's Handball,Gold,Handball,HBL,False,True
Mayya (kaverina-),F,Russia,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball,Gold,Handball,HBL,False,True
Irina Poltoratskaya,F,Russia,RUS,2008,Beijing,Handball,Handball Women's Handball,Silver,Handball,HBL,False,True
Yelena Polyonova,F,Russia,RUS,2008,Beijing,Handball,Handball Women's Handball,Silver,Handball,HBL,False,True
