Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Rodrigo Abasolo,M,Chile,CHI,1984,Los Angeles,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False,True
Carlos Troll,M,Chile,CHI,1952,Helsinki,Rowing,Rowing Men's Single Sculls,No medal,Rowing,ROW,False,True
Felipe Morales,M,Chile,CHI,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,No medal,Rowing,ROW,False,True
Juan Kopp,M,Chile,CHI,1956,Melbourne,Rowing,Rowing Men's Coxed Pairs,No medal,Rowing,ROW,False,True
Mario Castro,M,Chile,CHI,1984,Los Angeles,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False,True
Miguel Silva,M,Chile,CHI,2000,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,No medal,Rowing,ROW,False,True
Jorge Valck,M,Chile,CHI,1956,Melbourne,Rowing,Rowing Men's Coxed Pairs,No medal,Rowing,ROW,False,True
Vctor Contreras,M,Chile,CHI,1984,Los Angeles,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False,True
Bernardo Daz,M,Chile,CHI,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,No medal,Rowing,ROW,False,True
Herbert Luna,M,Chile,CHI,2000,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,No medal,Rowing,ROW,False,True
Flipe Atero,M,Chile,CHI,2000,Sydney,Rowing,Rowing Men's Single Sculls,No medal,Rowing,ROW,False,True
Zibor Llanos,M,Chile,CHI,1984,Los Angeles,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False,True
Jorge Medina,M,Chile,CHI,2000,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,No medal,Rowing,ROW,False,True
Carlos Neyra,M,Chile,CHI,1984,Los Angeles,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False,True
Eusebio Monje,M,Chile,CHI,1956,Melbourne,Rowing,Rowing Men's Coxed Pairs,No medal,Rowing,ROW,False,True
Rodolfo Pereira,M,Chile,CHI,1984,Los Angeles,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False,True
Janis Rodmanis,M,Chile,CHI,1972,Munich,Rowing,Rowing Men's Single Sculls,No medal,Rowing,ROW,False,True
Alejandro Hube,M,Chile,CHI,1984,Los Angeles,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,True,True
Alejandro Hube,M,Chile,CHI,1988,Seoul,Rowing,Rowing Men's Double Sculls,No medal,Rowing,ROW,True,False
Marcelo Hube,M,Chile,CHI,1984,Los Angeles,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,True,True
Marcelo Hube,M,Chile,CHI,1988,Seoul,Rowing,Rowing Men's Double Sculls,No medal,Rowing,ROW,True,False
Giorgio Vallebuona,M,Chile,CHI,1984,Los Angeles,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False,True
scar Ochoa,M,Chile,CHI,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal,Rowing,ROW,True,True
scar Ochoa,M,Chile,CHI,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal,Rowing,ROW,True,False
scar Ochoa,M,Chile,CHI,2012,London,Rowing,Rowing Men's Single Sculls,No medal,Rowing,ROW,True,False
Christin Garcs,M,Chile,CHI,2000,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,No medal,Rowing,ROW,False,True
Cesar Abaroa,M,Chile,CHI,2020,Tokyo,Rowing,Lightweight Men's Double Sculls Team,No medal,Lightweight,ROW,True,True
Eber Sanhueza,M,Chile,CHI,2020,Tokyo,Rowing,Lightweight Men's Double Sculls Team,No medal,Lightweight,ROW,True,True
Cesar Abaroa,M,Chile,CHI,2024,Paris,Rowing,Lightweight Men's Double Sculls,No medal,Lightweight,ROW,True,False
Eber Sanhueza,M,Chile,CHI,2024,Paris,Rowing,Lightweight Men's Double Sculls,No medal,Lightweight,ROW,True,False
