Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
rika Surez,F,Colombia,COL,2012,London,Athletics,Athletics Women's Marathon,No medal,Athletics,ATH,True
rika Surez,F,Colombia,COL,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal,Athletics,ATH,True
Evelis Torres,F,Colombia,COL,2016,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,No medal,Athletics,ATH,False
Zuleima Meja,F,Colombia,COL,1996,Atlanta,Athletics,Athletics Women's Javelin Throw,No medal,Athletics,ATH,True
Zuleima Meja,F,Colombia,COL,2004,Athina,Athletics,Athletics Women's Javelin Throw,No medal,Athletics,ATH,True
Zuleima Meja,F,Colombia,COL,2008,Beijing,Athletics,Athletics Women's Javelin Throw,No medal,Athletics,ATH,True
Sandra Campuzano,F,Colombia,COL,2012,London,Athletics,Athletics Women's 20 kilometres Walk,No medal,Athletics,ATH,True
Sandra Campuzano,F,Colombia,COL,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,No medal,Athletics,ATH,True
Kellys Figueroa,F,Colombia,COL,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal,Athletics,ATH,False
Zandra Daz,F,Colombia,COL,1996,Atlanta,Athletics,Athletics Women's 100 metres,No medal,Athletics,ATH,True
Zandra Daz,F,Colombia,COL,1996,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,Athletics,ATH,True
Mirtha Forbes,F,Colombia,COL,1996,Atlanta,Athletics,Athletics Women's 100 metres,No medal,Athletics,ATH,True
Mirtha Forbes,F,Colombia,COL,1996,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,Athletics,ATH,True
Mirtha Forbes,F,Colombia,COL,2000,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,Athletics,ATH,True
Yolanda Prez,F,Colombia,COL,2012,London,Athletics,Athletics Women's Marathon,No medal,Athletics,ATH,False
Amparo Mina,F,Colombia,COL,1988,Seoul,Athletics,Athletics Women's 100 metres,No medal,Athletics,ATH,True
Amparo Mina,F,Colombia,COL,1988,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,Athletics,ATH,True
Amparo Mina,F,Colombia,COL,1988,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,Athletics,ATH,True
Norfalia Villegas,F,Colombia,COL,1988,Seoul,Athletics,Athletics Women's 200 metres,No medal,Athletics,ATH,True
Norfalia Villegas,F,Colombia,COL,1988,Seoul,Athletics,Athletics Women's 400 metres,No medal,Athletics,ATH,True
Norfalia Villegas,F,Colombia,COL,1988,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,Athletics,ATH,True
Norfalia Villegas,F,Colombia,COL,1988,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,Athletics,ATH,True
Norfalia Villegas,F,Colombia,COL,1992,Barcelona,Athletics,Athletics Women's 400 metres,No medal,Athletics,ATH,True
Yeseida Torres,F,Colombia,COL,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,No medal,Athletics,ATH,False
Muriel Paredes,F,Colombia,COL,2016,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",No medal,Athletics,ATH,False
Olga Escalante,F,Colombia,COL,1988,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,Athletics,ATH,True
Olga Escalante,F,Colombia,COL,1988,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,Athletics,ATH,True
ngela Palacios,F,Colombia,COL,2012,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",No medal,Athletics,ATH,False
Lina Valencia,F,Colombia,COL,2012,London,Athletics,Athletics Women's 100 metres Hurdles,No medal,Athletics,ATH,False
Sandra Gmez,F,Colombia,COL,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,No medal,Athletics,ATH,False
Rosibel Mena,F,Colombia,COL,2008,Beijing,Athletics,Athletics Women's 800 metres,No medal,Athletics,ATH,True
Rosibel Mena,F,Colombia,COL,2012,London,Athletics,Athletics Women's 800 metres,No medal,Athletics,ATH,True
Iglandini Pardo,F,Colombia,COL,1996,Atlanta,Athletics,Athletics Women's Marathon,No medal,Athletics,ATH,True
Iglandini Pardo,F,Colombia,COL,2000,Sydney,Athletics,Athletics Women's Marathon,No medal,Athletics,ATH,True
Norma Camilde,F,Colombia,COL,2000,Sydney,Athletics,Athletics Women's 400 metres,No medal,Athletics,ATH,True
Norma Camilde,F,Colombia,COL,2004,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,Athletics,ATH,True
