Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Rezeda Aleyeva,F,Kazakhstan,KAZ,2000,Sydney,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,False,True
Anastasiya Boroda,F,Kazakhstan,KAZ,2000,Sydney,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,False,True
Irina Borodavko,F,Kazakhstan,KAZ,2000,Sydney,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,False,True
Svetlana (-khapsalis),F,Kazakhstan,KAZ,2000,Sydney,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,False,True
Asel Dzhakayeva,F,Kazakhstan,KAZ,2000,Sydney,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,True,True
Asel Dzhakayeva,F,Kazakhstan,KAZ,2004,Athina,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,True,False
Nataliya Galkina,F,Kazakhstan,KAZ,2000,Sydney,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,False,True
Yekaterina Gariyeva,F,Kazakhstan,KAZ,2004,Athina,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,False,True
Yekaterina Gerzanich,F,Kazakhstan,KAZ,2000,Sydney,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,False,True
Marina Gritsenko,F,Kazakhstan,KAZ,2004,Athina,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,False,True
Tatyana Gubina,F,Kazakhstan,KAZ,2000,Sydney,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,True,True
Tatyana Gubina,F,Kazakhstan,KAZ,2004,Athina,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,True,False
Nataliya Ignatyeva,F,Kazakhstan,KAZ,2000,Sydney,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,True,True
Nataliya Ignatyeva,F,Kazakhstan,KAZ,2004,Athina,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,True,False
Svetlana Korolyova,F,Kazakhstan,KAZ,2000,Sydney,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,True,True
Svetlana Korolyova,F,Kazakhstan,KAZ,2004,Athina,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,True,False
Nataliya Krasilnikova,F,Kazakhstan,KAZ,2004,Athina,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,False,True
Olga Leshchuk,F,Kazakhstan,KAZ,2000,Sydney,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,False,True
Larisa Mikhaylova,F,Kazakhstan,KAZ,2004,Athina,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,False,True
Larisa Olkhina,F,Kazakhstan,KAZ,2000,Sydney,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,False,True
Yuliya Pyryseva,F,Kazakhstan,KAZ,2000,Sydney,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,False,True
Galina Rytova,F,Kazakhstan,KAZ,2004,Athina,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,False,True
Irina Tolkunova,F,Kazakhstan,KAZ,2004,Athina,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,False,True
Anna Zubkova,F,Kazakhstan,KAZ,2004,Athina,Water Polo,Water Polo Women's Water Polo,No medal,Water,WPO,False,True
