Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Sandra Ari,F,Croatia,CRO,2004,Athina,Taekwondo,Taekwondo Women's Welterweight,No medal,Taekwondo,TKW,True
Sandra Ari,F,Croatia,CRO,2008,Beijing,Taekwondo,Taekwondo Women's Welterweight,Bronze,Taekwondo,TKW,True
Nataa Vezmar,F,Croatia,CRO,2000,Sydney,Taekwondo,Taekwondo Women's Heavyweight,No medal,Taekwondo,TKW,True
Nataa Vezmar,F,Croatia,CRO,2004,Athina,Taekwondo,Taekwondo Women's Heavyweight,No medal,Taekwondo,TKW,True
Ana Zaninovi,F,Croatia,CRO,2012,London,Taekwondo,Taekwondo Women's Featherweight,No medal,Taekwondo,TKW,True
Ana Zaninovi,F,Croatia,CRO,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,No medal,Taekwondo,TKW,True
Lucija Zaninovi,F,Croatia,CRO,2012,London,Taekwondo,Taekwondo Women's Flyweight,Bronze,Taekwondo,TKW,True
Lucija Zaninovi,F,Croatia,CRO,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,No medal,Taekwondo,TKW,True
Martina Zubi,F,Croatia,CRO,2008,Beijing,Taekwondo,Taekwondo Women's Featherweight,Bronze,Taekwondo,TKW,False
Matea Jelic,F,Croatia,CRO,2020,Tokyo,Taekwondo,Women -67kg,Gold,Women,TKW,False
Kristina Tomic,F,Croatia,CRO,2020,Tokyo,Taekwondo,Women -49kg,No medal,Women,TKW,False
Lena Stojkovic,F,Croatia,CRO,2024,Paris,Taekwondo,Women -49kg,Bronze,Women,TKW,False
