Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Pierre Bangoura,M,Guinea,GUI,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False,True
Fod Camara,M,Guinea,GUI,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False,True
Mamadouba Camara,M,Guinea,GUI,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,True,True
Morlaye Camara,M,Guinea,GUI,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False,True
Mamadouba Camara,M,Guinea,GUI,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,True,True
Souleymane Chrif,M,Guinea,GUI,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False,True
Skou Cond,M,Guinea,GUI,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False,True
Ali Dia,M,Guinea,GUI,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False,True
Ibrahima Diallo,M,Guinea,GUI,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False,True
Ibrahima Fofana,M,Guinea,GUI,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False,True
Ibrahima Keita,M,Guinea,GUI,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False,True
Amadou Sankon,M,Guinea,GUI,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False,True
Mamadi Sano,M,Guinea,GUI,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False,True
Mamadouba Soumah,M,Guinea,GUI,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False,True
Soriba Soumah,M,Guinea,GUI,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False,True
Mory Keita,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
Mohamed Soumah,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
Madiou Keita,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
Naby Oulare,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
Cherif Camara,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
Tidiany Bangoura,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
Naby Keita,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
Abdoulaye Toure,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
Moriba Ilaix,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
Algassime Bah,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
Ousmane Camara,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
Amadou Diallo,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
Issiaga Camara,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
Amadou Diawara,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
Soumaila Sylla,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
Rayane Doucoure,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
Bangaly Cisse,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
Henry Camara,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
Aliou Balde,M,Guinea,GUI,2024,Paris,Football,Men,No medal,Men,FBL,False,True
