Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Baatarkhgiin Battsetseg,F,Mongolia,MGL,2000,Sydney,Athletics,"Athletics Women's 5,000 metres",No medal,Athletics,ATH,False,True
Batgereliin Mngntuyaa,F,Mongolia,MGL,2008,Beijing,Athletics,Athletics Women's 400 metres,No medal,Athletics,ATH,False,True
Bayartsogtyn Mnkhzayaa,F,Mongolia,MGL,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal,Athletics,ATH,False,True
Dashzevgiin Namjilmaa,F,Mongolia,MGL,1964,Tokyo,Athletics,Athletics Women's Discus Throw,No medal,Athletics,ATH,True,True
Dashzevgiin Namjilmaa,F,Mongolia,MGL,1968,Mexico City,Athletics,Athletics Women's Discus Throw,No medal,Athletics,ATH,True,False
Erkhemsaikhany Davaajargal,F,Mongolia,MGL,1996,Atlanta,Athletics,Athletics Women's Marathon,No medal,Athletics,ATH,False,True
Luvsanlkhndeviin Otgonbayar,F,Mongolia,MGL,2004,Athina,Athletics,Athletics Women's Marathon,No medal,Athletics,ATH,True,True
Luvsanlkhndeviin Otgonbayar,F,Mongolia,MGL,2012,London,Athletics,Athletics Women's Marathon,No medal,Athletics,ATH,True,False
Luvsanlkhndeviin Otgonbayar,F,Mongolia,MGL,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal,Athletics,ATH,True,False
Ramazangiin Aldaa-nysh,F,Mongolia,MGL,1964,Tokyo,Athletics,Athletics Women's 400 metres,No medal,Athletics,ATH,True,True
Ramazangiin Aldaa-nysh,F,Mongolia,MGL,1964,Tokyo,Athletics,Athletics Women's 800 metres,No medal,Athletics,ATH,True,True
Munkhzaya Bayartsogt,F,Mongolia,MGL,2020,Tokyo,Athletics,Women's Marathon,No medal,Women's,ATH,True,True
Munkhzaya Bayartsogt,F,Mongolia,MGL,2024,Paris,Athletics,Women's Marathon,No medal,Women's,ATH,True,False
Khishigsaikhan Galbadrakh,F,Mongolia,MGL,2024,Paris,Athletics,Women's Marathon,No medal,Women's,ATH,False,True
