Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Ottorino Aloisio,M,Italy,ITA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal,Art,ART,True,True
Ottorino Aloisio,M,Italy,ITA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal,Art,ART,True,True
Giulio Arata,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal,Art,ART,False,True
Aldo Aroldi,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,False,True
Armando Barabino,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,False,True
Eugenio Barisoni,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Literature, Unknown Event",No medal,Art,ART,False,True
Richard Barthlemy,M,Italy,ITA,1912,Stockholm,Art Competitions,Art Competitions Mixed Music,Gold,Art,ART,False,True
Luigi Bartolini,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",No medal,Art,ART,True,True
Luigi Bartolini,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",No medal,Art,ART,True,True
Luigi Bartolini,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Ivo Battelli,M,Italy,ITA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal,Art,ART,False,True
Aroldo Bellini,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal,Art,ART,False,True
Mario Beltrami,M,Italy,ITA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Mario Beltrami,M,Italy,ITA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Angelo Bertolazzi,M,Italy,ITA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal,Art,ART,False,True
Gabriele Bianchi,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Music, Instrumental And Chamber",No medal,Art,ART,True,True
Gabriele Bianchi,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Music, Vocals",Bronze,Art,ART,True,False
Enrico Bianchini,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal,Art,ART,False,True
Antonio Biggi,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal,Art,ART,False,True
Fernando Biscaccianti,M,Italy,ITA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal,Art,ART,True,True
Fernando Biscaccianti,M,Italy,ITA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal,Art,ART,True,True
Leonardo Borgese,M,Italy,ITA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Leonardo Borgese,M,Italy,ITA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Alfonso Bortolotti,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal,Art,ART,False,True
Rembrandt Bugatti,M,Italy,ITA,1912,Stockholm,Art Competitions,Art Competitions Mixed Sculpturing,No medal,Art,ART,False,True
Lino Businco,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Literature, Unknown Event",No medal,Art,ART,False,True
Aldo Buttini,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal,Art,ART,False,True
Angelo Canevari,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Angelo Canevari,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Silvio Canevari,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal,Art,ART,True,True
Silvio Canevari,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal,Art,ART,True,True
Silvio Canevari,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal,Art,ART,True,True
Silvio Canevari,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal,Art,ART,True,True
Giuseppe Guarna,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,False,True
Giorgio Caproni,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Literature, Epic Works",No medal,Art,ART,True,True
Giorgio Caproni,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",No medal,Art,ART,True,True
Giuseppe Cassioli,M,Italy,ITA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",No medal,Art,ART,False,True
Amleto Cataldi,M,Italy,ITA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal,Art,ART,False,True
Franco Ciampitti,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Literature, Unknown Event",No medal,Art,ART,False,True
Giulio Cisari,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,False,True
Comune Torino,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal,Art,ART,False,True
Paride Contri,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal,Art,ART,False,True
Mario Cortiello,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,False,True
Costantino Costantini,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal,Art,ART,True,True
Costantino Costantini,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal,Art,ART,True,True
Costantino Costantini,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal,Art,ART,True,True
Tullio Crali,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Tullio Crali,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Amedeo D'albora,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal,Art,ART,False,True
Dante D'ambrosi,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Music, Unknown Event",No medal,Art,ART,False,True
Gabriele D'annunzio,M,Italy,ITA,1912,Stockholm,Art Competitions,Art Competitions Mixed Literature,No medal,Art,ART,False,True
Hugo Daini,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal,Art,ART,False,True
Romano Dazzi,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",Silver,Art,ART,False,True
Lauro Bosis,M,Italy,ITA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Literature, Dramatic Works",Silver,Art,ART,False,True
Gino Finetti,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",No medal,Art,ART,True,True
Gino Finetti,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal,Art,ART,True,True
Giandomenico Marchis,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal,Art,ART,True,True
Giandomenico Marchis,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal,Art,ART,True,True
Angelo Castro,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal,Art,ART,False,True
Carlo Maria,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal,Art,ART,False,True
Gerardo Dottori,M,Italy,ITA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Gerardo Dottori,M,Italy,ITA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Gerardo Dottori,M,Italy,ITA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Gerardo Dottori,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,False
Ercole Drei,M,Italy,ITA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal,Art,ART,False,True
Raffaello Fagnoni,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal,Art,ART,False,True
Bruno Fattori,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",Silver,Art,ART,False,True
Piero Fervelli,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,False,True
Carlo Fontana,M,Italy,ITA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal,Art,ART,True,True
Carlo Fontana,M,Italy,ITA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal,Art,ART,True,True
Angelo Frisa,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal,Art,ART,False,True
Ivanhoe Gambini,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,False,True
Mario Gamero,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Mario Gamero,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Vincenzo Gemito,M,Italy,ITA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal,Art,ART,True,True
Vincenzo Gemito,M,Italy,ITA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal,Art,ART,True,True
Vincenzo Gemito,M,Italy,ITA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal,Art,ART,True,True
Vincenzo Gemito,M,Italy,ITA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal,Art,ART,True,True
Vincenzo Gemito,M,Italy,ITA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal,Art,ART,True,True
Vincenzo Gemito,M,Italy,ITA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal,Art,ART,True,True
Vincenzo Gemito,M,Italy,ITA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal,Art,ART,True,True
Mario Ghedina,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal,Art,ART,False,True
Renato Giovanelli,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal,Art,ART,False,True
Guglielmo Giuliani,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal,Art,ART,False,True
Emilio Greco,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal,Art,ART,False,True
Sergio Lauricella,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Music, Instrumental And Chamber",Bronze,Art,ART,False,True
Amedeo Lavini,M,Italy,ITA,1924,Paris,Art Competitions,Art Competitions Mixed Architecture,No medal,Art,ART,False,True
Leoncillo Leonardi,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal,Art,ART,False,True
Lino Liviabella,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra",Silver,Art,ART,False,True
Dilvo Lotti,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,False,True
Carlo Lubelli,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal,Art,ART,False,True
Felice Ludovisi,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,False,True
Mino Maccari,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal,Art,ART,False,True
Corrado Mancioli,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Corrado Mancioli,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Corrado Mancioli,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Corrado Mancioli,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal,Art,ART,True,False
Ottorino Mancioli,M,Italy,ITA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Ottorino Mancioli,M,Italy,ITA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,True
Ottorino Mancioli,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,False
Ottorino Mancioli,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,False
Ottorino Mancioli,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,False
Ottorino Mancioli,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,False
Ottorino Mancioli,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal,Art,ART,True,False
Alessandro Manzo,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Plaques",No medal,Art,ART,True,True
Alessandro Manzo,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal,Art,ART,True,True
Renzo Massarani,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Music, Unknown Event",No medal,Art,ART,False,True
Marino Mazzacurati,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal,Art,ART,True,True
Marino Mazzacurati,M,Italy,ITA,1948,London,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal,Art,ART,True,True
Luciano Mercante,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",Silver,Art,ART,False,True
