Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Cao Xiaobo,M,China,CHN,1996,Atlanta,Sailing,Sailing Mixed One Person Dinghy,No medal,False
Chen Xiuke,M,China,CHN,2008,Beijing,Sailing,Sailing Mixed Multihull,No medal,False
Chi Qiang,M,China,CHN,2004,Athina,Sailing,Sailing Mixed One Person Dinghy,No medal,False
Deng Daokun,M,China,CHN,2008,Beijing,Sailing,Sailing Men's Two Person Dinghy,No medal,True
Deng Daokun,M,China,CHN,2012,London,Sailing,Sailing Men's Two Person Dinghy,No medal,True
Gong Lei,M,China,CHN,2012,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,No medal,True
Gong Lei,M,China,CHN,2016,Rio de Janeiro,Sailing,Sailing Men's One Person Heavyweight Dinghy,No medal,True
Hu Xianqiang,M,China,CHN,2008,Beijing,Sailing,Sailing Mixed Skiff,No medal,False
Jiang Chen,M,China,CHN,1988,Seoul,Sailing,Sailing Mixed Windsurfer,No medal,True
Jiang Chen,M,China,CHN,1992,Barcelona,Sailing,Sailing Men's Windsurfer,No medal,True
Li Fei,M,China,CHN,2008,Beijing,Sailing,Sailing Mixed Skiff,No medal,False
Li Hongquan,M,China,CHN,2008,Beijing,Sailing,Sailing Men's Two Person Keelboat,No medal,False
Lin Bo,M,China,CHN,1988,Seoul,Sailing,Sailing Men's Two Person Dinghy,No medal,False
Luo Youjia,M,China,CHN,2008,Beijing,Sailing,Sailing Mixed Multihull,No medal,False
Qian Hong,M,China,CHN,1996,Atlanta,Sailing,Sailing Men's Windsurfer,No medal,False
Shen Sheng,M,China,CHN,2008,Beijing,Sailing,Sailing Men's One Person Dinghy,No medal,False
Shi Jian,M,China,CHN,2012,London,Sailing,Sailing Men's One Person Dinghy,No medal,False
Tang Qingcai,M,China,CHN,1984,Los Angeles,Sailing,Sailing Men's Windsurfer,No medal,False
Tu Guangming,M,China,CHN,1984,Los Angeles,Sailing,Sailing Mixed One Person Dinghy,No medal,False
Wang Aichen,M,China,CHN,2008,Beijing,Sailing,Sailing Men's Windsurfer,No medal,True
Wang Aichen,M,China,CHN,2012,London,Sailing,Sailing Men's Windsurfer,No medal,True
Wang Aichen,M,China,CHN,2016,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,No medal,True
Wang He,M,China,CHN,2008,Beijing,Sailing,Sailing Men's Two Person Keelboat,No medal,False
Wang Wei,M,China,CHN,2016,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,No medal,False
Wang Weidong,M,China,CHN,2008,Beijing,Sailing,Sailing Men's Two Person Dinghy,No medal,True
Wang Weidong,M,China,CHN,2012,London,Sailing,Sailing Men's Two Person Dinghy,No medal,True
Xu Xianyuan,M,China,CHN,1984,Los Angeles,Sailing,Sailing Mixed Two Person Dinghy,No medal,False
Xu Zangjun,M,China,CHN,2016,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,No medal,False
Yang Shanfeng,M,China,CHN,1988,Seoul,Sailing,Sailing Men's Two Person Dinghy,No medal,False
Zhang Peng,M,China,CHN,2008,Beijing,Sailing,Sailing Mixed One Person Dinghy,No medal,False
Zheng Kaiping,M,China,CHN,1984,Los Angeles,Sailing,Sailing Mixed Two Person Dinghy,No medal,False
Zhou Yuanguo,M,China,CHN,2000,Sydney,Sailing,Sailing Men's Windsurfer,No medal,True
Zhou Yuanguo,M,China,CHN,2004,Athina,Sailing,Sailing Men's Windsurfer,No medal,True
Kun Bi,M,China,CHN,2020,Tokyo,Sailing,Men's Windsurfer - RS:X,Bronze,False
He Chen,M,China,CHN,2020,Tokyo,Sailing,Men's One Person Dinghy (Heavyweight) - Finn,No medal,False
Yang Wang,M,China,CHN,2020,Tokyo,Sailing,Men's Two Person Dinghy - 470 Team,No medal,False
Zangjun Xu,M,China,CHN,2020,Tokyo,Sailing,Men's Two Person Dinghy - 470 Team,No medal,True
Xuezhe Yang,M,China,CHN,2020,Tokyo,Sailing,Mixed Multihull - Nacra 17 Foiling Team,No medal,False
Qibin Huang,M,China,CHN,2024,Paris,Sailing,Men's Kite,No medal,False
Zangjun Xu,M,China,CHN,2024,Paris,Sailing,Mixed Dinghy,No medal,True
Zaiding Wen,M,China,CHN,2024,Paris,Sailing,Men's Skiff,No medal,False
Tian Liu,M,China,CHN,2024,Paris,Sailing,Men's Skiff,No medal,False
Huicong Mai,M,China,CHN,2024,Paris,Sailing,Mixed Multihull,No medal,False
Jingye Huang,M,China,CHN,2024,Paris,Sailing,Men's Windsurfing,No medal,False
