Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
El-Hachemi Abdenouz,M,Algeria,ALG,1980,Moskva,Athletics,"Athletics Men's 5,000 metres",No medal,Athletics,ATH,False,True
Rda Abdenouz,M,Algeria,ALG,1988,Seoul,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,True,True
Rda Abdenouz,M,Algeria,ALG,1992,Barcelona,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,True,False
Rabah Aboud,M,Algeria,ALG,2012,London,Athletics,"Athletics Men's 5,000 metres",No medal,Athletics,ATH,False,True
Khoudir Aggoune,M,Algeria,ALG,2004,Athina,Athletics,"Athletics Men's 5,000 metres",No medal,Athletics,ATH,False,True
Mehdi Aidet,M,Algeria,ALG,1980,Moskva,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,True,True
Mehdi Aidet,M,Algeria,ALG,1980,Moskva,Athletics,"Athletics Men's 1,500 metres",No medal,Athletics,ATH,True,True
Mehdi Aidet,M,Algeria,ALG,1984,Los Angeles,Athletics,"Athletics Men's 1,500 metres",No medal,Athletics,ATH,True,False
Mohamed Djouadi,M,Algeria,ALG,1972,Munich,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,False,True
Mohamed Ameur,M,Algeria,ALG,2008,Beijing,Athletics,Athletics Men's 20 kilometres Walk,No medal,Athletics,ATH,False,True
Moussa Aouanouk,M,Algeria,ALG,2000,Sydney,Athletics,Athletics Men's 20 kilometres Walk,No medal,Athletics,ATH,True,True
Moussa Aouanouk,M,Algeria,ALG,2004,Athina,Athletics,Athletics Men's 20 kilometres Walk,No medal,Athletics,ATH,True,False
Mohamed Azzouzi,M,Algeria,ALG,1972,Munich,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,True,True
Mohamed Azzouzi,M,Algeria,ALG,1972,Munich,Athletics,"Athletics Men's 1,500 metres",No medal,Athletics,ATH,True,True
Lahcen Babaci,M,Algeria,ALG,1980,Moskva,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal,Athletics,ATH,False,True
Ali Bakhta,M,Algeria,ALG,1984,Los Angeles,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,False,True
Assa Aout,M,Algeria,ALG,1992,Barcelona,Athletics,"Athletics Men's 5,000 metres",No medal,Athletics,ATH,True,True
Assa Aout,M,Algeria,ALG,1996,Atlanta,Athletics,"Athletics Men's 5,000 metres",No medal,Athletics,ATH,True,False
Ahmed Kessam,M,Algeria,ALG,1984,Los Angeles,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,True,True
Ahmed Kessam,M,Algeria,ALG,1988,Seoul,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,True,False
Mohamed Belabbas,M,Algeria,ALG,2012,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal,Athletics,ATH,False,True
Othmane Belfaa,M,Algeria,ALG,1980,Moskva,Athletics,Athletics Men's High Jump,No medal,Athletics,ATH,False,True
Mohammed Belferar,M,Algeria,ALG,2016,Rio de Janeiro,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,False,True
Sad Belhout,M,Algeria,ALG,2004,Athina,Athletics,Athletics Men's Marathon,No medal,Athletics,ATH,False,True
Mohamed Haddad,M,Algeria,ALG,1984,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,No medal,Athletics,ATH,False,True
Mustapha Bennacer,M,Algeria,ALG,2004,Athina,Athletics,Athletics Men's Marathon,No medal,Athletics,ATH,False,True
Mourad Benslimani,M,Algeria,ALG,2000,Sydney,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal,Athletics,ATH,False,True
Rda Benzine,M,Algeria,ALG,1996,Atlanta,Athletics,"Athletics Men's 5,000 metres",No medal,Athletics,ATH,True,True
Rda Benzine,M,Algeria,ALG,2000,Sydney,Athletics,"Athletics Men's 5,000 metres",No medal,Athletics,ATH,True,False
