Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Kamila Augustyn,F,Poland,POL,2008,Beijing,Badminton,Badminton Women's Singles,No medal,True
Kamila Augustyn,F,Poland,POL,2012,London,Badminton,Badminton Women's Singles,No medal,True
Boena (-siemieniec),F,Poland,POL,1992,Barcelona,Badminton,Badminton Women's Singles,No medal,False
Nadeida Kostiuczyk-zieba,F,Poland,POL,2008,Beijing,Badminton,Badminton Mixed Doubles,No medal,True
Nadeida Kostiuczyk-zieba,F,Poland,POL,2012,London,Badminton,Badminton Mixed Doubles,No medal,True
Nadeida Kostiuczyk-zieba,F,Poland,POL,2016,Rio de Janeiro,Badminton,Badminton Mixed Doubles,No medal,True
Katarzyna Krasowska,F,Poland,POL,1992,Barcelona,Badminton,Badminton Women's Singles,No medal,True
Katarzyna Krasowska,F,Poland,POL,1996,Atlanta,Badminton,Badminton Women's Singles,No medal,True
Katarzyna Krasowska,F,Poland,POL,2000,Sydney,Badminton,Badminton Women's Singles,No medal,True
Wioletta (-sosnowska),F,Poland,POL,1992,Barcelona,Badminton,Badminton Women's Singles,No medal,False
