Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Ludovina Oliveira,F,Mozambique,MOZ,1980,Moskva,Athletics,Athletics Women's Discus Throw,No medal,Athletics,ATH,False
Binta Jambane,F,Mozambique,MOZ,1984,Los Angeles,Athletics,Athletics Women's 100 metres,No medal,Athletics,ATH,True
Binta Jambane,F,Mozambique,MOZ,1984,Los Angeles,Athletics,Athletics Women's 200 metres,No medal,Athletics,ATH,True
Acacia Mate,F,Mozambique,MOZ,1980,Moskva,Athletics,Athletics Women's 400 metres,No medal,Athletics,ATH,True
Acacia Mate,F,Mozambique,MOZ,1980,Moskva,Athletics,Athletics Women's 800 metres,No medal,Athletics,ATH,True
Maria Mutola,F,Mozambique,MOZ,1988,Seoul,Athletics,Athletics Women's 800 metres,No medal,Athletics,ATH,True
Maria Mutola,F,Mozambique,MOZ,1992,Barcelona,Athletics,Athletics Women's 800 metres,No medal,Athletics,ATH,True
Maria Mutola,F,Mozambique,MOZ,1992,Barcelona,Athletics,"Athletics Women's 1,500 metres",No medal,Athletics,ATH,True
Maria Mutola,F,Mozambique,MOZ,1996,Atlanta,Athletics,Athletics Women's 800 metres,Bronze,Athletics,ATH,True
Maria Mutola,F,Mozambique,MOZ,2000,Sydney,Athletics,Athletics Women's 800 metres,Gold,Athletics,ATH,True
Maria Mutola,F,Mozambique,MOZ,2004,Athina,Athletics,Athletics Women's 800 metres,No medal,Athletics,ATH,True
Maria Mutola,F,Mozambique,MOZ,2008,Beijing,Athletics,Athletics Women's 800 metres,No medal,Athletics,ATH,True
Silvia Panguana,F,Mozambique,MOZ,2012,London,Athletics,Athletics Women's 100 metres Hurdles,No medal,Athletics,ATH,False
Argentina Paulino,F,Mozambique,MOZ,1992,Barcelona,Athletics,Athletics Women's 400 metres,No medal,Athletics,ATH,False
