Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Aleksandr Anikeyev,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False
Valery Belodedov,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxed Pairs,No medal,Rowing,ROW,False
Igor Bortnitsky,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxed Fours,No medal,Rowing,ROW,False
Alexandru Britov,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False
Veniamin But,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxed Fours,No medal,Rowing,ROW,False
Mykola Chupryna,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Quadruple Sculls,No medal,Rowing,ROW,False
Stepan Dmitriyevsky,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False
Valeriy Dosenko,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Quadruple Sculls,No medal,Rowing,ROW,False
Sergey Kinyakin,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Quadruple Sculls,No medal,Rowing,ROW,False
Yevgeny Kislyakov,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False
Anatoly Korbut,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxed Pairs,No medal,Rowing,ROW,False
Sergey Korotkikh,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False
Gennady Kryuchkin,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxed Fours,No medal,Rowing,ROW,False
Ihor Mohylniy,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Single Sculls,No medal,Rowing,ROW,False
Roman Monchenko,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxless Fours,No medal,Rowing,ROW,False
Dmitry Nos,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxed Pairs,No medal,Rowing,ROW,False
Pyotr Petrinich,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxed Fours,No medal,Rowing,ROW,False
Nikolay Pimenov,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxless Pairs,No medal,Rowing,ROW,False
Yury Pimenov,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxless Pairs,No medal,Rowing,ROW,False
Viktor Pitirimov,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxless Fours,No medal,Rowing,ROW,False
Vitaliy Raievskiy,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False
Vladimir Romanishin,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxed Fours,No medal,Rowing,ROW,False
Leonid Shaposhnykov,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Double Sculls,No medal,Rowing,ROW,False
Igor Shkaberin,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False
Oleksandr Slobodeniuk,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Double Sculls,No medal,Rowing,ROW,False
Vladimir Sokolov,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxless Fours,No medal,Rowing,ROW,False
Oleg Sveshnikov,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False
Vasily Tikhonov,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False
Girts Vilks,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Quadruple Sculls,No medal,Rowing,ROW,False
Vadim Yunash,M,Unified Team,EUN,1992,Barcelona,Rowing,Rowing Men's Coxless Fours,No medal,Rowing,ROW,False
