Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Henrico Atkins,M,Barbados,BAR,1988,Seoul,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,True,True
Henrico Atkins,M,Barbados,BAR,1988,Seoul,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True,True
Henrico Atkins,M,Barbados,BAR,1992,Barcelona,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,True,False
Henrico Atkins,M,Barbados,BAR,1992,Barcelona,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True,False
Ryan Brathwaite,M,Barbados,BAR,2008,Beijing,Athletics,Athletics Men's 110 metres Hurdles,No medal,Athletics,ATH,True,True
Ryan Brathwaite,M,Barbados,BAR,2012,London,Athletics,Athletics Men's 110 metres Hurdles,No medal,Athletics,ATH,True,False
Shane Brathwaite,M,Barbados,BAR,2012,London,Athletics,Athletics Men's 110 metres Hurdles,No medal,Athletics,ATH,True,True
Clifford Brooks,M,Barbados,BAR,1972,Munich,Athletics,Athletics Men's Decathlon,No medal,Athletics,ATH,False,True
Milton Browne,M,Barbados,BAR,2000,Sydney,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,False,True
Gabriel Burnett,M,Barbados,BAR,2000,Sydney,Athletics,Athletics Men's 110 metres Hurdles,No medal,Athletics,ATH,True,True
Gabriel Burnett,M,Barbados,BAR,2000,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,Athletics,ATH,True,True
Ezra Burnham,M,Barbados,BAR,1968,Mexico City,Athletics,Athletics Men's 400 metres,No medal,Athletics,ATH,False,True
Levi Cadogan,M,Barbados,BAR,2016,Rio de Janeiro,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,False,True
Edsel Chase,M,Barbados,BAR,1992,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,False,True
Rawle Clarke,M,Barbados,BAR,1976,Montreal,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True,True
Rawle Clarke,M,Barbados,BAR,1976,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,Athletics,ATH,True,True
Kirk Cummins,M,Barbados,BAR,1996,Atlanta,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,False,True
Clyde Edwards,M,Barbados,BAR,1984,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,Athletics,ATH,True,True
Clyde Edwards,M,Barbados,BAR,1984,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,Athletics,ATH,True,True
Burkheart Jr.,M,Barbados,BAR,2016,Rio de Janeiro,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,False,True
Elvis Forde,M,Barbados,BAR,1984,Los Angeles,Athletics,Athletics Men's 400 metres,No medal,Athletics,ATH,True,True
