Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Pernille Harder,F,Denmark-1,DEN,2004,Athina,Badminton,Badminton Women's Doubles,No medal,Badminton,BDM,False,True
Ann (-nielsen),F,Denmark-1,DEN,1996,Atlanta,Badminton,Badminton Women's Doubles,No medal,Badminton,BDM,True,True
Ann (-nielsen),F,Denmark-1,DEN,2000,Sydney,Badminton,Badminton Mixed Doubles,No medal,Badminton,BDM,True,False
Ann (-nielsen),F,Denmark-1,DEN,2000,Sydney,Badminton,Badminton Women's Doubles,No medal,Badminton,BDM,True,False
Helene Kirkegaard,F,Denmark-1,DEN,1996,Atlanta,Badminton,Badminton Mixed Doubles,No medal,Badminton,BDM,False,True
Lotte Olsen,F,Denmark-1,DEN,1996,Atlanta,Badminton,Badminton Women's Doubles,No medal,Badminton,BDM,False,True
Rikke (-siegemund),F,Denmark-1,DEN,2004,Athina,Badminton,Badminton Mixed Doubles,No medal,Badminton,BDM,False,True
Christinna Pedersen,F,Denmark-1,DEN,2012,London,Badminton,Badminton Mixed Doubles,Bronze,Badminton,BDM,False,True
Mette (-truedsson),F,Denmark-1,DEN,2004,Athina,Badminton,Badminton Women's Doubles,No medal,Badminton,BDM,False,True
Lisbet Stuer-lauridsen,F,Denmark-1,DEN,1992,Barcelona,Badminton,Badminton Women's Doubles,No medal,Badminton,BDM,False,True
Marlene Thomsen,F,Denmark-1,DEN,1992,Barcelona,Badminton,Badminton Women's Doubles,No medal,Badminton,BDM,False,True
Majken (-hildebrand),F,Denmark-1,DEN,2000,Sydney,Badminton,Badminton Women's Doubles,No medal,Badminton,BDM,False,True
