Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Matthew Arneborg,M,British Virgin Islands,IVB,1988,Seoul,Sailing,Sailing Mixed Windsurfer,No medal,False
Keith Barker,M,British Virgin Islands,IVB,1984,Los Angeles,Sailing,Sailing Mixed Two Person Dinghy,No medal,False
Peter Barker,M,British Virgin Islands,IVB,1984,Los Angeles,Sailing,Sailing Mixed Two Person Dinghy,No medal,False
Robert Hirst,M,British Virgin Islands,IVB,1992,Barcelona,Sailing,Sailing Mixed Three Person Keelboat,No medal,True
Robert Hirst,M,British Virgin Islands,IVB,1996,Atlanta,Sailing,Sailing Mixed One Person Dinghy,No medal,True
Elvet Meyers,M,British Virgin Islands,IVB,1984,Los Angeles,Sailing,Sailing Mixed Three Person Keelboat,No medal,False
John Shirley,M,British Virgin Islands,IVB,1992,Barcelona,Sailing,Sailing Mixed Three Person Keelboat,No medal,False
Robin Tattersall,M,British Virgin Islands,IVB,1984,Los Angeles,Sailing,Sailing Mixed Three Person Keelboat,No medal,True
Robin Tattersall,M,British Virgin Islands,IVB,1992,Barcelona,Sailing,Sailing Mixed Three Person Keelboat,No medal,True
Keith Thomas,M,British Virgin Islands,IVB,1984,Los Angeles,Sailing,Sailing Mixed Three Person Keelboat,No medal,False
