Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Ilana (-kamarshik),F,Israel,ISR,1960,Roma,Athletics,Athletics Women's 100 metres,No medal,False
Nili Avramski,F,Israel,ISR,2004,Athina,Athletics,Athletics Women's Marathon,No medal,False
Lonah Chemtai,F,Israel,ISR,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal,False
Ayala Hetzroni,F,Israel,ISR,1960,Roma,Athletics,Athletics Women's Shot Put,No medal,False
Leah (-zimri),F,Israel,ISR,1952,Helsinki,Athletics,Athletics Women's 80 metres Hurdles,No medal,False
Maya Kalle-bentzur,F,Israel,ISR,1984,Los Angeles,Athletics,Athletics Women's 100 metres,No medal,True
Maya Kalle-bentzur,F,Israel,ISR,1984,Los Angeles,Athletics,Athletics Women's Long Jump,No medal,True
Ilana Karaszyk,F,Israel,ISR,1960,Roma,Athletics,Athletics Women's 200 metres,No medal,True
Ilana Karaszyk,F,Israel,ISR,1960,Roma,Athletics,Athletics Women's Long Jump,No medal,True
Hanna Knyazyeva-minenko,F,Israel,ISR,2016,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,No medal,False
Michal (-cohen),F,Israel,ISR,1964,Tokyo,Athletics,Athletics Women's High Jump,No medal,False
Irina (lenskaya-omelchenko-),F,Israel,ISR,2004,Athina,Athletics,Athletics Women's 100 metres Hurdles,No medal,False
Tamara (-shumacher),F,Israel,ISR,1952,Helsinki,Athletics,Athletics Women's High Jump,No medal,True
Tamara (-shumacher),F,Israel,ISR,1952,Helsinki,Athletics,Athletics Women's Long Jump,No medal,True
Jillian Schwartz,F,Israel,ISR,2012,London,Athletics,Athletics Women's Pole Vault,No medal,False
Esther Shakhamorov-rot,F,Israel,ISR,1972,Munich,Athletics,Athletics Women's 100 metres,No medal,True
Esther Shakhamorov-rot,F,Israel,ISR,1972,Munich,Athletics,Athletics Women's 100 metres Hurdles,No medal,True
Esther Shakhamorov-rot,F,Israel,ISR,1976,Montreal,Athletics,Athletics Women's 100 metres Hurdles,No medal,True
Channa (-zadik),F,Israel,ISR,1968,Mexico City,Athletics,Athletics Women's 400 metres,No medal,True
Channa (-zadik),F,Israel,ISR,1968,Mexico City,Athletics,Athletics Women's 800 metres,No medal,True
Zehava Shmueli,F,Israel,ISR,1984,Los Angeles,Athletics,Athletics Women's Marathon,No medal,False
Miriam (-catzenstein),F,Israel,ISR,1964,Tokyo,Athletics,Athletics Women's 100 metres,No medal,True
Miriam (-catzenstein),F,Israel,ISR,1964,Tokyo,Athletics,Athletics Women's 200 metres,No medal,True
Maor Tiyouri,F,Israel,ISR,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal,True
Olga Winterberg,F,Israel,ISR,1952,Helsinki,Athletics,Athletics Women's Discus Throw,No medal,False
Adva Cohen,F,Israel,ISR,2020,Tokyo,Athletics,Women's 3000m Steeplechase,No medal,False
Hanna Minenko,F,Israel,ISR,2020,Tokyo,Athletics,Women's Triple Jump,No medal,False
Chemtai Salpeter,F,Israel,ISR,2020,Tokyo,Athletics,Women's Marathon,No medal,True
Selamawit Teferi,F,Israel,ISR,2020,Tokyo,Athletics,Women's 5000m,No medal,True
Selamawit Teferi,F,Israel,ISR,2020,Tokyo,Athletics,"Women's 10,000m",No medal,True
Maor Tiyouri,F,Israel,ISR,2020,Tokyo,Athletics,Women's Marathon,No medal,True
Diana Vaisman,F,Israel,ISR,2020,Tokyo,Athletics,Women's 100m,No medal,False
Chemtai Salpeter,F,Israel,ISR,2024,Paris,Athletics,Women's Marathon,No medal,True
Maor Tiyouri,F,Israel,ISR,2024,Paris,Athletics,Women's Marathon,No medal,True
