Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Juraj Amel,M,Yugoslavia,YUG,1948,London,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False
Dragan Andri,M,Yugoslavia,YUG,1984,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold,Water,WPO,True
Dragan Andri,M,Yugoslavia,YUG,1988,Seoul,Water Polo,Water Polo Men's Water Polo,Gold,Water,WPO,True
Duan Antunovi,M,Yugoslavia,YUG,1972,Munich,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True
Duan Antunovi,M,Yugoslavia,YUG,1976,Montreal,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True
Veljko Bakaun,M,Yugoslavia,YUG,1948,London,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True
Veljko Bakaun,M,Yugoslavia,YUG,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,Silver,Water,WPO,True
Milivoj Bebi,M,Yugoslavia,YUG,1980,Moskva,Water Polo,Water Polo Men's Water Polo,Silver,Water,WPO,True
Milivoj Bebi,M,Yugoslavia,YUG,1984,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold,Water,WPO,True
Sinia Belamari,M,Yugoslavia,YUG,1972,Munich,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True
Sinia Belamari,M,Yugoslavia,YUG,1976,Montreal,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True
Mislav Bezmalinovi,M,Yugoslavia,YUG,1988,Seoul,Water Polo,Water Polo Men's Water Polo,Gold,Water,WPO,False
Filip Bonai,M,Yugoslavia,YUG,1936,Berlin,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False
Ozren Bonai,M,Yugoslavia,YUG,1964,Tokyo,Water Polo,Water Polo Men's Water Polo,Silver,Water,WPO,True
Ozren Bonai,M,Yugoslavia,YUG,1968,Mexico City,Water Polo,Water Polo Men's Water Polo,Gold,Water,WPO,True
Ozren Bonai,M,Yugoslavia,YUG,1972,Munich,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True
Ozren Bonai,M,Yugoslavia,YUG,1976,Montreal,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True
Marko Brajnovi,M,Yugoslavia,YUG,1948,London,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True
Marko Brajnovi,M,Yugoslavia,YUG,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,Silver,Water,WPO,True
Perica Buki,M,Yugoslavia,YUG,1984,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold,Water,WPO,True
Perica Buki,M,Yugoslavia,YUG,1988,Seoul,Water Polo,Water Polo Men's Water Polo,Gold,Water,WPO,True
Luka Ciganovi,M,Yugoslavia,YUG,1936,Berlin,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True
Luka Ciganovi,M,Yugoslavia,YUG,1948,London,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True
Ivica Cipci,M,Yugoslavia,YUG,1956,Melbourne,Water Polo,Water Polo Men's Water Polo,Silver,Water,WPO,False
Vinko Cvjetkovi,M,Yugoslavia,YUG,1936,Berlin,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False
Dejan Dabovi,M,Yugoslavia,YUG,1968,Mexico City,Water Polo,Water Polo Men's Water Polo,Gold,Water,WPO,True
Dejan Dabovi,M,Yugoslavia,YUG,1976,Montreal,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True
Veselin Uho,M,Yugoslavia,YUG,1984,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold,Water,WPO,True
Veselin Uho,M,Yugoslavia,YUG,1988,Seoul,Water Polo,Water Polo Men's Water Polo,Gold,Water,WPO,True
Tomislav Franjkovi,M,Yugoslavia,YUG,1956,Melbourne,Water Polo,Water Polo Men's Water Polo,Silver,Water,WPO,False
Ivo (giovanelli),M,Yugoslavia,YUG,1948,London,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False
Igor Goanin,M,Yugoslavia,YUG,1988,Seoul,Water Polo,Water Polo Men's Water Polo,Gold,Water,WPO,False
Zoran Gopevi,M,Yugoslavia,YUG,1980,Moskva,Water Polo,Water Polo Men's Water Polo,Silver,Water,WPO,False
Boo Grkini,M,Yugoslavia,YUG,1948,London,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False
Zdravko Hebel,M,Yugoslavia,YUG,1968,Mexico City,Water Polo,Water Polo Men's Water Polo,Gold,Water,WPO,False
Vladimir Ivkovi,M,Yugoslavia,YUG,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,Silver,Water,WPO,True
Vladimir Ivkovi,M,Yugoslavia,YUG,1956,Melbourne,Water Polo,Water Polo Men's Water Polo,Silver,Water,WPO,True
Zoran Jankovi,M,Yugoslavia,YUG,1964,Tokyo,Water Polo,Water Polo Men's Water Polo,Silver,Water,WPO,True
Zoran Jankovi,M,Yugoslavia,YUG,1968,Mexico City,Water Polo,Water Polo Men's Water Polo,Gold,Water,WPO,True
Zoran Jankovi,M,Yugoslavia,YUG,1972,Munich,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True
Zdravko Jei,M,Yugoslavia,YUG,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,Silver,Water,WPO,True
Zdravko Jei,M,Yugoslavia,YUG,1956,Melbourne,Water Polo,Water Polo Men's Water Polo,Silver,Water,WPO,True
Zdravko Jei,M,Yugoslavia,YUG,1960,Roma,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True
Hrvoje Kai,M,Yugoslavia,YUG,1956,Melbourne,Water Polo,Water Polo Men's Water Polo,Silver,Water,WPO,True
Hrvoje Kai,M,Yugoslavia,YUG,1960,Roma,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True
Zoran Kai,M,Yugoslavia,YUG,1976,Montreal,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False
