Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Juraj Baa,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
Juraj Baa,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Juraj Baa,M,Slovakia,SVK,2004,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,True
Matej Beu,M,Slovakia,SVK,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Silver,False
Daniel Biksadsk,M,Slovakia,SVK,2004,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal,True
Daniel Biksadsk,M,Slovakia,SVK,2004,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,True
Martin Chorvth,M,Slovakia,SVK,2004,Athina,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal,False
Peter Cibk,M,Slovakia,SVK,2008,Beijing,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal,False
Rbert Erban,M,Slovakia,SVK,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal,True
Rbert Erban,M,Slovakia,SVK,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,True
Rbert Erban,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal,True
Rbert Erban,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,True
Rbert Erban,M,Slovakia,SVK,2004,Athina,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,True
Vincent Farka,M,Slovakia,SVK,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal,False
Peter Gelle,M,Slovakia,SVK,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Peter Gelle,M,Slovakia,SVK,2012,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,True
Peter Gelle,M,Slovakia,SVK,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,True
Jakub Grigar,M,Slovakia,SVK,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal,False
ubomr Hagara,M,Slovakia,SVK,2012,London,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",No medal,False
Pavol Hochschorner,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,True
Pavol Hochschorner,M,Slovakia,SVK,2004,Athina,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,True
Pavol Hochschorner,M,Slovakia,SVK,2008,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,True
Pavol Hochschorner,M,Slovakia,SVK,2012,London,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze,True
Peter Hochschorner,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,True
Peter Hochschorner,M,Slovakia,SVK,2004,Athina,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,True
Peter Hochschorner,M,Slovakia,SVK,2008,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,True
Peter Hochschorner,M,Slovakia,SVK,2012,London,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze,True
Martin Jankovec,M,Slovakia,SVK,2012,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,False
Juraj Kadnr,M,Slovakia,SVK,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,False
Slavomr Kazovick,M,Slovakia,SVK,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Silver,True
Slavomr Kazovick,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",No medal,True
Marek Krajovi,M,Slovakia,SVK,2012,London,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,False
Jn Kubica,M,Slovakia,SVK,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal,True
Jn Kubica,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal,True
Jn Kubica,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,True
Rastislav Kuel,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,False
Tibor Linka,M,Slovakia,SVK,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,False
Michal Martikn,M,Slovakia,SVK,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Gold,True
Michal Martikn,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Silver,True
Michal Martikn,M,Slovakia,SVK,2004,Athina,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Silver,True
Michal Martikn,M,Slovakia,SVK,2008,Beijing,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Gold,True
Michal Martikn,M,Slovakia,SVK,2012,London,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Bronze,True
Juraj Mink,M,Slovakia,SVK,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Singles, Slalom",No medal,True
Juraj Mink,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Bronze,True
Denis Myk,M,Slovakia,SVK,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,False
Peter Nagy,M,Slovakia,SVK,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal,True
Peter Nagy,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal,True
Csaba Orosz,M,Slovakia,SVK,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal,True
Csaba Orosz,M,Slovakia,SVK,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,True
Marin Ostril,M,Slovakia,SVK,2004,Athina,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",No medal,True
Marin Ostril,M,Slovakia,SVK,2004,Athina,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal,True
Marin Ostril,M,Slovakia,SVK,2008,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",No medal,True
Marin Ostril,M,Slovakia,SVK,2008,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal,True
Mrio Ostril,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal,True
Mrio Ostril,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,True
Peter Ple,M,Slovakia,SVK,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal,True
Peter Ple,M,Slovakia,SVK,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,True
Peter Ple,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal,True
Peter Ple,M,Slovakia,SVK,2004,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal,True
Peter Ple,M,Slovakia,SVK,2004,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,True
Michal Riszdorfer,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
Michal Riszdorfer,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Michal Riszdorfer,M,Slovakia,SVK,2004,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,True
Michal Riszdorfer,M,Slovakia,SVK,2008,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,True
Richard Riszdorfer,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,True
Richard Riszdorfer,M,Slovakia,SVK,2004,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,True
Richard Riszdorfer,M,Slovakia,SVK,2008,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,True
Jn Ajbidor,M,Slovakia,SVK,2004,Athina,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal,False
Ladislav Kantr,M,Slovakia,SVK,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,False
Peter Kantr,M,Slovakia,SVK,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,False
Miroslav Stanovsk,M,Slovakia,SVK,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal,False
Attila Szab,M,Slovakia,SVK,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,False
Juraj Tarr,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,True
Juraj Tarr,M,Slovakia,SVK,2008,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,True
Juraj Tarr,M,Slovakia,SVK,2012,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,True
Juraj Tarr,M,Slovakia,SVK,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Juraj Tarr,M,Slovakia,SVK,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,True
Erik Vlek,M,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,True
Erik Vlek,M,Slovakia,SVK,2004,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,True
Erik Vlek,M,Slovakia,SVK,2008,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,True
Erik Vlek,M,Slovakia,SVK,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Erik Vlek,M,Slovakia,SVK,2012,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,True
Erik Vlek,M,Slovakia,SVK,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Erik Vlek,M,Slovakia,SVK,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,True
