Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Alberto Palma,M,Mexico,MEX,1992,Barcelona,Diving,Diving Men's Platform,No medal,Diving,DIV,True
Alberto Palma,M,Mexico,MEX,1996,Atlanta,Diving,Diving Men's Platform,No medal,Diving,DIV,True
Porfirio Becerril,M,Mexico,MEX,1972,Munich,Diving,Diving Men's Springboard,No medal,Diving,DIV,True
Porfirio Becerril,M,Mexico,MEX,1972,Munich,Diving,Diving Men's Platform,No medal,Diving,DIV,True
Porfirio Becerril,M,Mexico,MEX,1976,Montreal,Diving,Diving Men's Springboard,No medal,Diving,DIV,True
Juan Medina,M,Mexico,MEX,1956,Melbourne,Diving,Diving Men's Springboard,No medal,Diving,DIV,True
Juan Medina,M,Mexico,MEX,1956,Melbourne,Diving,Diving Men's Platform,No medal,Diving,DIV,True
Juan Medina,M,Mexico,MEX,1960,Roma,Diving,Diving Men's Springboard,Bronze,Diving,DIV,True
Alberto Prez,M,Mexico,MEX,1952,Helsinki,Diving,Diving Men's Springboard,No medal,Diving,DIV,True
Alberto Prez,M,Mexico,MEX,1952,Helsinki,Diving,Diving Men's Platform,No medal,Diving,DIV,True
Alberto Prez,M,Mexico,MEX,1956,Melbourne,Diving,Diving Men's Platform,No medal,Diving,DIV,True
Joaqun Prez,M,Mexico,MEX,1948,London,Diving,Diving Men's Springboard,No medal,Diving,DIV,True
Joaqun Prez,M,Mexico,MEX,1948,London,Diving,Diving Men's Platform,Bronze,Diving,DIV,True
Joaqun Prez,M,Mexico,MEX,1952,Helsinki,Diving,Diving Men's Springboard,No medal,Diving,DIV,True
Joaqun Prez,M,Mexico,MEX,1952,Helsinki,Diving,Diving Men's Platform,Silver,Diving,DIV,True
Joaqun Prez,M,Mexico,MEX,1956,Melbourne,Diving,Diving Men's Springboard,Bronze,Diving,DIV,True
Joaqun Prez,M,Mexico,MEX,1956,Melbourne,Diving,Diving Men's Platform,Gold,Diving,DIV,True
Yahel Huerta,M,Mexico,MEX,2008,Beijing,Diving,Diving Men's Springboard,No medal,Diving,DIV,True
Yahel Huerta,M,Mexico,MEX,2012,London,Diving,Diving Men's Springboard,No medal,Diving,DIV,True
Yahel Huerta,M,Mexico,MEX,2012,London,Diving,Diving Men's Synchronized Springboard,No medal,Diving,DIV,True
Carlos Galvn,M,Mexico,MEX,1932,Los Angeles,Diving,Diving Men's Platform,No medal,Diving,DIV,False
Rodrigo Lpez,M,Mexico,MEX,2016,Rio de Janeiro,Diving,Diving Men's Springboard,No medal,Diving,DIV,False
Jess Alba,M,Mexico,MEX,1932,Los Angeles,Diving,Diving Men's Platform,No medal,Diving,DIV,True
Jess Alba,M,Mexico,MEX,1936,Berlin,Diving,Diving Men's Platform,No medal,Diving,DIV,True
Ivn Navarro,M,Mexico,MEX,2012,London,Diving,Diving Men's Platform,No medal,Diving,DIV,True
Ivn Navarro,M,Mexico,MEX,2012,London,Diving,Diving Men's Synchronized Platform,Silver,Diving,DIV,True
Ivn Navarro,M,Mexico,MEX,2016,Rio de Janeiro,Diving,Diving Men's Platform,No medal,Diving,DIV,True
Ivn Navarro,M,Mexico,MEX,2016,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,No medal,Diving,DIV,True
Juan Robles,M,Mexico,MEX,1960,Roma,Diving,Diving Men's Springboard,No medal,Diving,DIV,True
Juan Robles,M,Mexico,MEX,1960,Roma,Diving,Diving Men's Platform,No medal,Diving,DIV,True
Juan Robles,M,Mexico,MEX,1964,Tokyo,Diving,Diving Men's Springboard,No medal,Diving,DIV,True
Juan Robles,M,Mexico,MEX,1964,Tokyo,Diving,Diving Men's Platform,No medal,Diving,DIV,True
