Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
urea Cruz,F,Puerto Rico,PUR,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,No medal,False
Stephanie Enright,F,Puerto Rico,PUR,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,No medal,False
Vilmarie Mojica,F,Puerto Rico,PUR,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,No medal,False
Lynda Morales,F,Puerto Rico,PUR,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,No medal,False
Karina Clemente,F,Puerto Rico,PUR,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,No medal,False
Alexandra Oquendo,F,Puerto Rico,PUR,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,No medal,False
Diana Cruz,F,Puerto Rico,PUR,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,No medal,False
Yarimar Adorno,F,Puerto Rico,PUR,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,No medal,False
Daly Morales,F,Puerto Rico,PUR,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,No medal,False
Debora Anadon,F,Puerto Rico,PUR,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,No medal,False
Natalia Len,F,Puerto Rico,PUR,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,No medal,False
Shara Medina,F,Puerto Rico,PUR,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,No medal,False
