Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Tadej Pogacar,M,Slovenia,SLO,2020,Tokyo,Cycling Road,Men's Road Race,Bronze,False
Jan Polanc,M,Slovenia,SLO,2020,Tokyo,Cycling Road,Men's Road Race,No medal,False
Primoz Roglic,M,Slovenia,SLO,2020,Tokyo,Cycling Road,Men's Road Race,No medal,True
Primoz Roglic,M,Slovenia,SLO,2020,Tokyo,Cycling Road,Men's Individual Time Trial,Gold,True
Jan Tratnik,M,Slovenia,SLO,2020,Tokyo,Cycling Road,Men's Road Race,No medal,True
Domen Novak,M,Slovenia,SLO,2024,Paris,Cycling Road,Men's Road Race,No medal,False
Jan Tratnik,M,Slovenia,SLO,2024,Paris,Cycling Road,Men's Road Race,No medal,True
Jan Tratnik,M,Slovenia,SLO,2024,Paris,Cycling Road,Men's Individual Time Trial,No medal,True
Luka Mezgec,M,Slovenia,SLO,2024,Paris,Cycling Road,Men's Road Race,No medal,False
Matej Mohoric,M,Slovenia,SLO,2024,Paris,Cycling Road,Men's Road Race,No medal,False
