Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Kenneth Hlasa,M,Lesotho,LES,1980,Moskva,Athletics,Athletics Men's 800 metres,No medal,True
Kenneth Hlasa,M,Lesotho,LES,1980,Moskva,Athletics,Athletics Men's Marathon,No medal,True
Mothobi Kharitse,M,Lesotho,LES,1988,Seoul,Athletics,Athletics Men's 100 metres,No medal,False
Clement Lebopo,M,Lesotho,LES,2008,Beijing,Athletics,Athletics Men's Marathon,No medal,False
Mosito Lehata,M,Lesotho,LES,2012,London,Athletics,Athletics Men's 200 metres,No medal,True
Mosito Lehata,M,Lesotho,LES,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,No medal,True
Mosito Lehata,M,Lesotho,LES,2016,Rio de Janeiro,Athletics,Athletics Men's 200 metres,No medal,True
Joseph Letseka,M,Lesotho,LES,1980,Moskva,Athletics,Athletics Men's 100 metres,No medal,True
Joseph Letseka,M,Lesotho,LES,1980,Moskva,Athletics,Athletics Men's 200 metres,No medal,True
Makoekoe Mahanetsa,M,Lesotho,LES,1996,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,False
Simon Maine,M,Lesotho,LES,2008,Beijing,Athletics,Athletics Men's Marathon,No medal,False
Motlatsi Maseela,M,Lesotho,LES,1996,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,False
Mohala Mohloli,M,Lesotho,LES,1988,Seoul,Athletics,Athletics Men's Marathon,No medal,False
Henry Mohoanyane,M,Lesotho,LES,1992,Barcelona,Athletics,Athletics Men's 400 metres,No medal,False
Mopeli Molapo,M,Lesotho,LES,1980,Moskva,Athletics,"Athletics Men's 1,500 metres",No medal,False
Motsapi Moorosi,M,Lesotho,LES,1972,Munich,Athletics,Athletics Men's 100 metres,No medal,True
Motsapi Moorosi,M,Lesotho,LES,1972,Munich,Athletics,Athletics Men's 200 metres,No medal,True
Thabiso Moqhali,M,Lesotho,LES,1992,Barcelona,Athletics,Athletics Men's Marathon,No medal,True
Thabiso Moqhali,M,Lesotho,LES,2000,Sydney,Athletics,Athletics Men's Marathon,No medal,True
Mpho Morobe,M,Lesotho,LES,1996,Atlanta,Athletics,Athletics Men's 400 metres,No medal,True
Mpho Morobe,M,Lesotho,LES,1996,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,True
Moses Mosuhli,M,Lesotho,LES,2008,Beijing,Athletics,Athletics Men's Marathon,No medal,False
Tello Namane,M,Lesotho,LES,1992,Barcelona,Athletics,"Athletics Men's 5,000 metres",No medal,False
Namakoe Nkhasi,M,Lesotho,LES,2016,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",No medal,False
Lebenya Nkoka,M,Lesotho,LES,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon,No medal,False
Frans Ntaole,M,Lesotho,LES,1984,Los Angeles,Athletics,"Athletics Men's 10,000 metres",No medal,True
Frans Ntaole,M,Lesotho,LES,1984,Los Angeles,Athletics,Athletics Men's Marathon,No medal,True
Noheku Nteso,M,Lesotho,LES,1988,Seoul,Athletics,Athletics Men's Marathon,No medal,False
Mpesela Ntlot'soeu,M,Lesotho,LES,2004,Athina,Athletics,Athletics Men's Marathon,No medal,False
Gabashane Rakabaele,M,Lesotho,LES,1980,Moskva,Athletics,Athletics Men's Marathon,No medal,True
Gabashane Rakabaele,M,Lesotho,LES,1984,Los Angeles,Athletics,Athletics Men's Marathon,No medal,True
Thabisio Ralekhetla,M,Lesotho,LES,1996,Atlanta,Athletics,Athletics Men's Marathon,No medal,False
Patrick Rama,M,Lesotho,LES,1992,Barcelona,Athletics,"Athletics Men's 10,000 metres",No medal,False
Tsepo Ramonene-mathibelle,M,Lesotho,LES,2012,London,Athletics,Athletics Men's Marathon,No medal,True
Tsepo Ramonene-mathibelle,M,Lesotho,LES,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon,No medal,True
Isaac Seatile,M,Lesotho,LES,1996,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,False
Bothloko Shebe,M,Lesotho,LES,1992,Barcelona,Athletics,Athletics Men's 100 metres,No medal,True
Bothloko Shebe,M,Lesotho,LES,1992,Barcelona,Athletics,Athletics Men's 200 metres,No medal,True
Motlalepula Thabana,M,Lesotho,LES,1980,Moskva,Athletics,"Athletics Men's 10,000 metres",No medal,False
Khoarahlane Seutloali,M,Lesotho,LES,2020,Tokyo,Athletics,Men's Marathon,No medal,False
Tebello Ramakongoana,M,Lesotho,LES,2024,Paris,Athletics,Men's Marathon,No medal,False
