Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Koutoua Abia,M,Cote D'Ivoire,CIV,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
Koutoua Abia,M,Cote D'Ivoire,CIV,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal,True
Koutoua Abia,M,Cote D'Ivoire,CIV,2008,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal,True
Koutoua Abia,M,Cote D'Ivoire,CIV,2008,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,True
Adogon,M,Cote D'Ivoire,CIV,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,False
Jrme Gaye,M,Cote D'Ivoire,CIV,1968,Mexico City,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,False
Miezan Edoukou,M,Cote D'Ivoire,CIV,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,False
Paul M'boule,M,Cote D'Ivoire,CIV,1968,Mexico City,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Paul M'boule,M,Cote D'Ivoire,CIV,1972,Munich,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Barthlemy Baugr,M,Cote D'Ivoire,CIV,1972,Munich,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,False
Mathieu M'broh,M,Cote D'Ivoire,CIV,1972,Munich,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,False
Melagne Lath,M,Cote D'Ivoire,CIV,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
Melagne Lath,M,Cote D'Ivoire,CIV,1988,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
Kouame N'douba,M,Cote D'Ivoire,CIV,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
Kouame N'douba,M,Cote D'Ivoire,CIV,1988,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
N'Gama,M,Cote D'Ivoire,CIV,1968,Mexico City,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
N'Gama,M,Cote D'Ivoire,CIV,1972,Munich,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,True
N'Gama,M,Cote D'Ivoire,CIV,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal,True
Daniel Sedji,M,Cote D'Ivoire,CIV,1972,Munich,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,False
Drissa Traour,M,Cote D'Ivoire,CIV,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,False
