Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Pl Bak,M,Hungary,HUN,1972,Munich,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,True,True
Pl Bak,M,Hungary,HUN,1972,Munich,Modern Pentathlon,Modern Pentathlon Men's Team,Silver,Modern,MPN,True,True
Andrs Balcz,M,Hungary,HUN,1960,Roma,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,True,True
Andrs Balcz,M,Hungary,HUN,1960,Roma,Modern Pentathlon,Modern Pentathlon Men's Team,Gold,Modern,MPN,True,True
Andrs Balcz,M,Hungary,HUN,1968,Mexico City,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver,Modern,MPN,True,False
Andrs Balcz,M,Hungary,HUN,1968,Mexico City,Modern Pentathlon,Modern Pentathlon Men's Team,Gold,Modern,MPN,True,False
Andrs Balcz,M,Hungary,HUN,1972,Munich,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold,Modern,MPN,True,False
Andrs Balcz,M,Hungary,HUN,1972,Munich,Modern Pentathlon,Modern Pentathlon Men's Team,Silver,Modern,MPN,True,False
Gbor Balogh,M,Hungary,HUN,2000,Sydney,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver,Modern,MPN,True,True
Gbor Balogh,M,Hungary,HUN,2004,Athina,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,True,False
Gbor Balogh,M,Hungary,HUN,2008,Beijing,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,True,False
Gbor Benedek,M,Hungary,HUN,1952,Helsinki,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver,Modern,MPN,True,True
Gbor Benedek,M,Hungary,HUN,1952,Helsinki,Modern Pentathlon,Modern Pentathlon Men's Team,Gold,Modern,MPN,True,True
Gbor Benedek,M,Hungary,HUN,1956,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,True,False
Gbor Benedek,M,Hungary,HUN,1956,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Team,No medal,Modern,MPN,True,False
Tibor (-benk-kzdivsrhelyi),M,Hungary,HUN,1932,Los Angeles,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,False,True
Jnos Bdy,M,Hungary,HUN,1956,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,True,True
Jnos Bdy,M,Hungary,HUN,1956,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Team,No medal,Modern,MPN,True,True
Bence Demeter,M,Hungary,HUN,2016,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,False,True
Lszl Fbin,M,Hungary,HUN,1988,Seoul,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,True,True
Lszl Fbin,M,Hungary,HUN,1988,Seoul,Modern Pentathlon,Modern Pentathlon Men's Team,Gold,Modern,MPN,True,True
Lszl Fbin,M,Hungary,HUN,1992,Barcelona,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,True,False
Lszl Fbin,M,Hungary,HUN,1992,Barcelona,Modern Pentathlon,Modern Pentathlon Men's Team,No medal,Modern,MPN,True,False
Tivadar Filts,M,Hungary,HUN,1928,Amsterdam,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,False,True
kos Hanzly,M,Hungary,HUN,1996,Atlanta,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,False,True
Frigyes (schultz-),M,Hungary,HUN,1948,London,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,False,True
Lszl Horvth,M,Hungary,HUN,1980,Moskva,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,True,True
Lszl Horvth,M,Hungary,HUN,1980,Moskva,Modern Pentathlon,Modern Pentathlon Men's Team,Silver,Modern,MPN,True,True
Viktor Horvth,M,Hungary,HUN,2008,Beijing,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,False,True
kos Kllai,M,Hungary,HUN,2004,Athina,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,False,True
Attila Kis,M,Hungary,HUN,1992,Barcelona,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,True,True
Attila Kis,M,Hungary,HUN,1992,Barcelona,Modern Pentathlon,Modern Pentathlon Men's Team,No medal,Modern,MPN,True,True
Tams Kancsal,M,Hungary,HUN,1976,Montreal,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,True,True
Tams Kancsal,M,Hungary,HUN,1976,Montreal,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze,Modern,MPN,True,True
Lszl Karcson,M,Hungary,HUN,1948,London,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,False,True
Rbert Kasza,M,Hungary,HUN,2012,London,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,False,True
Aladr Kovcsi,M,Hungary,HUN,1952,Helsinki,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,True,True
Aladr Kovcsi,M,Hungary,HUN,1952,Helsinki,Modern Pentathlon,Modern Pentathlon Men's Team,Gold,Modern,MPN,True,True
Tibor Maracsk,M,Hungary,HUN,1976,Montreal,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,True,True
Tibor Maracsk,M,Hungary,HUN,1976,Montreal,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze,Modern,MPN,True,True
Tibor Maracsk,M,Hungary,HUN,1980,Moskva,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,True,False
Tibor Maracsk,M,Hungary,HUN,1980,Moskva,Modern Pentathlon,Modern Pentathlon Men's Team,Silver,Modern,MPN,True,False
dm Marosi,M,Hungary,HUN,2012,London,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze,Modern,MPN,True,True
dm Marosi,M,Hungary,HUN,2016,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,Modern,MPN,True,False
