Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Mohamed Aberhoune,M,Morocco,MAR,2012,London,Football,Football Men's Football,No medal,Football,FBL,False
Zakaria Aboub,M,Morocco,MAR,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False
Lahcen Abrami,M,Morocco,MAR,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Mustapha Achab,M,Morocco,MAR,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Jamal Al-alioui,M,Morocco,MAR,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,False
Hussain Ammouta,M,Morocco,MAR,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Noureddine Amrabat,M,Morocco,MAR,2012,London,Football,Football Men's Football,No medal,Football,FBL,False
Mohamed Amsif,M,Morocco,MAR,2012,London,Football,Football Men's Football,No medal,Football,FBL,False
Salaheddine Aqqal,M,Morocco,MAR,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,False
Aziz Azim,M,Morocco,MAR,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Mohamed Azzouzi,M,Morocco,MAR,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Ahmed Bahja,M,Morocco,MAR,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Driss Bamoos,M,Morocco,MAR,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,False
Abdelaziz Barrada,M,Morocco,MAR,2012,London,Football,Football Men's Football,No medal,Football,FBL,False
Aissam Al-barroudi,M,Morocco,MAR,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False
Ahmed Korchi,M,Morocco,MAR,1972,Munich,Football,Football Men's Football,No medal,Football,FBL,False
Ali Dayan,M,Morocco,MAR,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,False
Allal Kassou,M,Morocco,MAR,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,False
Boujamaa Khrief,M,Morocco,MAR,1972,Munich,Football,Football Men's Football,No medal,Football,FBL,False
Kareem Kouar,M,Morocco,MAR,2000,Sydney,Football,Football Men's Football,No medal,Football,FBL,False
Amar Siffedine,M,Morocco,MAR,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,False
Zakarya Bergdich,M,Morocco,MAR,2012,London,Football,Football Men's Football,No medal,Football,FBL,False
Soufiane Bidaoui,M,Morocco,MAR,2012,London,Football,Football Men's Football,No medal,Football,FBL,False
Ali Bouachra,M,Morocco,MAR,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,False
Bouabid Bouden,M,Morocco,MAR,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,False
Mouhcine Bouhlal,M,Morocco,MAR,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Noureddine Bouyahiaoui,M,Morocco,MAR,1984,Los Angeles,Football,Football Men's Football,No medal,Football,FBL,False
