Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Gunter Ambra,M,East Germany,GDR,1976,Montreal,Weightlifting,Weightlifting Men's Lightweight,No medal,Weightlifting,WLF,True,True
Gunter Ambra,M,East Germany,GDR,1980,Moskva,Weightlifting,Weightlifting Men's Lightweight,No medal,Weightlifting,WLF,True,False
Friedrich Arnold,M,East Germany,GDR,1968,Mexico City,Weightlifting,Weightlifting Men's Light-Heavyweight,No medal,Weightlifting,WLF,False,True
Detlef Blasche,M,East Germany,GDR,1980,Moskva,Weightlifting,Weightlifting Men's Light-Heavyweight,No medal,Weightlifting,WLF,False,True
Gerd Bonk,M,East Germany,GDR,1972,Munich,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze,Weightlifting,WLF,True,True
Gerd Bonk,M,East Germany,GDR,1976,Montreal,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver,Weightlifting,WLF,True,False
Jrgen Ciezki,M,East Germany,GDR,1976,Montreal,Weightlifting,Weightlifting Men's Heavyweight,No medal,Weightlifting,WLF,False,True
Werner Dittrich,M,East Germany,GDR,1968,Mexico City,Weightlifting,Weightlifting Men's Middleweight,No medal,Weightlifting,WLF,True,True
Werner Dittrich,M,East Germany,GDR,1972,Munich,Weightlifting,Weightlifting Men's Middleweight,No medal,Weightlifting,WLF,True,False
Wolfgang Faber,M,East Germany,GDR,1972,Munich,Weightlifting,Weightlifting Men's Lightweight,No medal,Weightlifting,WLF,False,True
Manfred Funke,M,East Germany,GDR,1980,Moskva,Weightlifting,Weightlifting Men's Heavyweight I,No medal,Weightlifting,WLF,False,True
Stefan Grtzner,M,East Germany,GDR,1972,Munich,Weightlifting,Weightlifting Men's Heavyweight,Bronze,Weightlifting,WLF,False,True
Michael Hennig,M,East Germany,GDR,1980,Moskva,Weightlifting,Weightlifting Men's Heavyweight I,No medal,Weightlifting,WLF,False,True
Jrgen Heuser,M,East Germany,GDR,1980,Moskva,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver,Weightlifting,WLF,False,True
Wolfgang Hbner,M,East Germany,GDR,1976,Montreal,Weightlifting,Weightlifting Men's Middleweight,No medal,Weightlifting,WLF,False,True
Joachim Kunz,M,East Germany,GDR,1980,Moskva,Weightlifting,Weightlifting Men's Lightweight,Silver,Weightlifting,WLF,True,True
Joachim Kunz,M,East Germany,GDR,1988,Seoul,Weightlifting,Weightlifting Men's Lightweight,Gold,Weightlifting,WLF,True,False
Andreas Letz,M,East Germany,GDR,1980,Moskva,Weightlifting,Weightlifting Men's Bantamweight,No medal,Weightlifting,WLF,False,True
Helmut Losch,M,East Germany,GDR,1972,Munich,Weightlifting,Weightlifting Men's Heavyweight,No medal,Weightlifting,WLF,True,True
Helmut Losch,M,East Germany,GDR,1976,Montreal,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze,Weightlifting,WLF,True,False
Frank Mantek,M,East Germany,GDR,1980,Moskva,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze,Weightlifting,WLF,False,True
Peter Petzold,M,East Germany,GDR,1976,Montreal,Weightlifting,Weightlifting Men's Middle-Heavyweight,No medal,Weightlifting,WLF,False,True
Bernhard Radtke,M,East Germany,GDR,1972,Munich,Weightlifting,Weightlifting Men's Light-Heavyweight,No medal,Weightlifting,WLF,False,True
Manfred Rieger,M,East Germany,GDR,1968,Mexico City,Weightlifting,Weightlifting Men's Heavyweight,No medal,Weightlifting,WLF,True,True
Manfred Rieger,M,East Germany,GDR,1972,Munich,Weightlifting,Weightlifting Men's Super-Heavyweight,No medal,Weightlifting,WLF,True,False
Gnter Schliwka,M,East Germany,GDR,1980,Moskva,Weightlifting,Weightlifting Men's Middleweight,No medal,Weightlifting,WLF,False,True
Michael Schubert,M,East Germany,GDR,1988,Seoul,Weightlifting,Weightlifting Men's Heavyweight II,No medal,Weightlifting,WLF,False,True
Ingo Steinhfel,M,East Germany,GDR,1988,Seoul,Weightlifting,Weightlifting Men's Middleweight,Silver,Weightlifting,WLF,False,True
Ronny Weller,M,East Germany,GDR,1988,Seoul,Weightlifting,Weightlifting Men's Heavyweight II,Bronze,Weightlifting,WLF,False,True
Peter Wenzel,M,East Germany,GDR,1976,Montreal,Weightlifting,Weightlifting Men's Middleweight,Bronze,Weightlifting,WLF,False,True
Franklin Zielecke,M,East Germany,GDR,1972,Munich,Weightlifting,Weightlifting Men's Middleweight,No medal,Weightlifting,WLF,False,True
