Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Akhat Akhirov,M,Kazakhstan,KAZ,1996,Atlanta,Judo,Judo Men's Lightweight,No medal,Judo,JUD,False
Sergey Akhirov,M,Kazakhstan,KAZ,1996,Atlanta,Judo,Judo Men's Half-Lightweight,No medal,Judo,JUD,False
Sergey Alimzhanov,M,Kazakhstan,KAZ,1996,Atlanta,Judo,Judo Men's Middleweight,No medal,Judo,JUD,False
Ivan Baglayev,M,Kazakhstan,KAZ,2000,Sydney,Judo,Judo Men's Half-Lightweight,No medal,Judo,JUD,False
Vyacheslav Berduta,M,Kazakhstan,KAZ,2000,Sydney,Judo,Judo Men's Heavyweight,No medal,Judo,JUD,False
Timur Bolat,M,Kazakhstan,KAZ,2012,London,Judo,Judo Men's Middleweight,No medal,Judo,JUD,False
Islam Bozbayev,M,Kazakhstan,KAZ,2012,London,Judo,Judo Men's Half-Middleweight,No medal,Judo,JUD,True
Bazarbek Donbay,M,Kazakhstan,KAZ,2000,Sydney,Judo,Judo Men's Extra-Lightweight,No medal,Judo,JUD,True
Bazarbek Donbay,M,Kazakhstan,KAZ,2004,Athina,Judo,Judo Men's Extra-Lightweight,No medal,Judo,JUD,True
Rinat Ibragimov,M,Kazakhstan,KAZ,2008,Beijing,Judo,Judo Men's Lightweight,No medal,Judo,JUD,True
Rinat Ibragimov,M,Kazakhstan,KAZ,2012,London,Judo,Judo Men's Lightweight,No medal,Judo,JUD,True
Yeldos Ikhsangaliyev,M,Kazakhstan,KAZ,2004,Athina,Judo,Judo Men's Heavyweight,No medal,Judo,JUD,True
Yeldos Ikhsangaliyev,M,Kazakhstan,KAZ,2008,Beijing,Judo,Judo Men's Heavyweight,No medal,Judo,JUD,True
Didar Khamza,M,Kazakhstan,KAZ,2016,Rio de Janeiro,Judo,Judo Men's Lightweight,No medal,Judo,JUD,True
Muratbek Kipshakbayev,M,Kazakhstan,KAZ,2004,Athina,Judo,Judo Men's Half-Lightweight,No medal,Judo,JUD,False
Yerkebulan Kosayev,M,Kazakhstan,KAZ,2012,London,Judo,Judo Men's Extra-Lightweight,No medal,Judo,JUD,False
Sergey Lim,M,Kazakhstan,KAZ,2012,London,Judo,Judo Men's Half-Lightweight,No medal,Judo,JUD,False
Igor Peshkov,M,Kazakhstan,KAZ,1996,Atlanta,Judo,Judo Men's Heavyweight,No medal,Judo,JUD,False
Maksim Rakov,M,Kazakhstan,KAZ,2012,London,Judo,Judo Men's Half-Heavyweight,No medal,Judo,JUD,True
Maksim Rakov,M,Kazakhstan,KAZ,2016,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,No medal,Judo,JUD,True
