Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Ba Yan,F,China,CHN,1984,Los Angeles,Basketball,Basketball Women's Basketball,Bronze,Basketball,BKB,False
Bian Lan,F,China,CHN,2004,Athina,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,True
Bian Lan,F,China,CHN,2008,Beijing,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,True
Chen Luyun,F,China,CHN,2004,Athina,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Chen Nan,F,China,CHN,2004,Athina,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,True
Chen Nan,F,China,CHN,2008,Beijing,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,True
Chen Nan,F,China,CHN,2012,London,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,True
Chen Nan,F,China,CHN,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,True
Chen Xiaojia,F,China,CHN,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Chen Xiaoli,F,China,CHN,2008,Beijing,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,True
Chen Xiaoli,F,China,CHN,2012,London,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,True
Chen Yuefang,F,China,CHN,1984,Los Angeles,Basketball,Basketball Women's Basketball,Bronze,Basketball,BKB,False
Chu Hui,F,China,CHN,1996,Atlanta,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Cong Xuedi,F,China,CHN,1984,Los Angeles,Basketball,Basketball Women's Basketball,Bronze,Basketball,BKB,True
Cong Xuedi,F,China,CHN,1988,Seoul,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,True
Cong Xuedi,F,China,CHN,1992,Barcelona,Basketball,Basketball Women's Basketball,Silver,Basketball,BKB,True
Gao Song,F,China,CHN,2012,London,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,True
Gao Song,F,China,CHN,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,True
Guan Xin,F,China,CHN,2012,London,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Han Qingling,F,China,CHN,1988,Seoul,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
He Jun,F,China,CHN,1992,Barcelona,Basketball,Basketball Women's Basketball,Silver,Basketball,BKB,True
He Jun,F,China,CHN,1996,Atlanta,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,True
Hu Xiaotao,F,China,CHN,2004,Athina,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Huang Hongpin,F,China,CHN,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Huang Sijing,F,China,CHN,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Ji Yanyan,F,China,CHN,2012,London,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Li Dongmei,F,China,CHN,1992,Barcelona,Basketball,Basketball Women's Basketball,Silver,Basketball,BKB,True
Li Dongmei,F,China,CHN,1996,Atlanta,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,True
Li Shanshan,F,China,CHN,2012,London,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,True
