Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Edward Andrei,M,Romania,ROU,1996,Atlanta,Water Polo,Water Polo Men's Water Polo,No medal,False
Alexandru Bdi,M,Romania,ROU,1956,Melbourne,Water Polo,Water Polo Men's Water Polo,No medal,True
Alexandru Bdi,M,Romania,ROU,1960,Roma,Water Polo,Water Polo Men's Water Polo,No medal,True
Gavril Blajek,M,Romania,ROU,1960,Roma,Water Polo,Water Polo Men's Water Polo,No medal,False
Florin Bonca,M,Romania,ROU,1996,Atlanta,Water Polo,Water Polo Men's Water Polo,No medal,False
Ivan Bordi,M,Romania,ROU,1956,Melbourne,Water Polo,Water Polo Men's Water Polo,No medal,False
Dan Buil,M,Romania,ROU,2012,London,Water Polo,Water Polo Men's Water Polo,No medal,False
Mihnea Chioveanu,M,Romania,ROU,2012,London,Water Polo,Water Polo Men's Water Polo,No medal,False
Dorin Costra,M,Romania,ROU,1980,Moskva,Water Polo,Water Polo Men's Water Polo,No medal,False
Iosif Culineac,M,Romania,ROU,1964,Tokyo,Water Polo,Water Polo Men's Water Polo,No medal,True
Iosif Culineac,M,Romania,ROU,1972,Munich,Water Polo,Water Polo Men's Water Polo,No medal,True
Iosif Deutsch,M,Romania,ROU,1956,Melbourne,Water Polo,Water Polo Men's Water Polo,No medal,False
Nicolae Diaconu,M,Romania,ROU,2012,London,Water Polo,Water Polo Men's Water Polo,No medal,False
Robert Dinu,M,Romania,ROU,1996,Atlanta,Water Polo,Water Polo Men's Water Polo,No medal,False
Eduard Drguin,M,Romania,ROU,2012,London,Water Polo,Water Polo Men's Water Polo,No medal,False
Nicolae Firoiu,M,Romania,ROU,1964,Tokyo,Water Polo,Water Polo Men's Water Polo,No medal,False
Corneliu Fril,M,Romania,ROU,1972,Munich,Water Polo,Water Polo Men's Water Polo,No medal,False
Nicolae Fulgeanu,M,Romania,ROU,1996,Atlanta,Water Polo,Water Polo Men's Water Polo,No medal,False
Ramiro Georgescu,M,Romania,ROU,2012,London,Water Polo,Water Polo Men's Water Polo,No medal,False
Alexandru Ghiban,M,Romania,ROU,2012,London,Water Polo,Water Polo Men's Water Polo,No medal,False
Dimitri Goan,M,Romania,ROU,2012,London,Water Polo,Water Polo Men's Water Polo,No medal,False
Anatol Grinescu,M,Romania,ROU,1960,Roma,Water Polo,Water Polo Men's Water Polo,No medal,True
Anatol Grinescu,M,Romania,ROU,1964,Tokyo,Water Polo,Water Polo Men's Water Polo,No medal,True
Vlad Hagiu,M,Romania,ROU,1996,Atlanta,Water Polo,Water Polo Men's Water Polo,No medal,False
Zoltan Hospodar,M,Romania,ROU,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal,True
Zoltan Hospodar,M,Romania,ROU,1956,Melbourne,Water Polo,Water Polo Men's Water Polo,No medal,True
erban Huber,M,Romania,ROU,1972,Munich,Water Polo,Water Polo Men's Water Polo,No medal,False
Adalbert Iordache,M,Romania,ROU,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal,False
Andrei Iosep,M,Romania,ROU,2012,London,Water Polo,Water Polo Men's Water Polo,No medal,False
Octavian Iosim,M,Romania,ROU,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal,False
Kalman Kadar,M,Romania,ROU,2012,London,Water Polo,Water Polo Men's Water Polo,No medal,False
Atila Kelemen,M,Romania,ROU,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal,False
tefan Kroner,M,Romania,ROU,1960,Roma,Water Polo,Water Polo Men's Water Polo,No medal,True
tefan Kroner,M,Romania,ROU,1964,Tokyo,Water Polo,Water Polo Men's Water Polo,No medal,True
Radu Lazr,M,Romania,ROU,1972,Munich,Water Polo,Water Polo Men's Water Polo,No medal,False
Gelu Lisac,M,Romania,ROU,1996,Atlanta,Water Polo,Water Polo Men's Water Polo,No medal,False
Cornel Mrculescu,M,Romania,ROU,1964,Tokyo,Water Polo,Water Polo Men's Water Polo,No medal,False
Alexandru Marinescu,M,Romania,ROU,1956,Melbourne,Water Polo,Water Polo Men's Water Polo,No medal,False
Alexandru Matei-guiman,M,Romania,ROU,2012,London,Water Polo,Water Polo Men's Water Polo,No medal,False
Bogdan Mihilescu,M,Romania,ROU,1972,Munich,Water Polo,Water Polo Men's Water Polo,No medal,False
Istvan Moldvai,M,Romania,ROU,1996,Atlanta,Water Polo,Water Polo Men's Water Polo,No medal,False
Emil Murean,M,Romania,ROU,1964,Tokyo,Water Polo,Water Polo Men's Water Polo,No medal,False
Gavril Nagy,M,Romania,ROU,1956,Melbourne,Water Polo,Water Polo Men's Water Polo,No medal,False
Adrian Nastasiu,M,Romania,ROU,1976,Montreal,Water Polo,Water Polo Men's Water Polo,No medal,True
Adrian Nastasiu,M,Romania,ROU,1980,Moskva,Water Polo,Water Polo Men's Water Polo,No medal,True
Tiberiu Negrean,M,Romania,ROU,2012,London,Water Polo,Water Polo Men's Water Polo,No medal,False
Zoltan Norman,M,Romania,ROU,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal,False
Gruia Novac,M,Romania,ROU,1964,Tokyo,Water Polo,Water Polo Men's Water Polo,No medal,True
Gruia Novac,M,Romania,ROU,1972,Munich,Water Polo,Water Polo Men's Water Polo,No medal,True
Dinu Popescu,M,Romania,ROU,1972,Munich,Water Polo,Water Polo Men's Water Polo,No medal,True
Dinu Popescu,M,Romania,ROU,1976,Montreal,Water Polo,Water Polo Men's Water Polo,No medal,True
Dinu Popescu,M,Romania,ROU,1980,Moskva,Water Polo,Water Polo Men's Water Polo,No medal,True
Cosmin Radu,M,Romania,ROU,2012,London,Water Polo,Water Polo Men's Water Polo,No medal,False
Ctlin Radu,M,Romania,ROU,1996,Atlanta,Water Polo,Water Polo Men's Water Polo,No medal,False
Liviu Rducanu,M,Romania,ROU,1976,Montreal,Water Polo,Water Polo Men's Water Polo,No medal,True
Liviu Rducanu,M,Romania,ROU,1980,Moskva,Water Polo,Water Polo Men's Water Polo,No medal,True
Bogdan Rath,M,Romania,ROU,1996,Atlanta,Water Polo,Water Polo Men's Water Polo,No medal,False
Viorel Rus,M,Romania,ROU,1972,Munich,Water Polo,Water Polo Men's Water Polo,No medal,True
Viorel Rus,M,Romania,ROU,1976,Montreal,Water Polo,Water Polo Men's Water Polo,No medal,True
Viorel Rus,M,Romania,ROU,1980,Moskva,Water Polo,Water Polo Men's Water Polo,No medal,True
Claudiu Rusu,M,Romania,ROU,1972,Munich,Water Polo,Water Polo Men's Water Polo,No medal,True
Claudiu Rusu,M,Romania,ROU,1976,Montreal,Water Polo,Water Polo Men's Water Polo,No medal,True
Claudiu Rusu,M,Romania,ROU,1980,Moskva,Water Polo,Water Polo Men's Water Polo,No medal,True
Cornel Rusu,M,Romania,ROU,1972,Munich,Water Polo,Water Polo Men's Water Polo,No medal,True
Cornel Rusu,M,Romania,ROU,1976,Montreal,Water Polo,Water Polo Men's Water Polo,No medal,True
Radu Sabu,M,Romania,ROU,1996,Atlanta,Water Polo,Water Polo Men's Water Polo,No medal,False
tefan Sanda,M,Romania,ROU,1996,Atlanta,Water Polo,Water Polo Men's Water Polo,No medal,False
Arcadie Sarcadi,M,Romania,ROU,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal,False
Adrian Schervan,M,Romania,ROU,1976,Montreal,Water Polo,Water Polo Men's Water Polo,No medal,True
Adrian Schervan,M,Romania,ROU,1980,Moskva,Water Polo,Water Polo Men's Water Polo,No medal,True
Francisc Imon,M,Romania,ROU,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal,True
Francisc Imon,M,Romania,ROU,1956,Melbourne,Water Polo,Water Polo Men's Water Polo,No medal,True
Florin Slvei,M,Romania,ROU,1976,Montreal,Water Polo,Water Polo Men's Water Polo,No medal,True
Florin Slvei,M,Romania,ROU,1980,Moskva,Water Polo,Water Polo Men's Water Polo,No medal,True
Ilie Slvei,M,Romania,ROU,1976,Montreal,Water Polo,Water Polo Men's Water Polo,No medal,True
Ilie Slvei,M,Romania,ROU,1980,Moskva,Water Polo,Water Polo Men's Water Polo,No medal,True
Doru Spnu,M,Romania,ROU,1976,Montreal,Water Polo,Water Polo Men's Water Polo,No medal,True
Doru Spnu,M,Romania,ROU,1980,Moskva,Water Polo,Water Polo Men's Water Polo,No medal,True
