Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Talaat Abada,M,Egypt,EGY,2000,Sydney,Taekwondo,Taekwondo Men's Flyweight,No medal,False
Ghofran Zaki,M,Egypt,EGY,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,No medal,False
Tamer Hussein,M,Egypt,EGY,2004,Athina,Taekwondo,Taekwondo Men's Featherweight,No medal,False
Yahia Rashwan,M,Egypt,EGY,2000,Sydney,Taekwondo,Taekwondo Men's Heavyweight,No medal,False
Tamer Bayoumi,M,Egypt,EGY,2004,Athina,Taekwondo,Taekwondo Men's Flyweight,Bronze,True
Tamer Bayoumi,M,Egypt,EGY,2012,London,Taekwondo,Taekwondo Men's Flyweight,No medal,True
Abdelrahman Ahmed,M,Egypt,EGY,2012,London,Taekwondo,Taekwondo Men's Welterweight,No medal,False
Seif Eissa,M,Egypt,EGY,2020,Tokyo,Taekwondo,Men -80kg,Bronze,True
Wael Mahmoud,M,Egypt,EGY,2020,Tokyo,Taekwondo,Men -68kg,No medal,False
Ahmed Nassar,M,Egypt,EGY,2024,Paris,Taekwondo,Men -68kg,No medal,False
Seif Eissa,M,Egypt,EGY,2024,Paris,Taekwondo,Men -80kg,No medal,True
