Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Jan Andrlk,M,Czech Republic,CZE,2000,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,False
Pavel Bedn,M,Czech Republic,CZE,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal,True
Pavel Bedn,M,Czech Republic,CZE,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,True
Jan Beka,M,Czech Republic,CZE,2000,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal,True
Jan Beka,M,Czech Republic,CZE,2000,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,True
Martin Doktor,M,Czech Republic,CZE,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold,True
Martin Doktor,M,Czech Republic,CZE,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold,True
Martin Doktor,M,Czech Republic,CZE,2000,Sydney,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",No medal,True
Martin Doktor,M,Czech Republic,CZE,2000,Sydney,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal,True
Martin Doktor,M,Czech Republic,CZE,2004,Athina,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",No medal,True
Martin Doktor,M,Czech Republic,CZE,2004,Athina,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal,True
Josef Dostl,M,Czech Republic,CZE,2012,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,True
Josef Dostl,M,Czech Republic,CZE,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver,True
Josef Dostl,M,Czech Republic,CZE,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,True
Filip Dvok,M,Czech Republic,CZE,2012,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,True
Filip Dvok,M,Czech Republic,CZE,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,True
Martin Fuksa,M,Czech Republic,CZE,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",No medal,True
Martin Fuksa,M,Czech Republic,CZE,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal,True
Petr Fuksa,M,Czech Republic,CZE,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal,True
Petr Fuksa,M,Czech Republic,CZE,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,True
Vtzslav Gebas,M,Czech Republic,CZE,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, Slalom",No medal,False
Daniel Havel,M,Czech Republic,CZE,2012,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,True
Daniel Havel,M,Czech Republic,CZE,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Daniel Havel,M,Czech Republic,CZE,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,True
Lubo Hilgert,M,Czech Republic,CZE,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal,False
Pavel Holub,M,Czech Republic,CZE,2000,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
Pavel Holub,M,Czech Republic,CZE,2000,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,True
Pavel Hottmar,M,Czech Republic,CZE,2000,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal,True
Pavel Hottmar,M,Czech Republic,CZE,2000,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,True
Vavinec Hradlek,M,Czech Republic,CZE,2008,Beijing,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal,True
Vavinec Hradlek,M,Czech Republic,CZE,2012,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Silver,True
Petr Hruka,M,Czech Republic,CZE,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,False
