Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Brge (-kaas-andersen),M,Denmark,DEN,1960,Roma,Rowing,Rowing Men's Coxless Fours,No medal,Rowing,ROW,False
Carl-Ebbe Andersen,M,Denmark,DEN,1948,London,Rowing,Rowing Men's Coxed Pairs,Gold,Rowing,ROW,False
Jannik Andersen,M,Denmark,DEN,1960,Roma,Rowing,Rowing Men's Double Sculls,No medal,Rowing,ROW,False
Mads Andersen,M,Denmark,DEN,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Gold,Rowing,ROW,False
Rolf-Peder Andersen,M,Denmark,DEN,1972,Munich,Rowing,Rowing Men's Coxless Fours,No medal,Rowing,ROW,False
Jacob Barse,M,Denmark,DEN,2012,London,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze,Rowing,ROW,True
Jacob Barse,M,Denmark,DEN,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Silver,Rowing,ROW,True
Carl Berner,M,Denmark,DEN,1936,Berlin,Rowing,Rowing Men's Coxed Pairs,No medal,Rowing,ROW,True
Carl Berner,M,Denmark,DEN,1936,Berlin,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,True
Aksel (bonde-),M,Denmark,DEN,1948,London,Rowing,Rowing Men's Coxless Fours,Silver,Rowing,ROW,False
Hans Boye,M,Denmark,DEN,1964,Tokyo,Rowing,Rowing Men's Coxless Pairs,No medal,Rowing,ROW,False
Kim Brgesen,M,Denmark,DEN,1972,Munich,Rowing,Rowing Men's Single Sculls,No medal,Rowing,ROW,False
Bjrn Brnnum,M,Denmark,DEN,1952,Helsinki,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,False
Lars Christensen,M,Denmark,DEN,1992,Barcelona,Rowing,Rowing Men's Coxed Eights,No medal,Rowing,ROW,True
Lars Christensen,M,Denmark,DEN,1996,Atlanta,Rowing,Rowing Men's Double Sculls,No medal,Rowing,ROW,True
Erik Christiansen,M,Denmark,DEN,1980,Moskva,Rowing,Rowing Men's Coxless Pairs,No medal,Rowing,ROW,True
