Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Moran Buzovski,F,Israel,ISR,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,Rhythmic,GRY,False,True
Olena Dvornichenko,F,Israel,ISR,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,Rhythmic,GRY,False,True
Yuval Filo,F,Israel,ISR,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,Rhythmic,GRY,False,True
Shulamit Goldstein,F,Israel,ISR,1988,Seoul,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,Rhythmic,GRY,False,True
Liat Novitz,F,Israel,ISR,1984,Los Angeles,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,Rhythmic,GRY,False,True
Viktoriya Koshel,F,Israel,ISR,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,Rhythmic,GRY,False,True
Alona Koshevatskiy,F,Israel,ISR,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,Rhythmic,GRY,False,True
Ekaterina Levina,F,Israel,ISR,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,Rhythmic,GRY,False,True
Karina Lykhvar,F,Israel,ISR,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,Rhythmic,GRY,False,True
Ida Mayrin,F,Israel,ISR,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,Rhythmic,GRY,False,True
Noa Palatchy,F,Israel,ISR,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,Rhythmic,GRY,False,True
Katerina Pisetsky,F,Israel,ISR,2004,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,Rhythmic,GRY,True,True
Katerina Pisetsky,F,Israel,ISR,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,Rhythmic,GRY,True,False
Rakefet Remigolsky,F,Israel,ISR,1988,Seoul,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,Rhythmic,GRY,False,True
Irina Risenzon,F,Israel,ISR,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,Rhythmic,GRY,False,True
Neta Rivkin,F,Israel,ISR,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,Rhythmic,GRY,True,True
Neta Rivkin,F,Israel,ISR,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,Rhythmic,GRY,True,False
Neta Rivkin,F,Israel,ISR,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,Rhythmic,GRY,True,False
Maria Savenkov,F,Israel,ISR,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,Rhythmic,GRY,False,True
Marina Shults,F,Israel,ISR,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,Rhythmic,GRY,False,True
Svetlana Tokayev,F,Israel,ISR,2000,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,No medal,Rhythmic,GRY,False,True
Rahel Vigdozchik,F,Israel,ISR,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,Rhythmic,GRY,False,True
Veronika Vitenberg,F,Israel,ISR,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,Rhythmic,GRY,False,True
Polina Zakaluzny,F,Israel,ISR,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,Rhythmic,GRY,False,True
Eliora Zholkovski,F,Israel,ISR,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,No medal,Rhythmic,GRY,False,True
Linoy Ashram,F,Israel,ISR,2020,Tokyo,Rhythmic Gymnastics,Individual All-Around,Gold,Individual,GRY,False,True
Ofir Dayan,F,Israel,ISR,2020,Tokyo,Rhythmic Gymnastics,Group All-Around Team,No medal,Group,GRY,False,True
Yana Kramarenko,F,Israel,ISR,2020,Tokyo,Rhythmic Gymnastics,Group All-Around Team,No medal,Group,GRY,False,True
Natalie Raits,F,Israel,ISR,2020,Tokyo,Rhythmic Gymnastics,Group All-Around Team,No medal,Group,GRY,False,True
Yuliana Telegina,F,Israel,ISR,2020,Tokyo,Rhythmic Gymnastics,Group All-Around Team,No medal,Group,GRY,False,True
Karin Vexman,F,Israel,ISR,2020,Tokyo,Rhythmic Gymnastics,Group All-Around Team,No medal,Group,GRY,False,True
Nicol Zelikman,F,Israel,ISR,2020,Tokyo,Rhythmic Gymnastics,Individual All-Around,No medal,Individual,GRY,False,True
Shani Bakanov,F,Israel,ISR,2024,Paris,Rhythmic Gymnastics,Group All-Around,Silver,Group,GRY,False,True
Diana Svertsov,F,Israel,ISR,2024,Paris,Rhythmic Gymnastics,Group All-Around,Silver,Group,GRY,False,True
Romi Paritzki,F,Israel,ISR,2024,Paris,Rhythmic Gymnastics,Group All-Around,Silver,Group,GRY,False,True
Ofir Shaham,F,Israel,ISR,2024,Paris,Rhythmic Gymnastics,Group All-Around,Silver,Group,GRY,False,True
Adar Friedmann,F,Israel,ISR,2024,Paris,Rhythmic Gymnastics,Group All-Around,Silver,Group,GRY,False,True
Daria Atamanov,F,Israel,ISR,2024,Paris,Rhythmic Gymnastics,Individual All-Around,No medal,Individual,GRY,False,True
