Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Ashlee Ankudinoff,F,Australia,AUS,2016,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,No medal,Cycling,CTR,True
Tanya Bailey,F,Australia,AUS,2008,Beijing,Cycling,Cycling Women's BMX,No medal,Cycling,CTR,False
Georgia Baker,F,Australia,AUS,2016,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,No medal,Cycling,CTR,True
Katherine Bates,F,Australia,AUS,2004,Athina,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",No medal,Cycling,CTR,True
Katherine Bates,F,Australia,AUS,2004,Athina,Cycling,Cycling Women's Points Race,No medal,Cycling,CTR,True
Katherine Bates,F,Australia,AUS,2008,Beijing,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Katherine Bates,F,Australia,AUS,2008,Beijing,Cycling,Cycling Women's Points Race,No medal,Cycling,CTR,True
Anna (-scheiderbauer),F,Australia,AUS,2000,Sydney,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,Cycling,CTR,False
Caroline Buchanan,F,Australia,AUS,2012,London,Cycling,Cycling Women's BMX,No medal,Cycling,CTR,True
Caroline Buchanan,F,Australia,AUS,2016,Rio de Janeiro,Cycling,Cycling Women's BMX,No medal,Cycling,CTR,True
Alayna Burns,F,Australia,AUS,2000,Sydney,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",No medal,Cycling,CTR,True
Alayna Burns,F,Australia,AUS,2000,Sydney,Cycling,Cycling Women's Points Race,No medal,Cycling,CTR,True
Nicole Callisto,F,Australia,AUS,2008,Beijing,Cycling,Cycling Women's BMX,No medal,Cycling,CTR,False
Sara Carrigan,F,Australia,AUS,2004,Athina,Cycling,"Cycling Women's Road Race, Individual",Gold,Cycling,CTR,True
Sara Carrigan,F,Australia,AUS,2008,Beijing,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Amy Cure,F,Australia,AUS,2016,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,No medal,Cycling,CTR,False
Annette Edmondson,F,Australia,AUS,2012,London,Cycling,Cycling Women's Team Pursuit,No medal,Cycling,CTR,True
Annette Edmondson,F,Australia,AUS,2012,London,Cycling,Cycling Women's Omnium,Bronze,Cycling,CTR,True
Annette Edmondson,F,Australia,AUS,2016,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,No medal,Cycling,CTR,True
Annette Edmondson,F,Australia,AUS,2016,Rio de Janeiro,Cycling,Cycling Women's Omnium,No medal,Cycling,CTR,True
Gracie Elvin,F,Australia,AUS,2016,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,False
Juanita Feldhahn,F,Australia,AUS,2000,Sydney,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,False
Michelle Ferris,F,Australia,AUS,1996,Atlanta,Cycling,Cycling Women's Sprint,Silver,Cycling,CTR,True
Michelle Ferris,F,Australia,AUS,2000,Sydney,Cycling,Cycling Women's Sprint,No medal,Cycling,CTR,True
Michelle Ferris,F,Australia,AUS,2000,Sydney,Cycling,Cycling Women's 500 metres Time Trial,Silver,Cycling,CTR,True
Katrin Garfoot,F,Australia,AUS,2016,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Katrin Garfoot,F,Australia,AUS,2016,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True
Shara Gillow,F,Australia,AUS,2012,London,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Shara Gillow,F,Australia,AUS,2012,London,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True
Olivia Gollan,F,Australia,AUS,2004,Athina,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,False
Donna (-kite),F,Australia,AUS,1988,Seoul,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,False
Alison Grigson,F,Australia,AUS,1996,Atlanta,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,Cycling,CTR,True
Alison Grigson,F,Australia,AUS,2000,Sydney,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,Cycling,CTR,True
Rebecca Henderson,F,Australia,AUS,2012,London,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,Cycling,CTR,True
Rebecca Henderson,F,Australia,AUS,2016,Rio de Janeiro,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,Cycling,CTR,True
Elizabeth Hepple,F,Australia,AUS,1988,Seoul,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,False
Lyndelle Higginson,F,Australia,AUS,2000,Sydney,Cycling,Cycling Women's 500 metres Time Trial,No medal,Cycling,CTR,False
Chloe Hosking,F,Australia,AUS,2012,London,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,False
Melissa Hoskins,F,Australia,AUS,2012,London,Cycling,Cycling Women's Team Pursuit,No medal,Cycling,CTR,True
Melissa Hoskins,F,Australia,AUS,2016,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,No medal,Cycling,CTR,True
Kate Mactier,F,Australia,AUS,2004,Athina,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Silver,Cycling,CTR,True
Kate Mactier,F,Australia,AUS,2008,Beijing,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",No medal,Cycling,CTR,True
Lisa Mathison,F,Australia,AUS,2004,Athina,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,Cycling,CTR,False
Kaarle Mcculloch,F,Australia,AUS,2012,London,Cycling,Cycling Women's Team Sprint,Bronze,Cycling,CTR,False
Anna Meares,F,Australia,AUS,2004,Athina,Cycling,Cycling Women's Sprint,Bronze,Cycling,CTR,True
Anna Meares,F,Australia,AUS,2004,Athina,Cycling,Cycling Women's 500 metres Time Trial,Gold,Cycling,CTR,True
Anna Meares,F,Australia,AUS,2008,Beijing,Cycling,Cycling Women's Sprint,Silver,Cycling,CTR,True
Anna Meares,F,Australia,AUS,2012,London,Cycling,Cycling Women's Sprint,Gold,Cycling,CTR,True
Anna Meares,F,Australia,AUS,2012,London,Cycling,Cycling Women's Keirin,No medal,Cycling,CTR,True
Anna Meares,F,Australia,AUS,2012,London,Cycling,Cycling Women's Team Sprint,Bronze,Cycling,CTR,True
Anna Meares,F,Australia,AUS,2016,Rio de Janeiro,Cycling,Cycling Women's Sprint,No medal,Cycling,CTR,True
Anna Meares,F,Australia,AUS,2016,Rio de Janeiro,Cycling,Cycling Women's Keirin,Bronze,Cycling,CTR,True
Anna Meares,F,Australia,AUS,2016,Rio de Janeiro,Cycling,Cycling Women's Team Sprint,No medal,Cycling,CTR,True
Stephanie Morton,F,Australia,AUS,2016,Rio de Janeiro,Cycling,Cycling Women's Sprint,No medal,Cycling,CTR,True
Stephanie Morton,F,Australia,AUS,2016,Rio de Janeiro,Cycling,Cycling Women's Keirin,No medal,Cycling,CTR,True
Stephanie Morton,F,Australia,AUS,2016,Rio de Janeiro,Cycling,Cycling Women's Team Sprint,No medal,Cycling,CTR,True
Rachel Neylan,F,Australia,AUS,2016,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,False
Lauren Reynolds,F,Australia,AUS,2012,London,Cycling,Cycling Women's BMX,No medal,Cycling,CTR,True
Lauren Reynolds,F,Australia,AUS,2016,Rio de Janeiro,Cycling,Cycling Women's BMX,No medal,Cycling,CTR,True
Kathleen (-bazzano),F,Australia,AUS,1988,Seoul,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Kathleen (-bazzano),F,Australia,AUS,1992,Barcelona,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Julie Speight,F,Australia,AUS,1988,Seoul,Cycling,Cycling Women's Sprint,No medal,Cycling,CTR,False
Amanda Spratt,F,Australia,AUS,2012,London,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Amanda Spratt,F,Australia,AUS,2016,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Dellys (franke-),F,Australia,AUS,2008,Beijing,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,Cycling,CTR,False
Josephine Tomic,F,Australia,AUS,2012,London,Cycling,Cycling Women's Team Pursuit,No medal,Cycling,CTR,False
Lucy Tyler-sharman,F,Australia,AUS,1996,Atlanta,Cycling,Cycling Women's Points Race,Bronze,Cycling,CTR,False
Jacqui Uttien,F,Australia,AUS,1992,Barcelona,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,False
Tracey Watson-gaudry,F,Australia,AUS,1996,Atlanta,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Tracey Watson-gaudry,F,Australia,AUS,2000,Sydney,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Tracey Watson-gaudry,F,Australia,AUS,2000,Sydney,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True
Kathryn Watt,F,Australia,AUS,1992,Barcelona,Cycling,"Cycling Women's Road Race, Individual",Gold,Cycling,CTR,True
Kathryn Watt,F,Australia,AUS,1992,Barcelona,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Silver,Cycling,CTR,True
Kathryn Watt,F,Australia,AUS,1996,Atlanta,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Kathryn Watt,F,Australia,AUS,1996,Atlanta,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True
Kathryn Watt,F,Australia,AUS,1996,Atlanta,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",No medal,Cycling,CTR,True
Anna (-millward),F,Australia,AUS,1996,Atlanta,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Anna (-millward),F,Australia,AUS,1996,Atlanta,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True
Anna (-millward),F,Australia,AUS,2000,Sydney,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Anna (-millward),F,Australia,AUS,2000,Sydney,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True
Oenone Wood,F,Australia,AUS,2004,Athina,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Oenone Wood,F,Australia,AUS,2004,Athina,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True
Oenone Wood,F,Australia,AUS,2008,Beijing,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True
Oenone Wood,F,Australia,AUS,2008,Beijing,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True
Ashlee Ankudinoff,F,Australia,AUS,2020,Tokyo,Cycling Track,Women's Team Pursuit Team,No medal,Women's,CTR,True
Georgia Baker,F,Australia,AUS,2020,Tokyo,Cycling Track,Women's Team Pursuit Team,No medal,Women's,CTR,True
