Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Herbert Barrett,M,Great Britain-1,GBR,1908,London,Tennis,"Tennis Men's Doubles, Covered Courts",Gold,True
Herbert Barrett,M,Great Britain-1,GBR,1912,Stockholm,Tennis,"Tennis Mixed Doubles, Covered Courts",Silver,True
Alfred Beamish,M,Great Britain-1,GBR,1920,Antwerpen,Tennis,Tennis Men's Doubles,No medal,False
George (karidias-),M,Great Britain-1,GBR,1912,Stockholm,Tennis,"Tennis Men's Doubles, Covered Courts",No medal,False
Hugh Doherty,M,Great Britain-1,GBR,1900,Paris,Tennis,Tennis Men's Doubles,Gold,False
Reginald Doherty,M,Great Britain-1,GBR,1900,Paris,Tennis,Tennis Men's Doubles,Gold,True
Reginald Doherty,M,Great Britain-1,GBR,1908,London,Tennis,Tennis Men's Doubles,Gold,True
Colin Fleming,M,Great Britain-1,GBR,2012,London,Tennis,Tennis Men's Doubles,No medal,True
Colin Fleming,M,Great Britain-1,GBR,2016,Rio de Janeiro,Tennis,Tennis Men's Doubles,No medal,True
John Gilbert,M,Great Britain-1,GBR,1924,Paris,Tennis,Tennis Mixed Doubles,No medal,False
Arthur Gore,M,Great Britain-1,GBR,1908,London,Tennis,"Tennis Men's Doubles, Covered Courts",Gold,False
George Hillyard,M,Great Britain-1,GBR,1908,London,Tennis,Tennis Men's Doubles,Gold,False
Ross Hutchins,M,Great Britain-1,GBR,2012,London,Tennis,Tennis Men's Doubles,No medal,False
Dominic Inglot,M,Great Britain-1,GBR,2016,Rio de Janeiro,Tennis,Tennis Men's Doubles,No medal,False
Algernon Kingscote,M,Great Britain-1,GBR,1924,Paris,Tennis,Tennis Men's Doubles,No medal,False
Francis Lowe,M,Great Britain-1,GBR,1920,Antwerpen,Tennis,Tennis Mixed Doubles,No medal,True
Francis Lowe,M,Great Britain-1,GBR,1920,Antwerpen,Tennis,Tennis Men's Doubles,No medal,True
Theodore Mavrogordato,M,Great Britain-1,GBR,1912,Stockholm,Tennis,"Tennis Men's Doubles, Covered Courts",No medal,False
Andrew Murray,M,Great Britain-1,GBR,2016,Rio de Janeiro,Tennis,Tennis Mixed Doubles,No medal,False
John Wheatley,M,Great Britain-1,GBR,1924,Paris,Tennis,Tennis Men's Doubles,No medal,False
