Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
An Hyo-ju,F,South Korea,KOR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,False,True
Baek Ee-seul,F,South Korea,KOR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,False,True
Bang Jin-hyeok,F,South Korea,KOR,2000,Sydney,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,False,True
Cha Se-na,F,South Korea,KOR,2012,London,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,False,True
Cheon Eun-bi,F,South Korea,KOR,2012,London,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,True,True
Cheon Eun-bi,F,South Korea,KOR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,True,False
Cheon Seul-gi,F,South Korea,KOR,2012,London,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,False,True
Cho Hye-jin,F,South Korea,KOR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,False,True
Cho Hye-sook,F,South Korea,KOR,2008,Beijing,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,False,True
Choi Chun-ok,F,South Korea,KOR,1988,Seoul,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,False,True
Choi Eun-gyeong,F,South Korea,KOR,1996,Atlanta,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,False,True
Choi Mi-sun,F,South Korea,KOR,1996,Atlanta,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,False,True
Eum Mi-young,F,South Korea,KOR,2008,Beijing,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,False,True
Gim Sung-hee,F,South Korea,KOR,2008,Beijing,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,False,True
Go Gwang-min,F,South Korea,KOR,2004,Athina,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,False,True
Gu Mun-yeong,F,South Korea,KOR,1992,Barcelona,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,False,True
Gwon Chang-suk,F,South Korea,KOR,1992,Barcelona,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,True,True
Gwon Chang-suk,F,South Korea,KOR,1996,Atlanta,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,True,False
Gwon Su-hyeon,F,South Korea,KOR,1996,Atlanta,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,False,True
Han Geum-sil,F,South Korea,KOR,1988,Seoul,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,True,True
Han Geum-sil,F,South Korea,KOR,1992,Barcelona,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,True,False
Han Hye-ryeong,F,South Korea,KOR,2008,Beijing,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,True,True
Han Hye-ryeong,F,South Korea,KOR,2012,London,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,True,False
Han Hye-ryeong,F,South Korea,KOR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,True,False
Han O-gyeong,F,South Korea,KOR,1988,Seoul,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,False,True
Hong Yoo-jin,F,South Korea,KOR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,False,True
Hwang Geum-suk,F,South Korea,KOR,1988,Seoul,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,False,True
Im Gye-suk,F,South Korea,KOR,1988,Seoul,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,True,True
Im Gye-suk,F,South Korea,KOR,1992,Barcelona,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,True,False
Im Jeong-suk,F,South Korea,KOR,1996,Atlanta,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,False,True
Im Jeong-u,F,South Korea,KOR,2004,Athina,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,False,True
Jang Dong-suk,F,South Korea,KOR,1992,Barcelona,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,False,True
Jang Eun-jeong,F,South Korea,KOR,1988,Seoul,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,True,True
Jang Eun-jeong,F,South Korea,KOR,1992,Barcelona,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,True,False
Jang Eun-jeong,F,South Korea,KOR,1996,Atlanta,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,True,False
Jang Hee-sun,F,South Korea,KOR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,False,True
Jang Su-ji,F,South Korea,KOR,2012,London,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,True,True
Jang Su-ji,F,South Korea,KOR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,True,False
Jeon Yeong-seon,F,South Korea,KOR,1996,Atlanta,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,False,True
Jeon Yu-mi,F,South Korea,KOR,2012,London,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,False,True
Jeong Eun-gyeong,F,South Korea,KOR,1988,Seoul,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,False,True
Jeong Hang-ju,F,South Korea,KOR,2000,Sydney,Hockey,Hockey Women's Hockey,No medal,Hockey,HOC,False,True
Jeong Sang-hyeon,F,South Korea,KOR,1988,Seoul,Hockey,Hockey Women's Hockey,Silver,Hockey,HOC,False,True
