Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Eugenio Prez,M,Cuba,CUB,1972,Munich,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True,True
Eugenio Prez,M,Cuba,CUB,1976,Montreal,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True,False
Waldimiro Riera,M,Cuba,CUB,1968,Mexico City,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Juan Benitez,M,Cuba,CUB,1992,Barcelona,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Carlos Surez,M,Cuba,CUB,1980,Moskva,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Norge Garca,M,Cuba,CUB,1992,Barcelona,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Guillermo Reyes,M,Cuba,CUB,1968,Mexico City,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True,True
Guillermo Reyes,M,Cuba,CUB,1972,Munich,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True,False
Lzaro Mndez,M,Cuba,CUB,1976,Montreal,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True,True
Lzaro Mndez,M,Cuba,CUB,1980,Moskva,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True,False
Orlando Barrio,M,Cuba,CUB,1972,Munich,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True,True
Orlando Barrio,M,Cuba,CUB,1980,Moskva,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True,False
Pablo Zulueta,M,Cuba,CUB,1992,Barcelona,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Jorge Gutierrez,M,Cuba,CUB,1992,Barcelona,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Marcelo Cruz,M,Cuba,CUB,1992,Barcelona,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Brbaro Cervantes,M,Cuba,CUB,1980,Moskva,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True,True
Brbaro Cervantes,M,Cuba,CUB,1992,Barcelona,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True,False
