Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Bak Ji-yun,F,South Korea,KOR,2016,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,No medal,Judo,JUD,False,True
Choi Sug-i,F,South Korea,KOR,2004,Athina,Judo,Judo Women's Heavyweight,No medal,Judo,JUD,False,True
Gang Sin-yeong,F,South Korea,KOR,2008,Beijing,Judo,Judo Women's Lightweight,No medal,Judo,JUD,False,True
Gong Ja-yeong,F,South Korea,KOR,2008,Beijing,Judo,Judo Women's Half-Middleweight,No medal,Judo,JUD,False,True
Gu Hyeon-suk,F,South Korea,KOR,1992,Barcelona,Judo,Judo Women's Half-Middleweight,No medal,Judo,JUD,False,True
Hwang Ye-seul,F,South Korea,KOR,2012,London,Judo,Judo Women's Middleweight,No medal,Judo,JUD,False,True
Hyeon Suk-hui,F,South Korea,KOR,1996,Atlanta,Judo,Judo Women's Half-Lightweight,Silver,Judo,JUD,False,True
Jang Jae-sim,F,South Korea,KOR,2000,Sydney,Judo,Judo Women's Half-Lightweight,No medal,Judo,JUD,False,True
Jeong Bo-kyeong,F,South Korea,KOR,2016,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,Silver,Judo,JUD,False,True
Jeong Da-wun,F,South Korea,KOR,2012,London,Judo,Judo Women's Half-Middleweight,No medal,Judo,JUD,False,True
Jeong Gyeong-mi,F,South Korea,KOR,2008,Beijing,Judo,Judo Women's Half-Heavyweight,Bronze,Judo,JUD,True,True
Jeong Gyeong-mi,F,South Korea,KOR,2012,London,Judo,Judo Women's Half-Heavyweight,No medal,Judo,JUD,True,False
Jeong Jeong-yeon,F,South Korea,KOR,2012,London,Judo,Judo Women's Extra-Lightweight,No medal,Judo,JUD,False,True
Jeong Seon-yong,F,South Korea,KOR,1992,Barcelona,Judo,Judo Women's Lightweight,No medal,Judo,JUD,True,True
Jeong Seon-yong,F,South Korea,KOR,1996,Atlanta,Judo,Judo Women's Lightweight,Silver,Judo,JUD,True,False
Jeong Seong-suk,F,South Korea,KOR,1996,Atlanta,Judo,Judo Women's Half-Middleweight,Bronze,Judo,JUD,True,True
Jeong Seong-suk,F,South Korea,KOR,2000,Sydney,Judo,Judo Women's Half-Middleweight,Bronze,Judo,JUD,True,False
