Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Jos Fanjul,M,Mexico,MEX,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False
Jos Sandoval,M,Mexico,MEX,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,False
rick Tafolla,M,Mexico,MEX,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False
Carlos Llorente,M,Mexico,MEX,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,False
Juan Rodrguez,M,Mexico,MEX,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False
Enrique Rojas,M,Mexico,MEX,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,False
Damian Arcos,M,Mexico,MEX,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Jos Crespo,M,Mexico,MEX,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False
Juan Lvarez,M,Mexico,MEX,1972,Munich,Football,Football Men's Football,No medal,Football,FBL,False
Javier Carmona,M,Mexico,MEX,2012,London,Football,Football Men's Football,Gold,Football,FBL,False
Jos Alcocer,M,Mexico,MEX,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,False
Ral Gallo,M,Mexico,MEX,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,False
Mario Herrera,M,Mexico,MEX,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Jos Surez,M,Mexico,MEX,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,False
Francisco Ordaz,M,Mexico,MEX,1972,Munich,Football,Football Men's Football,No medal,Football,FBL,False
Juan Garca,M,Mexico,MEX,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False
Cuauhtmoc Bravo,M,Mexico,MEX,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,False
Fernando Garell,M,Mexico,MEX,1972,Munich,Football,Football Men's Football,No medal,Football,FBL,False
scar Martnez,M,Mexico,MEX,1928,Amsterdam,Football,Football Men's Football,No medal,Football,FBL,False
Manuel Garcia,M,Mexico,MEX,1972,Munich,Football,Football Men's Football,No medal,Football,FBL,False
Omar Tordecillas,M,Mexico,MEX,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,False
Marco Ontiveros,M,Mexico,MEX,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False
Fernando Castaeda,M,Mexico,MEX,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False
Jos Flores,M,Mexico,MEX,1976,Montreal,Football,Football Men's Football,No medal,Football,FBL,False
Ricardo Martnez,M,Mexico,MEX,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Ignacio Gonzlez,M,Mexico,MEX,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,False
Jorge Navarrete,M,Mexico,MEX,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,False
Juan Vega,M,Mexico,MEX,1948,London,Football,Football Men's Football,No medal,Football,FBL,False
Juan Sandoval,M,Mexico,MEX,1928,Amsterdam,Football,Football Men's Football,No medal,Football,FBL,False
Jos Zamudio,M,Mexico,MEX,1976,Montreal,Football,Football Men's Football,No medal,Football,FBL,False
Jorge Reyes,M,Mexico,MEX,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Luis Cerrilla,M,Mexico,MEX,1928,Amsterdam,Football,Football Men's Football,No medal,Football,FBL,False
Darvin Ramrez,M,Mexico,MEX,2012,London,Football,Football Men's Football,Gold,Football,FBL,False
Ral Rosa,M,Mexico,MEX,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,False
Carlos Barajas,M,Mexico,MEX,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False
Ernesto Salcedo,M,Mexico,MEX,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,False
Benito Contreras,M,Mexico,MEX,1928,Amsterdam,Football,Football Men's Football,No medal,Football,FBL,False
Alberto Alcala,M,Mexico,MEX,1948,London,Football,Football Men's Football,No medal,Football,FBL,False
Jos Rodrguez,M,Mexico,MEX,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,True
Jos Rodrguez,M,Mexico,MEX,2012,London,Football,Football Men's Football,Gold,Football,FBL,True
Javier Granados,M,Mexico,MEX,2012,London,Football,Football Men's Football,Gold,Football,FBL,False
Guillermo Snchez,M,Mexico,MEX,1976,Montreal,Football,Football Men's Football,No medal,Football,FBL,True
Leonardo Rivera,M,Mexico,MEX,1972,Munich,Football,Football Men's Football,No medal,Football,FBL,False
Duilio Rodrguez,M,Mexico,MEX,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,False
Ernesto Olaez,M,Mexico,MEX,1976,Montreal,Football,Football Men's Football,No medal,Football,FBL,False
Silviano Valladolid,M,Mexico,MEX,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Giovani Ramrez,M,Mexico,MEX,2012,London,Football,Football Men's Football,Gold,Football,FBL,False
Jorge Garca,M,Mexico,MEX,2012,London,Football,Football Men's Football,Gold,Football,FBL,False
Luis Luvanos,M,Mexico,MEX,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False
Marco Mora,M,Mexico,MEX,2012,London,Football,Football Men's Football,Gold,Football,FBL,False
Carlos Guerrero,M,Mexico,MEX,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False
Fernando Rodrguez,M,Mexico,MEX,1948,London,Football,Football Men's Football,No medal,Football,FBL,False
Javier Rodrguez,M,Mexico,MEX,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,False
Aarn Rubio,M,Mexico,MEX,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,False
Miguel Mea,M,Mexico,MEX,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,False
Carlos Garcs,M,Mexico,MEX,1928,Amsterdam,Football,Football Men's Football,No medal,Football,FBL,False
Carlos Cuevas,M,Mexico,MEX,1976,Montreal,Football,Football Men's Football,No medal,Football,FBL,False
Jos Torres,M,Mexico,MEX,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,True
Juan Contreras,M,Mexico,MEX,2004,Athina,Football,Football Men's Football,No medal,Football,FBL,False
Luis Postigo,M,Mexico,MEX,1996,Atlanta,Football,Football Men's Football,No medal,Football,FBL,False
Eduardo Gmez,M,Mexico,MEX,1948,London,Football,Football Men's Football,No medal,Football,FBL,False
Rafael Gutirrez,M,Mexico,MEX,1928,Amsterdam,Football,Football Men's Football,No medal,Football,FBL,False
Arturo Gonzlez,M,Mexico,MEX,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False
Jos Davila,M,Mexico,MEX,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,False
Jos Montecillo,M,Mexico,MEX,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Carlos Padilla,M,Mexico,MEX,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,False
rick Galaviz,M,Mexico,MEX,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False
Victor Guzmn,M,Mexico,MEX,2016,Rio de Janeiro,Football,Football Men's Football,No medal,Football,FBL,False
Alejandro Pat,M,Mexico,MEX,1972,Munich,Football,Football Men's Football,No medal,Football,FBL,False
Alfredo Martnez,M,Mexico,MEX,1972,Munich,Football,Football Men's Football,No medal,Football,FBL,False
Antonio Hernndez,M,Mexico,MEX,1976,Montreal,Football,Football Men's Football,No medal,Football,FBL,False
Jos Villaseor,M,Mexico,MEX,1968,Mexico City,Football,Football Men's Football,No medal,Football,FBL,False
Guillermo Snchez,M,Mexico,MEX,1964,Tokyo,Football,Football Men's Football,No medal,Football,FBL,True
Joaqun Garca,M,Mexico,MEX,1992,Barcelona,Football,Football Men's Football,No medal,Football,FBL,False
Nieves Hernndez,M,Mexico,MEX,1928,Amsterdam,Football,Football Men's Football,No medal,Football,FBL,False
Hctor Lpez,M,Mexico,MEX,2012,London,Football,Football Men's Football,Gold,Football,FBL,False
