Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Flix Medina,M,Mexico,MEX,1968,Mexico City,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,False
Roberto Snchez,M,Mexico,MEX,1972,Munich,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal,True
Roberto Snchez,M,Mexico,MEX,1976,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal,True
Roberto Snchez,M,Mexico,MEX,1976,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,True
Alejandro Carried,M,Mexico,MEX,1972,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,False
Juan Willerer,M,Mexico,MEX,1976,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal,True
Juan Willerer,M,Mexico,MEX,1976,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,True
Dimas Corts,M,Mexico,MEX,2008,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal,True
Dimas Corts,M,Mexico,MEX,2008,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,True
Manuel Martnez,M,Mexico,MEX,2008,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal,True
Manuel Martnez,M,Mexico,MEX,2008,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal,True
Jos Quirino,M,Mexico,MEX,2008,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal,True
Jos Quirino,M,Mexico,MEX,2008,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal,True
Jos Quirino,M,Mexico,MEX,2008,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,True
Jos Quirino,M,Mexico,MEX,2012,London,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",No medal,True
Jos Quirino,M,Mexico,MEX,2012,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal,True
Arturo Ferrer,M,Mexico,MEX,1984,Los Angeles,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal,True
Arturo Ferrer,M,Mexico,MEX,1984,Los Angeles,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,True
Jos Cruz,M,Mexico,MEX,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal,True
Jos Cruz,M,Mexico,MEX,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal,True
Jos Cruz,M,Mexico,MEX,2000,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",No medal,True
