Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Abir Khalil,F,Egypt,EGY,2008,Beijing,Weightlifting,Weightlifting Women's Light-Heavyweight,No medal,Weightlifting,WLF,True
Abir Khalil,F,Egypt,EGY,2012,London,Weightlifting,Weightlifting Women's Heavyweight,No medal,Weightlifting,WLF,True
Esraa El-sayed,F,Egypt,EGY,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Middleweight,No medal,Weightlifting,WLF,False
Nagwan El-zawawi,F,Egypt,EGY,2000,Sydney,Weightlifting,Weightlifting Women's Light-Heavyweight,No medal,Weightlifting,WLF,False
Shaimaa Khalaf,F,Egypt,EGY,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,No medal,Weightlifting,WLF,False
Esmat Ahmed,F,Egypt,EGY,2012,London,Weightlifting,Weightlifting Women's Light-Heavyweight,No medal,Weightlifting,WLF,False
Enga Mohamed,F,Egypt,EGY,2004,Athina,Weightlifting,Weightlifting Women's Flyweight,No medal,Weightlifting,WLF,False
Nahla Muhammad,F,Egypt,EGY,2004,Athina,Weightlifting,Weightlifting Women's Heavyweight,No medal,Weightlifting,WLF,True
Nahla Muhammad,F,Egypt,EGY,2012,London,Weightlifting,Weightlifting Women's Super-Heavyweight,No medal,Weightlifting,WLF,True
Sara Samir,F,Egypt,EGY,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Light-Heavyweight,Bronze,Weightlifting,WLF,False
Halima Abbas,F,Egypt,EGY,2024,Paris,Weightlifting,Women's +81kg,No medal,Women's,WLF,False
Neama Said,F,Egypt,EGY,2024,Paris,Weightlifting,Women's 71kg,No medal,Women's,WLF,False
Sara Ahmed,F,Egypt,EGY,2024,Paris,Weightlifting,Women's 81kg,Silver,Women's,WLF,False
