Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Coumba Ciss,F,Senegal,SEN,2000,Sydney,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Adama Diakhat,F,Senegal,SEN,2000,Sydney,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Maimouna Diarra,F,Senegal,SEN,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Bintou Dim,F,Senegal,SEN,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Fatou Dieng,F,Senegal,SEN,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Bineta Diouf,F,Senegal,SEN,2000,Sydney,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Mame Diouf,F,Senegal,SEN,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Ada Fall,F,Senegal,SEN,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Mbarika Fall,F,Senegal,SEN,2000,Sydney,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Awa Guye,F,Senegal,SEN,2000,Sydney,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Marieme Lo,F,Senegal,SEN,2000,Sydney,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Mame M'bengue,F,Senegal,SEN,2000,Sydney,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Astou (-diatta),F,Senegal,SEN,2000,Sydney,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Fatime N'diaye,F,Senegal,SEN,2000,Sydney,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Khady N'gom,F,Senegal,SEN,2000,Sydney,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Ndialou Paye,F,Senegal,SEN,2000,Sydney,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Marie-Sadio Rosch,F,Senegal,SEN,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Khadidiatou Diop,F,Senegal,SEN,2000,Sydney,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Mame-Marie Sy-diop,F,Senegal,SEN,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Oumoul Thiam,F,Senegal,SEN,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Oumou Tour,F,Senegal,SEN,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Astou Traor,F,Senegal,SEN,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Aya Traor,F,Senegal,SEN,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
Lala Wane,F,Senegal,SEN,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,No medal,Basketball,BKB,False
